"to","from","source_id_lab","target_id_lab","weight","weight_recs","weight_tfidf"
19,128,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:proximal-progenitor",1,2,0.013763301179134
19,129,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:rbc",1,2,0.00105842081394382
19,130,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:sell-cd4-t",1,2,0.00104870033227093
19,131,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:sell-cd8-t",1,2,0.00288616042916594
19,132,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:smc-part1-capn3-",1,2,0.0017918026304348
19,133,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:smc-plpp2-",1,2,0.00564591330219595
19,134,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stat1-naive-b",1,2,0.00372519067810395
19,135,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stem-cells",1,2,0.0173181981465621
19,136,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-1-adamdec1-",1,1,0.0000493139146394511
19,137,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-1-ccl11-",1,2,0.00934023316494344
19,138,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-2-ch25h-",1,2,0.000290538126364613
19,139,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-2-npy-",1,2,0.00383508156560418
19,140,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-3-c7-",1,2,0.00151831098325068
19,141,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-3-kcnn3-",1,2,0.00239624380607442
19,142,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:stromal-4-mmp1-",1,2,0.000221491145338254
19,143,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:t-reticular",1,2,0.0019173245306106
19,144,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:ta",1,2,0.0131461153106052
19,145,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:tfh",1,2,0.00822602254567769
19,146,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:th1",1,2,0.000715197071905831
19,147,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:th17",1,2,0.000990789299422393
19,148,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:transitional-stromal-3-c3-",1,2,0.00339846295750749
19,149,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:trdv2-trgv9-gdt",1,2,0.00229267530676568
19,150,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:treg",1,2,0.000758733310839437
19,151,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:trgv2-gdt",1,2,0.0137831333524745
19,152,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:trgv4-gdt",1,2,0.00279356863029072
19,153,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:trgv5-7-gdt",1,2,0.000170767509447184
19,154,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:tuft",1,2,0.00768118112603022
19,155,"FMA:14930 Ascending part of Duodenum","ASCTB-TEMP:venous-capillary",1,2,0.000187803408908179
20,23,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:-cells-ins-",1,2,0.0000953944309348917
20,24,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:activated-cd4-t",1,2,0.000389885604952576
20,25,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:activated-cd8-t",1,2,0.00133645810606447
20,26,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:activated-t",1,2,0.0136687263046562
20,27,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:adult-glia",1,2,0.0113617370871584
20,28,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:angiogenic-pericyte",1,2,0.00227238254352339
20,29,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:arterial-capillary",1,2,0.00552661688942125
20,30,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:best2-goblet-cell",1,2,0.00323668251049585
20,31,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:best4-epithelial",1,2,0.00303199828989872
20,32,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-a1-imn-",1,2,0.000489199958249976
20,33,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-a2-ipan-in-",1,2,0.00113203733115519
20,34,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-a3-ipan-in-",1,2,0.00143539223810316
20,35,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-a4-in-",1,2,0.00470363871829922
20,36,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-b1-emn-",1,2,0.00834746626312023
20,37,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-b2-emn-",1,2,0.000277875411591666
20,38,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:branch-b3-ipan-",1,2,0.000927528741016628
20,39,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cd8-tmem",1,2,0.00109675802989262
20,40,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cdc1",1,2,0.00103029498018854
20,41,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cdc2",1,2,0.00126905898338441
20,42,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:clc-mast-cell",1,2,0.000971583959980204
20,43,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cldn10-cells",1,2,0.000377189764889066
20,44,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:clp",1,2,0.000736739879146845
20,45,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:colonocyte",1,2,0.00164905696720143
20,46,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:contractile-pericyte-pln-",1,2,0.00500839773471117
20,47,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cx3cr1-cd8-tmem",1,2,0.000577831174404344
20,48,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-b-cell",1,2,0.00733173926894717
20,49,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-ec",1,2,0.00253943426100352
20,50,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-encc-glia",1,2,0.00013991768638646
20,51,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-neuroblast",1,2,0.0000934344697536375
20,52,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-plasma-cell",1,2,0.042490044224432
20,53,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:cycling-stromal",1,2,0.0000809727002046125
20,54,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:d-cells-sst-",1,2,0.0013732293320203
20,55,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:differentiating-glia",1,2,0.000107622234510409
20,56,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:distal-progenitor",1,2,0.000491627955919222
20,57,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:dz-gc-cell",1,2,0.00317059968205049
20,58,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ec-cells-npw-",1,2,0.000247539920896869
20,59,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ec-cells-tac1-",1,2,0.00153359488796601
20,60,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:eecs",1,2,0.0175598592850278
20,61,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:encc-glia-progenitor",1,2,0.000176601097113012
20,62,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:enterocyte",1,2,0.17700625111835
20,63,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:fcrl4-memory-b",1,2,0.00110020991576713
20,64,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:fdc",1,2,0.00119905623257654
20,65,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:fetal-arterial-ec",1,2,0.000466704312280195
20,66,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:fetal-venous-ec",1,2,0.00137714925438281
20,67,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:gc-b-cell",1,2,0.000328746587074989
20,69,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:germ",1,2,0.00112811740879268
20,70,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:glia-1-dhh-",1,2,0.000490691882943237
20,71,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:glia-2-eln-",1,2,0.00134093388014425
20,72,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:glia-3-bcan-",1,2,0.00125431536691036
20,73,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:goblet-cell",1,2,0.0617658028134195
20,74,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:i-cells-cck-",1,2,0.000919220859803619
20,75,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:icc",1,2,0.00696041240504218
20,76,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:iga-plasma-cell",1,2,0.000249499882078123
20,77,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:igg-plasma-cell",1,2,0.00095151631167967
20,78,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:igm-plasma-cell",1,1,0.0000342835110053792
20,79,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ilc2",1,2,0.000468664273461449
20,80,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ilc3",1,2,0.000448596625160915
20,81,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ilcp",1,2,0.000602702076304147
20,82,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:immature-b",1,2,0.000160453371174986
20,83,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:immature-pericyte",1,2,0.00122201991503431
20,84,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:k-cells-gip-",1,2,0.00224792693637236
20,85,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:l-cells-pyy-",1,2,0.0110185981445265
20,86,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec1-ackr4-",1,2,0.00534861168284426
20,87,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec2-madcam1-",1,2,0.000265647608016149
20,88,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec3-adgrg3-",1,2,0.0014128087769041
20,89,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec4-stab2-",1,2,0.00239270061809731
20,90,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec5-cldn11-",1,2,0.000580206430334367
20,91,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lec6-adamts4-",1,2,0.0016153574058614
20,92,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lti-like-ncr-ilc3",1,2,0.003931464614173
20,93,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lymphoid-dc",1,2,0.00142260858281037
20,94,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lyve1-macrophage",1,2,0.00491551911667481
20,95,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:lz-gc-cell",1,2,0.000109582195691663
20,96,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:m-x-cells-mln-ghrl-",1,2,0.0000973543921161458
20,97,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:macrophages",1,2,0.00228358645889364
20,98,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mait-cell",1,2,0.0036583077156072
20,99,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mast-cell",1,2,0.00334225696859572
20,100,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mature-arterial-ec",1,2,0.00338081252527425
20,101,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mature-venous-ec",1,2,0.00459107267322103
20,102,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:megakaryocyte",1,2,0.00152639871018755
20,103,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:memory-b",1,2,0.00619402664504835
20,104,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mesoderm-1-hand1-",1,2,0.0293239741606067
20,106,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mesothelium",1,2,0.00012180999926718
20,107,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mesothelium-prg4-",1,2,0.000133961859463405
20,108,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mesothelium-rgs5-",1,2,0.00327336592122241
20,109,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:microfold-cell",1,2,0.0185853272302194
20,110,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mln-stroma-fmo2-",1,2,0.000391377529645838
20,111,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mlto",1,2,0.00238392470039631
20,112,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mmp9-inflammatory-macrophage",1,2,0.00110366180164165
20,113,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:monocytes",1,2,0.00132039819535573
20,114,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:mpo-mono-neutrophil",1,2,0.000346854274194269
20,115,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:myofibroblast",1,2,0.00734294318431741
20,116,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:myofibroblast-rspo2-",1,2,0.00338967625820453
20,117,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:n-cells-nts-",1,2,0.00220050764676355
20,118,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:naive-b",1,2,0.000576286507971858
20,119,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:neuroblast",1,2,0.000507775681857248
20,120,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:nk-cell",1,2,0.00675255672681807
20,121,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:nk-t-cell",1,2,0.00210016940526088
20,122,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:paneth",1,2,0.0562984681837158
20,123,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:pdc",1,2,0.000953476272860925
20,124,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:pericyte",1,2,0.00107379434743484
20,125,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:pre-b",1,2,0.0023154138742817
20,126,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:pro-b",1,2,0.000805250705261455
20,127,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:progenitor-neurog3-",1,2,0.000970092035286942
20,128,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:proximal-progenitor",1,2,0.0110869623005241
20,129,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:rbc",1,2,0.00111299357105993
20,130,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:sell-cd4-t",1,2,0.00128026289875466
20,131,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:sell-cd8-t",1,2,0.00324107046934636
20,132,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:smc-part1-capn3-",1,2,0.00135362972020776
20,133,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:smc-plpp2-",1,2,0.0109553524953506
20,134,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stat1-naive-b",1,2,0.00234238529433126
20,135,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stem-cells",1,2,0.012003930793117
20,136,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-1-adamdec1-",1,2,0.000139114815260034
20,137,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-1-ccl11-",1,2,0.00471969862900796
20,138,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-2-ch25h-",1,2,0.000323355114241054
20,139,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-2-npy-",1,2,0.00159622583053685
20,140,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-3-c7-",1,2,0.0016544688142572
20,141,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-3-kcnn3-",1,2,0.00316650412922941
20,142,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:stromal-4-mmp1-",1,2,0.000389417568464583
20,143,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:t-reticular",1,2,0.00112615744761143
20,144,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:ta",1,2,0.0190025512559299
20,145,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:tfh",1,2,0.0113860170638508
20,146,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:th1",1,2,0.000629117644636436
20,147,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:th17",1,2,0.00078369113226766
20,148,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:transitional-stromal-3-c3-",1,2,0.00575353331030031
20,149,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:trdv2-trgv9-gdt",1,2,0.00189911270099683
20,150,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:treg",1,2,0.00107183438625359
20,151,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:trgv2-gdt",1,2,0.0104177971745159
20,152,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:trgv4-gdt",1,2,0.00175966305109837
20,153,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:trgv5-7-gdt",1,2,0.0000953944309348917
20,154,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:tuft",1,2,0.00361229253546237
20,155,"FMA:14966 Distal part of Ileum","ASCTB-TEMP:venous-capillary",1,2,0.000343783966472226
0,157,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000057",1,11,0.232880162856305
0,160,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000097",1,1,0
0,161,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000115",1,6,0.0323960120308074
0,162,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000136",1,4,0.00668795952425976
0,167,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000235",1,14,0.0420258783521487
0,168,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000236",1,7,0
0,170,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000359",1,6,0.0458018573944264
0,171,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000451",1,1,0.00198547456781805
0,172,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000492",1,1,0.000261246653660269
0,173,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000545",1,1,0.00046390470688507
0,174,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000546",1,1,0.000231952353442535
0,178,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000625",1,1,0.00185561882754028
0,179,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000669",1,10,0.146089128726823
0,180,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000775",1,3,0.000850491962622628
0,182,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000786",1,1,0
0,183,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000791",1,1,0.00154634902295023
0,184,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000792",1,1,0.000154634902295023
0,185,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000794",1,1,0.000502563432458826
0,186,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000798",1,3,0.0000862646505975892
0,187,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000814",1,3,0.000193293627868779
0,189,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000895",1,1,0.00657198334753849
0,190,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000899",1,1,0.0000862646505975892
0,191,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000913",1,10,0.000626991968784647
0,192,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000938",1,1,0.00402050745967061
0,193,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0000939",1,1,0.0277956236875304
0,194,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0001043",1,1,0.00286074569245793
0,195,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0001050",1,1,0.00101886194927505
0,197,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0001065",1,1,0.000386587255737558
0,198,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002057",1,1,0.0261719572134327
0,204,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002129",1,5,0.000193293627868779
0,205,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002131",1,5,0.549417807854218
0,206,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002138",1,6,0.000792615281936669
0,207,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002144",1,3,0.147604359318052
0,209,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002350",1,1,0.00212622990655657
0,211,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002396",1,1,0.0136465301275358
0,214,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0002543",1,2,0.0129839586869154
0,220,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:0010020",1,6,0.0123321334580281
0,224,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:1000413",1,1,0.0318590294138699
0,226,"FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","CL:1000477",1,1,0.0000386587255737558
12,156,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000037",1,2,0.000261838209197073
12,159,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000084",1,4,0.000219250438630788
12,160,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000097",1,2,0
12,163,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000158",1,6,0.0382201577386398
12,164,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000165",1,2,0.00780713022499368
12,165,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000186",1,2,0.0182764937849479
12,166,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000192",1,4,0.0138706356188464
12,168,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000236",1,14,0
12,169,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000313",1,4,0.00140327169441734
12,172,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000492",1,2,0.0987913442122263
12,175,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000576",1,2,0.000386931481910542
12,176,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000583",1,4,0.0262822918426821
12,177,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000623",1,6,0.0201138775274794
12,179,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000669",1,22,0.0200188407713299
12,181,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000784",1,2,0.00191227092588755
12,182,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000786",1,2,0
12,188,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000875",1,4,0.0533872263237828
12,191,"FMA:7360 Medial Bronchopulmonary Segment","CL:0000913",1,20,0.0124507862877113
12,196,"FMA:7360 Medial Bronchopulmonary Segment","CL:0001056",1,12,0.00109269652182149
12,199,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002062",1,2,0.231301693816083
12,200,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002063",1,4,0.280312402961752
12,203,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002075",1,2,0.000448585131615672
12,206,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002138",1,12,0.0107759260260665
12,207,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002144",1,8,0.0588429544168389
12,208,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002241",1,2,0.01476634798679
12,210,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002394",1,2,0.00205580244305186
12,212,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002399",1,2,0.0221415250474499
12,213,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002480",1,2,0.00215677034666201
12,215,"FMA:7360 Medial Bronchopulmonary Segment","CL:0002633",1,4,0.122984592359924
12,216,"FMA:7360 Medial Bronchopulmonary Segment","CL:0005006",1,2,0.000405783095750443
12,217,"FMA:7360 Medial Bronchopulmonary Segment","CL:0005012",1,4,0.109108372832121
12,218,"FMA:7360 Medial Bronchopulmonary Segment","CL:0010003",1,2,0.0053844721083133
12,221,"FMA:7360 Medial Bronchopulmonary Segment","CL:0019001",1,2,0.0512037582131671
12,222,"FMA:7360 Medial Bronchopulmonary Segment","CL:0019003",1,2,0.000194809664300084
12,223,"FMA:7360 Medial Bronchopulmonary Segment","CL:1000312",1,2,0.0222133050149684
12,224,"FMA:7360 Medial Bronchopulmonary Segment","CL:1000413",1,2,0.00704733918764961
12,225,"FMA:7360 Medial Bronchopulmonary Segment","CL:1000414",1,4,0.0108370546359605
12,227,"FMA:7360 Medial Bronchopulmonary Segment","CL:1000491",1,2,0.00077787659710647
12,228,"FMA:7360 Medial Bronchopulmonary Segment","CL:1001603",1,2,0.123309922530372
12,229,"FMA:7360 Medial Bronchopulmonary Segment","CL:4023054",1,2,0.00038010373063857
12,230,"FMA:7360 Medial Bronchopulmonary Segment","CL:4028003",1,2,0.0242729240550942
12,231,"FMA:7360 Medial Bronchopulmonary Segment","CL:4028004",1,4,0.128439926438715
12,232,"FMA:7360 Medial Bronchopulmonary Segment","CL:4028006",1,2,0.02007230486219
12,233,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033005",1,2,0.00119903870193156
12,234,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033022",1,2,0.0014048559052112
12,235,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033023",1,2,0.000357588058311682
12,236,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033041",1,2,0.00113989580580928
12,237,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033042",1,1,0.000380618367534965
12,238,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033043",1,2,0.0104458201112037
12,239,"FMA:7360 Medial Bronchopulmonary Segment","CL:4033044",1,2,0.00107105837146291
13,156,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000037",1,2,0.000346788962873104
13,159,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000084",1,4,0.000237493648987398
13,160,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000097",1,2,0
13,163,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000158",1,6,0.0283363348101297
13,164,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000165",1,2,0.0132603055900369
13,165,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000186",1,2,0.0188994743595032
13,166,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000192",1,4,0.0166022049351247
13,168,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000236",1,14,0
13,169,"FMA:7361 Lateral Bronchopulmonary Segment","CL:0000313",1,4,0.00194177102950806
