,as_label,uberon_id,sex,ref_organ
212,Spatial entity of female inferior ophthalmic vein,FMA:51251,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
213,Spatial entity of female inferior ophthalmic vein,FMA:51250,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
214,Spatial entity of female inferior pancreaticoduodenal vein,FMA:0329299,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
215,Spatial entity of female inferior rectal vein,FMA:21242,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
216,Spatial entity of female inferior vena cava,FMA:10951,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
217,Spatial entity of female inferior vena cava a,FMA:10951,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
218,Spatial entity of female inferior vena cava b,FMA:10951,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
219,Spatial entity of female internal iliac vein,UBERON:0001317,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
220,Spatial entity of female internal pudendal vein,UBERON:0018252,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
221,Spatial entity of female left anterior descending artery,FMA:8636,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
222,Spatial entity of female left circumflex artery,UBERON:0035422,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
223,Spatial entity of female left colic artery,FMA:14826,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
224,Spatial entity of female left colic vein,FMA:15394,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
225,Spatial entity of female left common carotid artery,UBERON:0001536,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
226,Spatial entity of female left common carotid artery a,UBERON:0001536,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
227,Spatial entity of female left common carotid artery b,UBERON:0001536,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
228,Spatial entity of female left common iliac vein,FMA:21388,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
229,Spatial entity of female left coronary artery,UBERON:0001626,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
230,Spatial entity of female left hepatic artery,FMA:14779,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
231,Spatial entity of female left hepatic vein,FMA:14339,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
232,Spatial entity of female left marginal branch,FMA:3902,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
233,Spatial entity of female left marginal vein,FMA:4708,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
234,Spatial entity of female left posterior descending branch of circumflex branch of left coronary artery,FMA:322904,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
235,Spatial entity of female left renal artery,UBERON:0001186,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
236,Spatial entity of female left renal vein,UBERON:0001142,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
237,Spatial entity of female left subclavian artery,UBERON:0001584,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
238,Spatial entity of female left subclavian artery a,UBERON:0001584,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
239,Spatial entity of female left subclavian artery b,UBERON:0001584,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
240,Spatial entity of female left uterine artery,FMA:18831,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
241,Spatial entity of female left uterine vein,FMA:18898,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
242,Spatial entity of female long posterior ciliary artery,FMA:49958,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
243,Spatial entity of female long posterior ciliary artery,FMA:49957,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
244,Spatial entity of female marginal artery of D,FMA:14824,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
245,Spatial entity of female carina,UBERON:0006679,Female,https://purl.humanatlas.io/ref-organ/trachea-female/v1.1#primary
246,Spatial entity of female tracheal cartilage,UBERON:0003604,Female,https://purl.humanatlas.io/ref-organ/trachea-female/v1.1#primary
247,Spatial entity of female thymus lobe,UBERON:0005457,Female,https://purl.humanatlas.io/ref-organ/thymus-female/v1.3#primary
248,Spatial entity of female thymus lobe,UBERON:0005469,Female,https://purl.humanatlas.io/ref-organ/thymus-female/v1.3#primary
249,Spatial entity of female colic surface of spleen,FMA:15838,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary
250,Spatial entity of female diaphragmatic surface of spleen,FMA:15828,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary
251,Spatial entity of female gastric surface of spleen,FMA:15837,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary
252,Spatial entity of female hilum of spleen,UBERON:0001248,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary
253,Spatial entity of female renal surface of spleen,FMA:15839,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary
254,Spatial entity of female,UBERON:0006469,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
255,Spatial entity of female,UBERON:0006489,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
256,Spatial entity of female,UBERON:0006488,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
257,Spatial entity of female,UBERON:0006490,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
258,Spatial entity of female,UBERON:0006491,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
259,Spatial entity of female,UBERON:0006492,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
260,Spatial entity of female,UBERON:0006493,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
261,Spatial entity of female,UBERON:0006470,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
262,Spatial entity of female eigth thoracic spinal cord segment,UBERON:0006456,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
263,Spatial entity of female eleventh thoracic spinal cord segment,UBERON:0006467,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
264,Spatial entity of female fifth lumbar spinal cord segment,UBERON:0006447,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
265,Spatial entity of female fifth thoracic spinal cord segment,UBERON:0006453,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
266,Spatial entity of female first lumbar spinal cord segment,UBERON:0006448,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
267,Spatial entity of female first sacral spinal cord segment,UBERON:0006460,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
268,Spatial entity of female first thoracic spinal cord segment,UBERON:0006457,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
269,Spatial entity of female fourth lumbar spinal cord segment,UBERON:0006451,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
270,Spatial entity of female fourth sacral spinal cord segment,UBERON:0006463,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
271,Spatial entity of female fourth thoracic spinal cord segment,UBERON:0006452,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
272,Spatial entity of female ninth thoracic spinal cord segment,UBERON:0006465,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
273,Spatial entity of female second lumbar spinal cord segment,UBERON:0006450,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
274,Spatial entity of female second sacral spinal cord segment,UBERON:0006461,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
275,Spatial entity of female second thoracic spinal cord segment,UBERON:0006458,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
276,Spatial entity of female seventh thoracic spinal cord segment,UBERON:0006455,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
277,Spatial entity of female sixth thoracic spinal cord segment,UBERON:0006454,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
278,Spatial entity of female tenth thoracic spinal cord segment,UBERON:0006466,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
279,Spatial entity of female third lumbar spinal cord segment,UBERON:0006449,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
280,Spatial entity of female third sacral spinal cord segment,UBERON:0006462,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
281,Spatial entity of female third thoracic spinal cord segment,UBERON:0006459,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
282,Spatial entity of female twelfth thoracic spinal cord segment,UBERON:0006468,Female,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary
283,Spatial entity of female duodenal ampulla,UBERON:0013644,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
284,Spatial entity of female duodenum,UBERON:0002114,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
285,Spatial entity of female duodenum ascending,FMA:14930,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
286,Spatial entity of female duodenum descending,FMA:14928,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
287,Spatial entity of female duodenum horizontal,FMA:14929,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
288,Spatial entity of female duodenum superior,FMA:7206,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
289,Spatial entity of female ileum,UBERON:0002116,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
290,Spatial entity of female ileum terminal,FMA:14966,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
291,Spatial entity of female jejenum,UBERON:0002115,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
292,Spatial entity of female sphincter of heptopancreatic ampulla,FMA:15077,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary
293,Spatial entity of female amnion,UBERON:0000305,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
294,Spatial entity of female chorionic plate,UBERON:0004027,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
295,Spatial entity of female umbilical artery 1,UBERON:0001310,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
296,Spatial entity of female umbilical artery 2,UBERON:0001310,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
297,Spatial entity of female umbilical cord,UBERON:0002331,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
298,Spatial entity of female umbilical vein,UBERON:0002066,Female,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary
299,Spatial entity of female coccyx,UBERON:0001350,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
300,Spatial entity of female ilium,UBERON:0001273,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
301,Spatial entity of female ilium compact bone,UBERON:0001439,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
302,Spatial entity of female ilium spongy bone,UBERON:0002483,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
303,Spatial entity of female ischium,UBERON:0001274,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
304,Spatial entity of female ischium compact bone,UBERON:0001439,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
305,Spatial entity of female ischium spongy bone,UBERON:0002483,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
306,Spatial entity of female pubis,UBERON:0001275,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
307,Spatial entity of female pubis compact bone,UBERON:0001439,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
308,Spatial entity of female pubis spongy bone,UBERON:0002483,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
309,Spatial entity of male fundus of urinary bladder,UBERON:0006082,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
310,Spatial entity of male fundus of urinary bladder base 1,UBERON:0006082,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
311,Spatial entity of male fundus of urinary bladder dome,UBERON:0006082,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
312,Spatial entity of male trigone of urinary bladder,UBERON:0001257,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
313,Spatial entity of male ureteral orifice,FMA:15940,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
314,Spatial entity of male ureteral orifice,FMA:15939,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
315,Spatial entity of male urinary bladder neck smooth muscle,UBERON:0004230,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary
316,Spatial entity of female median sacral vein,UBERON:0006687,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
317,Spatial entity of female middle cardiac vein,UBERON:0009687,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
318,Spatial entity of female middle colic artery,UBERON:0001196,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
319,Spatial entity of female middle colic vein,UBERON:0001218,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
320,Spatial entity of female middle hepatic vein,FMA:14340,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
321,Spatial entity of female middle rectal vein,FMA:18893,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
322,Spatial entity of female middle rectal vein,FMA:18895,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
323,Spatial entity of female middle rectal vein,FMA:18894,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
324,Spatial entity of female oblique vein of left atrium,FMA:4715,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
325,Spatial entity of female ophthalmic vein,UBERON:0011191,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
326,Spatial entity of female opthalmic artery,UBERON:0001619,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
327,Spatial entity of female posterior left ventricular branch,FMA:13905,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
328,Spatial entity of female posterior vein of left ventricle,FMA:4712,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
329,Spatial entity of female proper hepatic artery,FMA:14772,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
330,Spatial entity of female pulmonary artery,UBERON:0002012,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
331,Spatial entity of female pulmonary artery,UBERON:0001652,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
332,Spatial entity of female pulmonary artery,UBERON:0001651,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
333,Spatial entity of female pulmonary trunk,UBERON:0002333,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
334,Spatial entity of female pulmonary vein,UBERON:0002016,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
335,Spatial entity of female pulmonary vein i,FMA:49911,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
336,Spatial entity of female pulmonary vein s,FMA:49916,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
337,Spatial entity of female pulmonary vein i,FMA:49913,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
338,Spatial entity of female pulmonary vein s,FMA:49914,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
339,Spatial entity of female renal artery,UBERON:0001184,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
340,Spatial entity of female renal vein,UBERON:0001140,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
341,Spatial entity of female right colic artery,FMA:14811,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
342,Spatial entity of female right colic vein,FMA:15407,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
343,Spatial entity of female right common iliac vein,FMA:21387,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
344,Spatial entity of female right coronary artery,UBERON:0001625,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
345,Spatial entity of female right hepatic artery,FMA:14778,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
346,Spatial entity of female right hepatic vein,FMA:14338,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
347,Spatial entity of female right marginal artery,FMA:3818,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
348,Spatial entity of female right renal artery,UBERON:0001185,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
349,Spatial entity of female right renal vein,UBERON:0001141,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
350,Spatial entity of female right uterine artery,FMA:18830,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
351,Spatial entity of female right uterine vein,FMA:18897,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
352,Spatial entity of female sigmoid artery,UBERON:0035180,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
353,Spatial entity of female sigmoid artery a,UBERON:0035180,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
354,Spatial entity of female sigmoid artery b,UBERON:0035180,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
355,Spatial entity of female sigmoid artery c,UBERON:0035180,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
356,Spatial entity of female sigmoid vein,FMA:15395,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
357,Spatial entity of female sigmoid vein a,FMA:15395,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
358,Spatial entity of female sigmoid vein b,FMA:15395,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
359,Spatial entity of female sigmoid vein c,FMA:15395,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
360,Spatial entity of female small cardiac vein,UBERON:0035374,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
361,Spatial entity of female splenic artery,UBERON:0001194,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
362,Spatial entity of female splenic vein,UBERON:0003713,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
363,Spatial entity of female superior mesenteric artery,UBERON:0001182,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
364,Spatial entity of female superior mesenteric vein,UBERON:0001138,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
365,Spatial entity of female superior ophthalmic vein,FMA:51249,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
366,Spatial entity of female superior ophthalmic vein,FMA:51248,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
367,Spatial entity of female superior rectal artery,UBERON:0035040,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
368,Spatial entity of female superior rectal vein,UBERON:0035040,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
369,Spatial entity of female superior vena cava,FMA:4720,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
370,Spatial entity of female vena cava,UBERON:0004087,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.3#primary
371,Spatial entity of female sacrum,UBERON:0003690,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
372,Spatial entity of female body of pancreas,UBERON:0001150,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
373,Spatial entity of female head of pancreas,UBERON:0001069,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
374,Spatial entity of female neck of pancreas,FMA:14517,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
375,Spatial entity of female tail of pancreas,UBERON:0001151,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
376,Spatial entity of female ucinate process 1,UBERON:0010373,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
377,Spatial entity of female right areola,FMA:223677,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
378,Spatial entity of female right areolar tubercles,UBERON:0011828,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
379,Spatial entity of female right fat,FMA:73165,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
380,Spatial entity of female right main lactiferous ducts,UBERON:0015134,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
381,Spatial entity of female right main lactiferous sinuses,FMA:58088,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
382,Spatial entity of female right mammary lobes,UBERON:0018140,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
383,Spatial entity of female right nipple,UBERON:0013773,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
384,Spatial entity of female right suspensory ligaments,FMA:73118,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
385,Spatial entity of female left areola,FMA:223679,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
386,Spatial entity of female left areolar tubercles,UBERON:0011828,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
387,Spatial entity of female left fat,FMA:73166,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
388,Spatial entity of female left main lactiferous ducts,UBERON:0015134,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
389,Spatial entity of female left main lactiferous sinuses,FMA:58088,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
390,Spatial entity of female left mammary lobes,UBERON:0018140,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
391,Spatial entity of female left nipple,UBERON:0013772,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
392,Spatial entity of female left suspensory ligaments,FMA:73119,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
393,Spatial entity of female cartilage of main bronchus,FMA:13144,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
394,Spatial entity of female cartilage of main bronchus,FMA:13143,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
395,Spatial entity of female left main bronchus,UBERON:0002178,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
396,Spatial entity of female right main bronchus,UBERON:0002177,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
397,Spatial entity of female afferent lymphatic vessel,UBERON:0010396,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
398,Spatial entity of female blood vasculature,UBERON:0004536,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
399,Spatial entity of female capsule of lymph node,UBERON:0002194,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
400,Spatial entity of female efferent lymph node,UBERON:0010397,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
401,Spatial entity of female follicles,UBERON:0010748,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
402,Spatial entity of female medulla of lymph node,UBERON:0002007,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
403,Spatial entity of female paracortex,UBERON:0010417,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
404,Spatial entity of female bronchi,UBERON:0002185,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
405,Spatial entity of female cartilage of lobar bronchus,FMA:62659,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
406,Spatial entity of female cartilage of tertiary bronchus,FMA:62662,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
407,Spatial entity of female hilum,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
408,Spatial entity of female hilum lower,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
409,Spatial entity of female hilum lower,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
410,Spatial entity of female hilum middle,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
411,Spatial entity of female hilum,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
412,Spatial entity of female hilum upper,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
413,Spatial entity of female hilum upper,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
414,Spatial entity of female lung lower lobe,UBERON:0008953,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
415,Spatial entity of female lung upper lobe,UBERON:0008952,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
416,Spatial entity of female left anterior basal bronchopulmonary segment,FMA:7378,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
417,Spatial entity of female left anterior basal bronchus,FMA:7506,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
418,Spatial entity of female left anterior bronchopulmonary segment,FMA:7373,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
419,Spatial entity of female left anterior bronchus,FMA:7428,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
420,Spatial entity of female left apical bronchopulmonary segment,FMA:7385,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
421,Spatial entity of female left apical bronchus,FMA:7426,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
422,Spatial entity of female left inferior lobar bronchus,UBERON:0012066,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
423,Spatial entity of female left lateral basal bronchopulmonary segment,FMA:7379,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
