,tissue_block,organ,is_best_fit_in_mesh_collisions,difference_between_best_and_second_best,number_of_mesh_collisions,number_of_bb_collisions,best_fit,second_best_fit,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.org/sig/ont/fma/fma14930,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.org/sig/ont/fma/fma14966,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001052,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.org/sig/ont/fma/fma14926,http://purl.obolibrary.org/obo/UBERON_0002771,http://purl.obolibrary.org/obo/UBERON_0002137,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.org/sig/ont/fma/fma62649,http://purl.org/sig/ont/fma/fma7402
36,https://entity.api.hubmapconsortium.org/entities/454f281ae77ccd7a1e2ab86f90c07263,RightKidney,TRUE,0.075818503,2,7,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.422902172,0.802991991,0.538366747,0.861592962,0.617539896,no comparison possible,0.937411465,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
37,https://entity.api.hubmapconsortium.org/entities/2c43806e840ffc9861abadf827c292fc,RightKidney,TRUE,0.649408438,1,3,http://purl.obolibrary.org/obo/UBERON_0002189,,0.649408438,0.643418135,0.485558769,0.638321162,0.585234512,no comparison possible,0.447787549,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
38,https://entity.api.hubmapconsortium.org/entities/2256c64aacd92af7028ffb33e478cf46,LeftKidney,TRUE,0.159160179,3,9,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,0.708778229,0.522429572,0.867938407,0.644813966,0.53659019,no comparison possible,0.525395618,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
39,https://entity.api.hubmapconsortium.org/entities/6b3e25fa18988fd88b87618c7e3e6cc4,LeftUreter,TRUE,0.988129556,1,4,http://purl.obolibrary.org/obo/UBERON_0001223,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.988129556,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
40,https://entity.api.hubmapconsortium.org/entities/bc7d5947e9913136c91776544a0f52d8,LeftKidney,FALSE,0.2617733,2,4,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.256153419,0.419347262,0.333256598,0.552872151,0.814645451,no comparison possible,0.467197879,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
41,https://entity.api.hubmapconsortium.org/entities/27d32c5c8e5af5bef285fa773beee5b6,Skin,TRUE,0.998925468,1,1,http://purl.obolibrary.org/obo/UBERON_0002097,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.998925468,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
42,https://entity.api.hubmapconsortium.org/entities/173fbebb10c3af766e26b1d6c9c8d563,Lung,TRUE,0.403845014,2,15,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.482952045,0.886797059,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
43,https://entity.api.hubmapconsortium.org/entities/fed53eab5847287de706a8dafa6faf8f,Lung,TRUE,0.378811309,2,15,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.452764617,0.831575926,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
44,https://entity.api.hubmapconsortium.org/entities/bb2f22ab105c49476def20e47e9c1206,Lung,TRUE,0.508030935,1,10,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.34591373,0.853944665,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
45,https://entity.api.hubmapconsortium.org/entities/5d53bd5a71569c59c90d1608cd3da5c9,Lung,TRUE,0.517425009,1,10,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.404956645,0.922381655,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
46,https://entity.api.hubmapconsortium.org/entities/aff08197f187418318e12cd70c9a6e3d,Lung,FALSE,0.32045592,1,15,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.4383391,0.75879502,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
47,https://entity.api.hubmapconsortium.org/entities/6e5e5be224d88f38aa390d0c389839c7,Lung,TRUE,0.521746919,1,7,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.441059218,0.962806137,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
48,https://entity.api.hubmapconsortium.org/entities/46f5c8d7dc8d545c540748347d20a9b7,Lung,TRUE,0.484786484,1,4,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.425977955,0.910764439,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0
49,https://entity.api.hubmapconsortium.org/entities/8cc62fd7d6c1f9d6f597aaa7f8687274,Heart,TRUE,0.525698141,1,5,http://purl.obolibrary.org/obo/UBERON_0002084,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.525698141,0.075043841,0.007865783,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0,0,0,0,no comparison possible,no comparison possible
50,https://entity.api.hubmapconsortium.org/entities/03947098fe5b5ec44d67ec9d65a391d5,Heart,FALSE,0.527442014,1,5,http://purl.obolibrary.org/obo/UBERON_0002084,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.527442014,0.075239972,0.007975641,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0,0,0,0,no comparison possible,no comparison possible
51,https://entity.api.hubmapconsortium.org/entities/60da3463ccefe031ad887014140a341e,Heart,FALSE,0.51245084,3,5,http://purl.obolibrary.org/obo/UBERON_0002084,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.51245084,0.059639483,0.022162702,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0,0,0,0,no comparison possible,no comparison possible
52,https://entity.api.hubmapconsortium.org/entities/a03dd72e182cd1c996b88ecdee09c0e0,SmallIntestine,FALSE,0.005812226,2,8,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.946388577,0.943734494,no comparison possible,0.952200803,no comparison possible,0.910186782,no comparison possible,no comparison possible,no comparison possible,0.916488252,0.928197366,no comparison possible,0.857613912,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
53,https://entity.api.hubmapconsortium.org/entities/1a97071a7f69470a96ce45cae97b1876,Colon,FALSE,0.06025569,1,3,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0001158,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.907077059,no comparison possible,0.967332749,no comparison possible,0.947233317,0.962825224,0.963754346,no comparison possible,no comparison possible,0.883490452,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
54,https://entity.api.hubmapconsortium.org/entities/83954762a668b4e81c3707717bdad297,SmallIntestine,FALSE,0.047159416,1,2,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.org/sig/ont/fma/fma14966,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.843265582,0.838319501,no comparison possible,0.892711464,no comparison possible,0.804261693,no comparison possible,no comparison possible,no comparison possible,0.788118924,0.939870879,no comparison possible,0.734660223,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
55,https://entity.api.hubmapconsortium.org/entities/e84915dd0319a303057a37a7796d428b,Colon,FALSE,0.002814559,1,5,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.841202396,no comparison possible,0.91894973,no comparison possible,0.881726855,0.958863089,0.961677648,no comparison possible,no comparison possible,0.816396834,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
56,https://entity.api.hubmapconsortium.org/entities/db4171ae4cb6ebcfca6479bc2090fd64,SmallIntestine,FALSE,0.941391014,1,1,http://purl.org/sig/ont/fma/fma14930,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.941391014,0.940255339,no comparison possible,0.9324398,no comparison possible,0.913802465,no comparison possible,no comparison possible,no comparison possible,0.936543106,0.869130057,no comparison possible,0.875968745,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
57,https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,Colon,FALSE,0.003949149,1,4,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.782612988,no comparison possible,0.876649179,no comparison possible,0.831420698,0.92953726,0.93348641,no comparison possible,no comparison possible,0.74580109,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
58,https://entity.api.hubmapconsortium.org/entities/dbca13174e2a90f499151158b7faab7b,Colon,TRUE,0.004638563,2,3,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.800157164,no comparison possible,0.891142287,no comparison possible,0.861706227,0.937875091,0.942513654,no comparison possible,no comparison possible,0.78681384,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
59,https://entity.api.hubmapconsortium.org/entities/783690d1f6449bc1042c1c0295d40190,SmallIntestine,TRUE,0.038507702,1,2,http://purl.org/sig/ont/fma/fma14928,http://purl.org/sig/ont/fma/fma14929,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.925115225,0.928323594,no comparison possible,0.848304984,no comparison possible,0.909863696,no comparison possible,no comparison possible,no comparison possible,0.966831296,0.712984766,no comparison possible,0.883823253,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
60,https://entity.api.hubmapconsortium.org/entities/7fd7eedb4f588e7c7da4dbf91024bcab,Colon,TRUE,0.037702385,1,8,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001156,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.806521903,no comparison possible,0.822015121,no comparison possible,0.859717506,0.737323976,0.733770387,no comparison possible,no comparison possible,0.790270907,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
61,https://entity.api.hubmapconsortium.org/entities/af99fe7abd9466881e22d3b8b9107bd5,SmallIntestine,TRUE,0.000378885,2,1,http://purl.org/sig/ont/fma/fma14929,http://purl.org/sig/ont/fma/fma14930,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.977183898,0.977562783,no comparison possible,0.930295254,no comparison possible,0.969744081,no comparison possible,no comparison possible,no comparison possible,0.971301226,0.830624904,no comparison possible,0.899424248,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
62,https://entity.api.hubmapconsortium.org/entities/8b675fffca25c82c530bea18d7b6294e,Colon,FALSE,0.024300454,1,7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/UBERON_0001158,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.836974161,no comparison possible,0.757584757,no comparison possible,0.764014422,0.744950398,0.738760116,no comparison possible,no comparison possible,0.861274614,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
63,https://entity.api.hubmapconsortium.org/entities/1de4ad9bd516660043b8e190e8978045,Colon,TRUE,0.002334406,2,3,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.814284808,no comparison possible,0.877867488,no comparison possible,0.846764763,0.927123698,0.929458105,no comparison possible,no comparison possible,0.787544216,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
64,https://entity.api.hubmapconsortium.org/entities/0aae451b843a6ac8de1794b2b093ecc5,SmallIntestine,FALSE,0.078340394,1,10,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.org/sig/ont/fma/fma14966,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.716299796,0.708632875,no comparison possible,0.818142541,no comparison possible,0.669979602,no comparison possible,no comparison possible,no comparison possible,0.629098953,0.896482935,no comparison possible,0.654856936,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
65,https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,SmallIntestine,FALSE,0.046982989,1,1,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.895957712,0.891214299,no comparison possible,0.942940701,no comparison possible,0.866106102,no comparison possible,no comparison possible,no comparison possible,0.832336182,0.942023814,no comparison possible,0.809462681,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
66,https://entity.api.hubmapconsortium.org/entities/2c4ed25579a369af5ae8f7523038235f,Colon,FALSE,0.89337526,1,6,http://purl.obolibrary.org/obo/UBERON_0001158,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.89337526,no comparison possible,0.872909828,no comparison possible,0.89293257,0.801133691,0.795926908,no comparison possible,no comparison possible,0.866140486,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
67,https://entity.api.hubmapconsortium.org/entities/9ca2e95cb56ac36d43dcbb3dc4e7860d,SmallIntestine,FALSE,0.021092365,1,2,http://purl.org/sig/ont/fma/fma14926,http://purl.org/sig/ont/fma/fma14928,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.883151231,0.884207876,no comparison possible,0.873239055,no comparison possible,0.863056751,no comparison possible,no comparison possible,no comparison possible,0.895325611,0.746432638,no comparison possible,0.916417976,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
68,https://entity.api.hubmapconsortium.org/entities/2ef7c7f89e172641c5f7c643d8a9c13d,LargeIntestine,TRUE,0.886665431,1,2,http://purl.obolibrary.org/obo/UBERON_0001158,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.886665431,no comparison possible,0.774997166,no comparison possible,0.785310636,0.704588463,0.695989496,no comparison possible,no comparison possible,0.838906661,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
69,https://entity.api.hubmapconsortium.org/entities/c46f3ffa2ad148019ee983453d06b745,LargeIntestine,FALSE,0.002984112,1,1,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.878056445,no comparison possible,0.938365795,no comparison possible,0.921141902,0.970615396,0.973599509,no comparison possible,no comparison possible,0.851733552,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
70,https://entity.api.hubmapconsortium.org/entities/804aa1a7fcdf319c206808c106f67008,LargeIntestine,TRUE,0.007082928,1,4,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.653803641,no comparison possible,0.777066467,no comparison possible,0.733832074,0.853475436,0.860558364,no comparison possible,no comparison possible,0.615500695,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
71,https://entity.api.hubmapconsortium.org/entities/5ded68dde822d1c03ee04fe58b978a7e,SmallIntestine,FALSE,0.007200568,2,1,http://purl.org/sig/ont/fma/fma14928,http://purl.org/sig/ont/fma/fma14930,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.942160725,0.941791306,no comparison possible,0.918394773,no comparison possible,0.912727834,no comparison possible,no comparison possible,no comparison possible,0.949361293,0.868399939,no comparison possible,0.946945811,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
72,https://entity.api.hubmapconsortium.org/entities/539f15ce78fc8696e99c9d575be864be,LargeIntestine,FALSE,0.004100677,2,1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/UBERON_0001158,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.952085824,no comparison possible,0.886643091,no comparison possible,0.907130638,0.827450354,0.820266547,no comparison possible,no comparison possible,0.956186502,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
73,https://entity.api.hubmapconsortium.org/entities/f7b37eff8a36eb3852a373cc4878f50e,SmallIntestine,FALSE,0.033337889,0,0,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.org/sig/ont/fma/fma14929,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.905705325,0.908530019,no comparison possible,0.860470921,no comparison possible,0.941867908,no comparison possible,no comparison possible,no comparison possible,0.887494122,0.697611052,no comparison possible,0.815590935,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
74,https://entity.api.hubmapconsortium.org/entities/4d750b2cdad1579bb3bd5d89b9223431,SmallIntestine,FALSE,0.118002296,2,1,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.643319713,0.632539186,no comparison possible,0.761322009,no comparison possible,0.588539962,no comparison possible,no comparison possible,no comparison possible,0.559490921,0.729197057,no comparison possible,0.560081184,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
