,tissue_block,best_fit,second_best_fit,difference_between_best_and_second_best,is_best_fit_in_mesh_collisions,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.org/sig/ont/fma/fma14930,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.org/sig/ont/fma/fma14966,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001052,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.org/sig/ont/fma/fma14926,http://purl.obolibrary.org/obo/UBERON_0002771,http://purl.obolibrary.org/obo/UBERON_0002137,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.org/sig/ont/fma/fma62649,http://purl.org/sig/ont/fma/fma7402
36,https://entity.api.hubmapconsortium.org/entities/454f281ae77ccd7a1e2ab86f90c07263,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.07581850316876271,True,0.42290217212817843,0.8029919912362158,0.5383667474528017,0.8615929616856725,0.6175398958521233,no comparison possible,0.9374114648544352,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
37,https://entity.api.hubmapconsortium.org/entities/2c43806e840ffc9861abadf827c292fc,http://purl.obolibrary.org/obo/UBERON_0002189,,0.6494084377411387,True,0.6494084377411387,0.6434181350560108,0.48555876922199054,0.6383211618815045,0.5852345118474063,no comparison possible,0.4477875489046408,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
38,https://entity.api.hubmapconsortium.org/entities/2256c64aacd92af7028ffb33e478cf46,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,0.15916017871712673,True,0.7087782287187272,0.5224295724584824,0.8679384074358539,0.644813966258922,0.5365901896119674,no comparison possible,0.5253956181158426,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
39,https://entity.api.hubmapconsortium.org/entities/6b3e25fa18988fd88b87618c7e3e6cc4,http://purl.obolibrary.org/obo/UBERON_0001223,,0.9881295557028299,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9881295557028299,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
40,https://entity.api.hubmapconsortium.org/entities/bc7d5947e9913136c91776544a0f52d8,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.26177329962729357,False,0.2561534194433984,0.4193472617531353,0.3332565976397352,0.5528721511578764,0.8146454507851699,no comparison possible,0.46719787860383016,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
41,https://entity.api.hubmapconsortium.org/entities/27d32c5c8e5af5bef285fa773beee5b6,http://purl.obolibrary.org/obo/UBERON_0002097,,0.9989254679518096,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9989254679518096,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
42,https://entity.api.hubmapconsortium.org/entities/173fbebb10c3af766e26b1d6c9c8d563,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.4038450141210134,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.48295204520546337,0.8867970593264768,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
43,https://entity.api.hubmapconsortium.org/entities/fed53eab5847287de706a8dafa6faf8f,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.3788113085904074,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.4527646174034648,0.8315759259938722,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
44,https://entity.api.hubmapconsortium.org/entities/bb2f22ab105c49476def20e47e9c1206,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.508030935185712,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.3459137298135447,0.8539446649992566,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
45,https://entity.api.hubmapconsortium.org/entities/5d53bd5a71569c59c90d1608cd3da5c9,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.5174250092814274,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.4049566452232813,0.9223816545047088,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
46,https://entity.api.hubmapconsortium.org/entities/aff08197f187418318e12cd70c9a6e3d,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.3204559203144717,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.4383390995850873,0.758795019899559,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
47,https://entity.api.hubmapconsortium.org/entities/6e5e5be224d88f38aa390d0c389839c7,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.5217469186414572,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.44105921805982257,0.9628061367012797,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
48,https://entity.api.hubmapconsortium.org/entities/46f5c8d7dc8d545c540748347d20a9b7,http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7361,0.4847864842778482,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.4259779551479693,0.9107644394258175,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0
49,https://entity.api.hubmapconsortium.org/entities/8cc62fd7d6c1f9d6f597aaa7f8687274,http://purl.obolibrary.org/obo/UBERON_0002084,,0.5256981407796005,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.5256981407796005,0.07504384117175293,0.007865782594987828,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0,0.0,0.0,0.0,no comparison possible,no comparison possible
50,https://entity.api.hubmapconsortium.org/entities/03947098fe5b5ec44d67ec9d65a391d5,http://purl.obolibrary.org/obo/UBERON_0002084,,0.5274420135488626,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.5274420135488626,0.07523997208276123,0.007975640640996555,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0,0.0,0.0,0.0,no comparison possible,no comparison possible
51,https://entity.api.hubmapconsortium.org/entities/60da3463ccefe031ad887014140a341e,http://purl.obolibrary.org/obo/UBERON_0002084,,0.5124508403839678,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.5124508403839678,0.05963948348786698,0.022162702116620324,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.0,0.0,0.0,0.0,no comparison possible,no comparison possible
52,https://entity.api.hubmapconsortium.org/entities/a03dd72e182cd1c996b88ecdee09c0e0,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,0.005812226046859492,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9463885767491571,0.9437344937521074,no comparison possible,0.9522008027960166,no comparison possible,0.9101867824389799,no comparison possible,no comparison possible,no comparison possible,0.9164882519908227,0.928197365629789,no comparison possible,0.8576139123492381,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
53,https://entity.api.hubmapconsortium.org/entities/1a97071a7f69470a96ce45cae97b1876,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0001158,0.0602556901497352,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9070770587836807,no comparison possible,0.9673327489334159,no comparison possible,0.9472333167203739,0.9628252244525328,0.9637543455124631,no comparison possible,no comparison possible,0.8834904522674093,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
54,https://entity.api.hubmapconsortium.org/entities/83954762a668b4e81c3707717bdad297,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.org/sig/ont/fma/fma14966,0.04715941565158599,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.843265582286986,0.8383195013143145,no comparison possible,0.8927114637269159,no comparison possible,0.8042616933461381,no comparison possible,no comparison possible,no comparison possible,0.7881189243115727,0.9398708793785019,no comparison possible,0.7346602231361867,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
55,https://entity.api.hubmapconsortium.org/entities/e84915dd0319a303057a37a7796d428b,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.0028145592208388415,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.841202396121822,no comparison possible,0.9189497301203556,no comparison possible,0.8817268554622422,0.9588630887084382,0.961677647929277,no comparison possible,no comparison possible,0.8163968343054044,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
56,https://entity.api.hubmapconsortium.org/entities/db4171ae4cb6ebcfca6479bc2090fd64,http://purl.org/sig/ont/fma/fma14930,,0.9413910140186365,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9413910140186365,0.9402553393812707,no comparison possible,0.9324398004070624,no comparison possible,0.9138024648640142,no comparison possible,no comparison possible,no comparison possible,0.9365431056460394,0.8691300572503473,no comparison possible,0.875968745418146,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
57,https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.003949149436745292,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.7826129884585153,no comparison possible,0.8766491788175677,no comparison possible,0.8314206980513388,0.9295372602940674,0.9334864097308126,no comparison possible,no comparison possible,0.7458010899874505,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
58,https://entity.api.hubmapconsortium.org/entities/dbca13174e2a90f499151158b7faab7b,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.004638563335311541,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8001571641293646,no comparison possible,0.8911422865790899,no comparison possible,0.8617062273424061,0.9378750906151403,0.9425136539504518,no comparison possible,no comparison possible,0.7868138398956468,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
59,https://entity.api.hubmapconsortium.org/entities/783690d1f6449bc1042c1c0295d40190,http://purl.org/sig/ont/fma/fma14928,http://purl.org/sig/ont/fma/fma14929,0.03850770179306118,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9251152250590051,0.928323593738073,no comparison possible,0.848304983988328,no comparison possible,0.9098636956421449,no comparison possible,no comparison possible,no comparison possible,0.9668312955311342,0.7129847655320093,no comparison possible,0.8838232533758762,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
60,https://entity.api.hubmapconsortium.org/entities/7fd7eedb4f588e7c7da4dbf91024bcab,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001156,0.037702385411283124,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8065219033649982,no comparison possible,0.8220151205884649,no comparison possible,0.859717505999748,0.7373239758677678,0.7337703865592278,no comparison possible,no comparison possible,0.7902709071768548,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
61,https://entity.api.hubmapconsortium.org/entities/af99fe7abd9466881e22d3b8b9107bd5,http://purl.org/sig/ont/fma/fma14929,http://purl.org/sig/ont/fma/fma14930,0.0003788849521029203,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9771838978682759,0.9775627828203788,no comparison possible,0.9302952537010517,no comparison possible,0.9697440812809026,no comparison possible,no comparison possible,no comparison possible,0.9713012262972265,0.8306249043709997,no comparison possible,0.8994242476782229,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
62,https://entity.api.hubmapconsortium.org/entities/8b675fffca25c82c530bea18d7b6294e,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/UBERON_0001158,0.024300453830447766,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8369741605860183,no comparison possible,0.7575847569456496,no comparison possible,0.7640144221091227,0.7449503979005048,0.7387601159142994,no comparison possible,no comparison possible,0.861274614416466,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
63,https://entity.api.hubmapconsortium.org/entities/1de4ad9bd516660043b8e190e8978045,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.002334406480175022,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8142848080916686,no comparison possible,0.877867487871684,no comparison possible,0.8467647629063491,0.9271236981891183,0.9294581046692934,no comparison possible,no comparison possible,0.7875442155178324,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
64,https://entity.api.hubmapconsortium.org/entities/0aae451b843a6ac8de1794b2b093ecc5,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.org/sig/ont/fma/fma14966,0.07834039377090707,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.7162997962177081,0.7086328750506491,no comparison possible,0.8181425413698502,no comparison possible,0.6699796024979386,no comparison possible,no comparison possible,no comparison possible,0.6290989532843935,0.8964829351407573,no comparison possible,0.6548569364547425,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
65,https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,0.04698298891674546,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8959577119148397,0.8912142986866489,no comparison possible,0.9429407008315852,no comparison possible,0.8661061018526184,no comparison possible,no comparison possible,no comparison possible,0.8323361819076925,0.9420238136009731,no comparison possible,0.8094626805664851,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
66,https://entity.api.hubmapconsortium.org/entities/2c4ed25579a369af5ae8f7523038235f,http://purl.obolibrary.org/obo/UBERON_0001158,,0.893375259812171,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.893375259812171,no comparison possible,0.8729098275840484,no comparison possible,0.8929325698611442,0.8011336908535494,0.7959269077189965,no comparison possible,no comparison possible,0.866140486253489,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
67,https://entity.api.hubmapconsortium.org/entities/9ca2e95cb56ac36d43dcbb3dc4e7860d,http://purl.org/sig/ont/fma/fma14926,http://purl.org/sig/ont/fma/fma14928,0.021092364906266425,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8831512307303466,0.8842078763871342,no comparison possible,0.8732390552902181,no comparison possible,0.8630567510557784,no comparison possible,no comparison possible,no comparison possible,0.8953256106532503,0.7464326375769024,no comparison possible,0.9164179755595168,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
68,https://entity.api.hubmapconsortium.org/entities/2ef7c7f89e172641c5f7c643d8a9c13d,http://purl.obolibrary.org/obo/UBERON_0001158,,0.8866654310867391,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8866654310867391,no comparison possible,0.77499716568901,no comparison possible,0.785310635506348,0.7045884634168513,0.6959894962195001,no comparison possible,no comparison possible,0.8389066614160584,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
69,https://entity.api.hubmapconsortium.org/entities/c46f3ffa2ad148019ee983453d06b745,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.0029841123255770485,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.8780564454896321,no comparison possible,0.9383657951857147,no comparison possible,0.9211419017749397,0.9706153963990406,0.9735995087246176,no comparison possible,no comparison possible,0.8517335524207563,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
70,https://entity.api.hubmapconsortium.org/entities/804aa1a7fcdf319c206808c106f67008,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052,0.007082928001358346,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.6538036412535372,no comparison possible,0.7770664666147585,no comparison possible,0.7338320744628889,0.8534754362196602,0.8605583642210185,no comparison possible,no comparison possible,0.6155006954850921,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
71,https://entity.api.hubmapconsortium.org/entities/5ded68dde822d1c03ee04fe58b978a7e,http://purl.org/sig/ont/fma/fma14928,http://purl.org/sig/ont/fma/fma14930,0.007200568137298413,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9421607249358578,0.9417913057614066,no comparison possible,0.9183947725946439,no comparison possible,0.912727834206201,no comparison possible,no comparison possible,no comparison possible,0.9493612930731562,0.8683999385017974,no comparison possible,0.9469458112394876,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
72,https://entity.api.hubmapconsortium.org/entities/539f15ce78fc8696e99c9d575be864be,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/UBERON_0001158,0.004100677400741604,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9520858241581254,no comparison possible,0.8866430909833256,no comparison possible,0.9071306378926965,0.8274503536334349,0.8202665467392712,no comparison possible,no comparison possible,0.956186501558867,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
73,https://entity.api.hubmapconsortium.org/entities/f7b37eff8a36eb3852a373cc4878f50e,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.org/sig/ont/fma/fma14929,0.033337888518640835,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9057053252205496,0.9085300192004607,no comparison possible,0.8604709212683401,no comparison possible,0.9418679077191016,no comparison possible,no comparison possible,no comparison possible,0.8874941222642845,0.697611052411621,no comparison possible,0.8155909352388789,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
74,https://entity.api.hubmapconsortium.org/entities/4d750b2cdad1579bb3bd5d89b9223431,http://purl.org/sig/ont/fma/fma14966,http://purl.org/sig/ont/fma/fma14930,0.11800229627364311,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.6433197129902923,0.6325391864843498,no comparison possible,0.7613220092639355,no comparison possible,0.588539961874962,no comparison possible,no comparison possible,no comparison possible,0.5594909208090244,0.729197057134406,no comparison possible,0.5600811839741978,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
