,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
4302,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,79.712,0.006353392471829295,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4304,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,75.2,0.005993766482857825,2,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
4306,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,64.672,0.005154639175257729,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4308,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,63.168,0.005034763845600573,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4310,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,37.6,0.002996883241428913,2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
4313,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,21.056,0.001678254615200191,2,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4314,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,21.056,0.001678254615200191,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4316,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,18.048,0.001438503955885878,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4318,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,15.04,0.001198753296571565,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4320,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,13.536,0.001078877966914409,2,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4322,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,Glomerular Capillary Endothelial,9.024,0.000719251977942939,2,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4325,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,6.016,0.000479501318628626,2,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4326,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,6.016,0.000479501318628626,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4329,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,4.512,0.0003596259889714695,2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
4330,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,4.512,0.0003596259889714695,2,http://purl.obolibrary.org/obo/CL_0000084,T cell
4334,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,3.008,0.000239750659314313,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4335,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,3.008,0.000239750659314313,2,http://purl.obolibrary.org/obo/CL_0000084,T cell
4336,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,3.008,0.000239750659314313,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4339,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,1.504,0.0001198753296571565,2,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4340,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,1.504,0.0001198753296571565,2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
4171,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2858.258,0.3641124534581955,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4173,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2461.682,0.3135927801667581,4,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
4175,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,639.6959999999998,0.08149064221193249,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4177,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,508.362,0.06476005142464927,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4179,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,378.5000000000001,0.04821697818528874,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4181,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,235.214,0.02996382643824175,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4183,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,218.8320000000001,0.02787692937977043,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4185,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,170.0,0.02165623855085624,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4187,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,135.186,0.01722129567491795,4,Unknown Cell,Unknown Cell
4189,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,97.024,0.01235985228916632,4,http://purl.obolibrary.org/obo/CL_0000235,macrophage
4191,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Vascular Smooth Muscle / Pericyte,40.636,0.005176605351485846,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4193,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,32.468,0.004136086783936472,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4195,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,19.912,0.002536582482497937,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4197,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,13.538,0.001724600926479363,4,http://purl.obolibrary.org/obo/CL_0000084,T cell
4199,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,8.908000000000001,0.001134786900064867,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4201,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,7.278,0.0009271417892537156,4,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
4203,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,6.812,0.0008677782176966627,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4205,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,4.962,0.000632107386407933,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4207,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,3.862,0.0004919787840200399,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4209,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,1.902,0.0002422950924925209,4,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
4211,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,1.572,0.0002002565117761529,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4214,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,1.048,0.000133504341184102,4,http://purl.obolibrary.org/obo/CL_0000576,monocyte
4215,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,1.048,0.000133504341184102,4,Unknown Cell,Unknown Cell
4217,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,0.6900000000000001,8.789885058876943e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4219,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,0.636,8.10198101079092e-05,4,http://purl.obolibrary.org/obo/CL_0000236,B cell
4221,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,0.634,8.07650308308403e-05,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4223,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,0.5800000000000001,7.38859903499801e-05,4,http://purl.obolibrary.org/obo/CL_0000084,T cell
4225,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,0.524,6.675217059205098e-05,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4227,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,0.112,1.426763951585822e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4229,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030010,Proximal Tubule Epithelial Segment 2,0.056,7.133819757929112e-06,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5026,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,105495.601,0.2216562077238155,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5028,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,48548.098,0.1020041328062973,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5030,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,47457.097,0.0997118368054158,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5032,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,38116.508,0.08008637834059522,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5034,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,37592.91,0.07898624955843134,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5036,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,30681.383,0.06446447945731823,33,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
5038,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,29363.195,0.0616948421418529,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5040,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,21955.281,0.04613011613603434,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5042,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,19928.804,0.04187229682791423,33,Unknown Cell,Unknown Cell
5044,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,19717.234,0.04142776830327814,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5046,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,10657.801,0.02239304511223257,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5048,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,7688.958,0.01615522595703012,33,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
5050,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,6981.290999999999,0.01466835084504048,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5052,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,6867.493,0.01442925051396076,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5054,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,6592.954999999999,0.01385242028237526,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5056,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,6054.514,0.01272110495726498,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5058,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,3576.653000000001,0.007514885291984904,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5060,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Vascular Smooth Muscle / Pericyte,3089.278,0.006490864449263748,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5062,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,3029.791,0.006365876651631632,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5064,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,2958.828,0.006216776695618252,33,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
5066,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,2371.461,0.004982663229957116,33,Unknown Cell,Unknown Cell
5068,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,2259.428,0.004747271330346798,33,http://purl.obolibrary.org/obo/CL_0000084,T cell
5070,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030009,Proximal Tubule Epithelial Segment 1,2203.518,0.004629799147086393,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5072,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,2146.141,0.00450924465846303,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5074,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,1745.379,0.003667205897815448,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5076,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,1560.92,0.003279640141206059,33,http://purl.obolibrary.org/obo/CL_0000235,macrophage
5078,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,1426.233,0.002996650050939664,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5080,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,Glomerular Capillary Endothelial,1368.161,0.002874635301766024,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5082,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,1085.543,0.002280828228099613,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5084,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,1047.483,0.00220086057839668,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5086,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030011,Proximal Tubule Epithelial Segment 3,636.392,0.001337119614549372,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5088,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,468.172,0.0009836735285528554,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5090,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,432.708,0.0009091603196967118,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5092,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,358.0,0.0007521917654663719,33,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
5094,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,155.352,0.0003264092043260665,33,http://purl.obolibrary.org/obo/CL_0000236,B cell
5096,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030010,Proximal Tubule Epithelial Segment 2,115.596,0.0002428780986615942,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5098,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030017,Distal Convoluted Tubule Type 2,38.735,8.138588836687126e-05,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5100,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000648,Renin-positive Juxtaglomerular Granular,38.547,8.099088263528556e-05,33,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
5102,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,34.313,7.209484929733972e-05,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5104,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,34.004,7.144561115340365e-05,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5106,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,17.024,3.576902965167461e-05,33,http://purl.obolibrary.org/obo/CL_0000084,T cell
5108,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,13.858,2.91169650442262e-05,33,http://purl.obolibrary.org/obo/CL_0000125,glial cell
5110,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,9.733,2.044995098682737e-05,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
5112,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,7.087,1.489045542419044e-05,33,http://purl.obolibrary.org/obo/CL_0000576,monocyte
5114,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,6.0,1.260656590167104e-05,33,http://purl.obolibrary.org/obo/CL_0000081,blood cell
5116,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030020,Connecting Tubule Intercalated Type A,5.0,1.050547158472586e-05,33,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
5118,Left kidney,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000113,Cycling Mononuclear Phagocyte,4.0,8.40437726778069e-06,33,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2154,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002326,luminal epithelial cell of mammary gland,186.2,0.5015353121801432,3,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
2156,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,55.93599999999999,0.1506653019447287,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2158,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4006000,fibroblast of breast,37.506,0.1010235414534289,3,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
