dataset_id,organ,is_rui_registered,assay_type,publication_status,group_name,published_timestamp,uuid
SNT544.XRSW.542,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277800652,b712b60310d24c73124e4f970bb5e621
SNT759.CNHN.882,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277791613,d245d4e9dc40f24b8eae6036e7097b21
SNT998.VKBG.882,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277809820,51c44af093cac48a0540bdef0b7803dc
SNT645.CNBW.236,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277782453,43c0aff70f84f42cee4506b8a0d14eea
SNT435.FVZZ.368,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277717864,3af0f26d0aadf2bedcfeef223044ecf9
SNT848.TTLF.245,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277662297,ff6cbf650029540b0a803d6c3bf9c210
SNT438.LHTJ.786,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277745766,66031d3fa1dd24be12de7d4790fe2cf8
SNT848.XKVW.588,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277736636,27b20571f97727df2c6a04993d81bee6
SNT684.RKBP.428,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277727008,14cd404a0ec81d2f9c5c95c7703f533f
SNT772.GFHP.387,LL,True,Histology,Published,TMC - University of Pittsburgh,1727277708506,4fbd3bb57d3606e9d3d5c6338479396a
SNT557.NQMP.255,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277643952,67a8c79754c1a5ca4e8b01942e04f16f
SNT733.QVMX.533,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277699386,4bb255b03037ea4df9ea3535b4f275bf
SNT674.DHQN.344,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277634824,fe82b33fbbda668c542b1c83ae0a9e2d
SNT964.QCTG.986,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277680861,61afeffefa83d12035130a52f8076090
SNT987.QKHX.992,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277690155,861bfa3b9eeb88b3af6ecb9fc47d6c0e
SNT664.SZMR.592,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277754934,cdadcbaa848fb5de8716cf24d8e3beb6
SNT785.TTRD.954,LL,True,Histology,Published,TMC - University of Pittsburgh,1727277671464,ce5ed85b3a87bdddbfb30252b84360bf
SNT878.CMVR.523,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277653045,af99f999e2007e55c8fee389742efdaf
SNT567.VMLB.577,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277588323,0e057d103a8a9399007f4f0aa0ba7e4f
SNT665.MBMZ.296,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277607225,44143bdf5b888ead4fd1408a29501aa0
SNT932.NJMD.675,RL,True,Histology,Published,TMC - University of Pittsburgh,1727277616413,bb83ebd15373cff9ed9aaa96911abc21
SNT752.VBJS.994,LL,True,Histology,Published,TMC - University of Pittsburgh,1727277625598,f0a7af4729661146640d37b9cc0a5b00
SNT495.PMNS.832,LL,True,Histology,Published,TMC - University of Pittsburgh,1727277598054,1cb2f128772ca994d6b8cf02565a9ca1
SNT638.KKQW.774,LL,True,Histology,Published,TMC - University of Pittsburgh,1727277577217,0ea1af2e34c3b4fd4220842d2ddd36c0
SNT685.PHXL.457,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599869058,2edf147c52b51326634e871574239084
SNT794.TZKR.474,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599876398,ad091ab737ce5ffbead46d3fb543b390
SNT923.RKFQ.778,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599929663,95af764a7a5fd093adc57f99acd09a72
SNT482.WNCQ.642,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599914296,9434de92f4c9fc4884e09f63c02f03f3
SNT226.KTPX.378,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599861719,7420fbd492da0886606f5a3441f7bd2c
SNT494.JVLQ.943,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599899320,4fd7cb4d7a1a384f57207153f97697c3
SNT386.ZKCN.927,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599921904,02d2c98f8d4f92f1cafa29a2f9993303
SNT845.NPWS.928,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599906877,2df9847971fc1b15e4938445579643ed
SNT372.RQVG.698,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599937239,f6811431cfa14de00ab780da149fb8dd
SNT948.CTDR.784,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599891718,8547329203bbefa23476bad34dcadf91
SNT673.RZCX.562,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599884253,f9d7c7010c229ca1dacd18978ef85fb3
SNT957.KNRR.964,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599831697,5309f954b218f69fdbb0f1047c42372f
SNT569.MTWJ.697,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599741942,82b4b273d8b9b71c84d9bfdd771b9f81
SNT645.LSLM.285,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599794200,ceffabbd53adf66858cd4e2715e7cc2d
SNT743.HRPS.356,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599854292,eaa709ffb42bd0c8875c6143aa18ab7c
SNT565.SWDS.572,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599824278,5babe657aa25e49c4d2beb13667dba21
SNT755.XSZX.249,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599801542,283dec6e57ff3ede1e4640dce911ee94
SNT274.DCNW.758,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599846822,b85a847e9d53b77d8f60a8684751a929
SNT822.FVTV.458,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599786738,99d4523f18b9a937816319457ccffa13
SNT684.BJTK.255,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599839310,4d53bc2979cd06d75b0d2c76954b1ea3
SNT688.ZMVC.726,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599756846,3b58638a0dc64a0b5cef3e97ad21fbeb
SNT936.ZRNJ.782,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599771852,8d8a2ac314f5bf9ff47b99c89277ac25
SNT265.CDXV.879,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599764419,06cd57d8c68474058627ba0ee9aa4c7e
SNT446.ZVNX.798,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599734452,7847b4d79f25e3baae4eaa799ae67c40
SNT437.TDFP.998,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599749372,ff2d96d9a6ce0f7d3c23e603a98fcec4
SNT356.ZTZQ.964,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599816972,629d085d8689e7d1a638387da49d2095
SNT278.DCQR.267,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599779220,f95de4e01c9d49034696cd2e28d92186
SNT458.FXWH.782,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599809496,1189debd8f4612a1ffd6eca73314d15d
SNT484.GLBM.845,SK,N/A,LC-MS,Published,TDA - Pacific Northwest National Laboratory,1726599723357,3ef33cb47fe52242b54ed8736577fde7
SNT359.KCKK.692,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402556587,84c32635b4cdd55217205d566bf6862f
SNT548.HPVL.263,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402540331,4b954b1e3c2024545282223057795708
SNT979.MFPW.664,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402515211,b1a6d2bd2300079f4902fff247405217
SNT275.PLDV.229,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402614597,19b4dc624139bc05e930603a80498ca3
SNT722.ZRST.555,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402589662,350befbab4653a5984c9df3913506264
SNT382.JTPM.879,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402606213,546be9eadc84da8231a1e029a7abb77a
SNT389.NDHW.225,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402548489,d1cbd517291a4f20e406d517780edea4
SNT826.LXKX.282,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402564910,cd701f788bcd86ef3ed3ea746f8be5f7
SNT564.XBCR.425,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402581522,1036a388410a81f8c8ea9c61beda21b0
SNT294.QSNK.383,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402573315,26584ef770e5a5f2422f52f96933579c
SNT894.RMXN.655,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402523440,d3f7905cc70bb3eec5245a17be37e84b
SNT978.VNQH.939,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402532133,046c827db176217c2b73527eaf0c5958
SNT977.HNJC.234,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402597972,36948fd949874f13a286c089e67f64ae
SNT973.CRKB.335,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402507060,a473f60ca29fc9792c9a7afe93996afd
SNT784.LDTB.287,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402458646,fd37e68b8e28a034d81729acf4b0ca6c
SNT759.JJNH.328,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402489323,afcc3de153f7fd088e80281273537ad2
SNT278.FRKM.458,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402480952,a718e8dcbd2c036702d685fefcd89bd4
SNT575.SVRJ.579,AD,N/A,RNAseq,Published,TMC - University of Minnesota - Bernlohr,1725402498263,0f9ed1b50d62264ab63b98e8861611b4
SNT586.VGCV.792,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724251704414,f5d8b75e953e5870313d7d66f0d22690
SNT234.WPGD.536,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250620081,29405610e0c76f3a414c430696c140c4
SNT387.DMTR.435,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250544763,470eff7205aa557f532922665a447c6a
SNT922.QZCV.955,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250536563,a3706bfcccc88975c61c9b82311a819b
SNT832.BZCK.663,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250636697,b716cf2ed214a166f1d61595b482eabb
SNT294.FGFV.484,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250570471,49eb86cf39efd8e29337dba30f888392
SNT973.PQWD.377,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250562227,6e15c382999d5c428e8b5e382ae2680a
SNT245.TKCP.525,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250628328,793c9e1820ab180017fdc58d7e7b7ba6
SNT758.SSRH.235,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250553316,73653f1b20f2f587b2a7143bb9dfdd79
SNT727.FDNK.275,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250528231,46bde0deed40c6dc554c20c76ca47d1a
SNT235.VQCS.832,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250612034,7b687e974a50c4ac0e0351130461d25d
SNT266.QQMF.932,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250587073,3cd5b735eb5c95986bb57679b723e286
SNT999.HXBN.284,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250595486,3a0fc5afd406a1a96871fe43bbaa1955
SNT466.BTVH.829,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250603910,920787fb192585378465ebbe45e84be1
SNT329.KRSC.747,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250578691,7fe282b63b272f09a55c22eefe11390d
SNT583.BMVL.982,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250478237,6be2c8040a160b8fe3d328ab53496649
SNT546.JGJW.374,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250469783,94dc91ed3cff033e8fc17fac986f114d
SNT299.FFQJ.273,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250444553,6986533ee31581eb42d2c50c4c56a480
SNT354.WSPQ.599,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250494828,467259f561d64b658e78d8f998e719e5
SNT374.RQPS.585,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250394356,5de2e14fa78af599a2b18573b2a6e8a4
SNT689.BVKK.978,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250402664,6c7a11c8f7d9912d489a9f861f05ca26
SNT683.PPBM.234,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250411005,9a45504d89432efb6a2afdfee339099e
SNT598.DQBR.885,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250519849,cc8fdabf2a7dbdd2cf9e7b558d5324c1
SNT526.JJRG.844,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250461359,4e02a6e1fe5fb61c5ee4e190cbd17619
SNT335.DBKR.957,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250511460,d0455121323148782a1e4e6b22f5132d
SNT686.ZRPW.739,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250419310,8d347ef3df31a2d709904683df17591a
SNT964.XJTM.963,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250436036,863a8444decd0073d6947082fabf3ad4
SNT423.VTQX.982,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250503199,26569efe9e239bfa21c282299808df94
SNT976.DSBM.686,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250453010,887a6915c3e1761e180aea994ea38a67
SNT697.GLBN.425,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250427737,be7af832360289a377997422dfa4a20d
SNT245.TWLN.623,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250486531,3467f4b6cd95e9241f4b7353f5da58d2
SNT878.LCFV.833,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250294863,d561eed28cac98c97ca5c56defbad537
SNT827.DNHN.389,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250336147,d5bbf56af5595266183d260502cc1a33
SNT889.CPRV.628,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250262088,b7390c50c0b41aacaa59d5acf8ef1286
SNT324.FKMJ.573,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250361271,c0e4b6ff8228173625d9c5fef1e9003f
SNT674.GHFP.989,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250319634,eb0aece85314990afcad7da84289d5c9
SNT252.VJDZ.476,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250352724,6ffcff9ccb89aa68771a211a089a899a
SNT659.VXWK.265,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250278574,4761eb5d7126bb0a5705e8df046e6c9a
SNT229.LZTF.634,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250286569,753cb2b9ba8a3ef6d0730444c7b24c97
SNT777.KQBT.298,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250270195,d8384f40433d124e7de7bc09616b41c0
SNT589.WTML.486,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250327920,7aa7b911149ba5a3bc3b289ebaae9a41
SNT369.JGJX.835,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250377731,bd8b8a91d6cca2458fd4a41f32b9be18
SNT539.WCBJ.826,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250386017,7608e46f58b973fad428c22dac61620c
SNT854.RCCZ.879,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250344520,2727298c21596c9e95d4ffa98e43fda9
SNT798.WGZT.488,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250302978,fb226f4c41e5329e652d1ee3ec34370c
SNT949.CFTM.667,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250369476,7e8c30a2f0850107d7595ed4faa23dc0
SNT977.KTBK.922,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250311411,8f5593b159c7d417697d42dd486f967b
SNT762.MBZN.789,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250153690,206b482451b66eae514a62ad215c6b3c
SNT384.LKJQ.282,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250134718,726b17692a54ade7fb04a8610207ae40
SNT335.MCMF.849,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250237348,656b704fcb949518c6445caab30d8765
SNT389.RVBT.757,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250212769,0f1a8e2e1a5c94db2dcff6ebf96f06cf
SNT326.WCTS.274,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250179274,502b1c119899acd4bb5fb1170b16e033
SNT539.LJVL.982,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250220873,c5cb865fcdc5b86795c1f2752f6d2589
SNT853.HQCL.666,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250162335,bab56442bc265f5f6f30390dabab3622
SNT926.MKNW.795,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250245713,38d2e0ea2d0a4f6b3750154c9a94ba29
SNT267.KNSN.488,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250229299,4c1585512ff9dcc0bacff98474b47801
SNT735.GBRT.642,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250145113,7353d42a92b8787a46c4ec730b19febd
SNT422.ZSDV.368,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250253832,f7bb6b0c3e68e2208b196394bfc3ed5e
SNT352.JGKX.734,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250196248,9d4d1bdc1a93268d3b1ab704f21e74e3
SNT369.NKKR.255,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250170610,7deeedb3973e77e418d5e9276d24a3de
SNT926.VNSB.696,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250187578,200627e9b1249c20dfe6872247b1efac
SNT777.FSNM.966,MU,N/A,RNAseq,Published,TMC - Johns Hopkins University,1724250204478,65f78228e9b00b8a86e956015b175317
SNT836.SGQV.445,BM,N/A,RNAseq,Published,TMC - Washington University,1724156706924,f5559e6af145064153f72c02aa63b0a7
SNT242.ZVLV.783,BM,N/A,RNAseq,Published,TMC - Washington University,1724156715237,62c24acf0a40ed4f7244d67514bdc7bb
SNT738.FWGH.384,BM,N/A,RNAseq,Published,TMC - Washington University,1724156696823,83d41c69bf961d95f30805850cad5a3d
SNT622.MLVF.396,BM,N/A,RNAseq,Published,TMC - Washington University,1724156723009,86d633e76ba4e6f1c944aa5d6cfb4776
SNT775.JNND.455,BM,N/A,RNAseq,Published,TMC - Washington University,1724156730694,0fd9b698ac3e73f3eb72abc5324b8a96
SNT428.VHFL.232,LV,False,10x Multiome,Published,TMC - Washington University,1723644392153,d35cd075dc392b9a11343a182d1d116b
SNT737.NWFN.462,LV,False,10x Multiome,Published,TMC - Washington University,1723644402122,2275b5359bd839b0af6bde4580fb68a3
SNT396.TGXD.683,LV,False,10x Multiome,Published,TMC - Washington University,1723644410401,dac9bd1d78290929ed99044c41ba5abd
SNT764.GGMC.945,LV,False,10x Multiome,Published,TMC - Washington University,1723064623291,24e4afcd68406583bad905083d21fc79
SNT284.VTTH.564,LV,False,10x Multiome,Published,TMC - Washington University,1723064613418,0a4a605893914429a29e8f51c00df703
SNT224.SFKW.566,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742460988,7dba24543a685c031e45c70e19c31c80
SNT399.WDXZ.393,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742476930,d149b4703406dc42778ccfe4bdb06e14
SNT996.KTFC.337,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742469241,0960de3ffd2c36bb6c980235eb7862d5
SNT734.TTDZ.423,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742484769,ceba897745fe001512e7b2a6e5735c8d
SNT963.KFQF.354,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742412220,5e9950fbc1af27381ffad001d1701238
SNT933.GVVN.245,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742428578,1b3e8b903d5b0e544ddea6378d1bbc09
SNT594.CGJB.858,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742341507,64a051df146beb1d533aca67598873d2
SNT467.RDGK.777,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742359364,a4ab831df5aa268a7cc02a39bd2c400f
SNT434.NQVX.579,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742331442,12c8c128515c5ab01d9908dc07a8c71f
SNT429.BNDX.788,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742369144,8f37be92f6e195ffa7cc16e5710c2116
SNT728.FWHS.955,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742403738,c06c987c12aabda9609c0d56c2230f65
SNT658.QHTS.972,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742444048,628e8e8c5d72fe316893e88b211253c3
SNT749.SQST.749,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742394859,d21c6970e2a970ef181f8b08a05e6bfb
SNT752.VHSL.742,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742350086,864f692795aa407af682f03d07cc4855
SNT826.PWCG.364,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742420762,e408f3673a3e17201bcf6beed82dbb89
SNT878.TWJM.223,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742377787,f4b7052392f387b840adde02dec32bd2
SNT264.QZSM.284,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742386022,f1c1de1f98bba82137fbbd49c1b2c1aa
SNT722.WVLX.377,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742436465,cd4346480a4494bfbbfa03ae3800f8ce
SNT276.DMKW.983,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742452535,98242f23d22ab4fdad3043e157f99943
SNT837.XMSD.658,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742312168,23c4f9ec5b4f444abc4c7d2582d1b4fa
SNT385.CHWR.784,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742210668,e49c3b78ae38720046846a3facaf4cdc
SNT739.KKVC.823,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742279643,adb929b1917e5924e58b72d01df762e0
SNT926.WRWN.352,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742322912,26b430b9d108f099e4045415c6e24bbb
SNT549.JTRH.772,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742198611,a28bd0fd10af89b6305c0a5f01a805b2
SNT336.SXQQ.893,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742225936,bdf202ab1d8d5c71627cc21278f95977
SNT437.QQKD.358,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742250256,0fd25d7454b78b1a2da1ade9ec4277f4
SNT563.CFFL.474,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742239819,1a5e8a66af4790a25b60abca44be3bb2
SNT834.WKXM.382,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742269165,381aded0f9308aa177c0bfaccbfe07f7
SNT434.MPHW.332,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742290508,8994c57bf13d500582314ceb4639c1f7
SNT325.PSDB.982,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721742302541,d53da47d05735bf2e1646bca2ff426ff
SNT669.WHGM.243,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742259607,80302e1eb0fd685ca0d38de9fa4268f9
SNT332.NJTQ.722,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742109160,162f16860430ba5d304a93b13d267bfb
SNT756.VFHC.967,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742168897,939d20b209e54a21ad6e4fc60f1dbffb
SNT392.WGWZ.863,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742178344,646dec37e33aefc0571d56f48cf053b4
SNT799.WWNL.456,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742146448,cfbf18413b8b2109928e5fb14525bb99
SNT468.GXNG.535,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742092168,cc50444c9c34cd1801152e39df1d6ff2
SNT422.KPNT.292,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742188188,3fa8a60d8451fb83f10c94126d1e9460
SNT597.TZFT.494,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742156535,0a17a93c5339d23dab7e98ba3e0585cf
SNT252.HDNC.889,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742118047,56a56450dfddbe608b7fdf76d663908b
SNT836.CBST.786,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742136513,c1145a9ce7b2e2dc9b1d3a4b1e7cf256
SNT375.ZMHJ.659,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742100641,afb39ac8930790d008aebbfa45c3503d
SNT734.KSSC.535,RL,True,RNAseq,Published,TMC - University of Pittsburgh,1721742126866,8c4941878eff811a4363f8d442cc51d9
SNT437.PNQC.678,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741286238,a8c927672645a22bcdd90fbcebce6fab
SNT349.NQGC.657,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741294548,80f7ad4f8fb31bd2bfeafa5b7325ed30
SNT825.WHWZ.678,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741174431,e320adf03c502fc3339fc224a2d58b82
SNT872.CZMH.923,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741229720,f410a23295de74a83a593d2e7a42ae8b
SNT879.GRCC.873,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741182200,79dab1c5a7c20f94b7a0a489e525d17b
SNT934.FGBH.579,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741189957,fbd3582154a0547b28da646481616fe3
SNT574.SDFM.928,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741269750,e434341c963d9b0d9755130556e477a3
SNT924.KCJJ.587,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741221911,621535eafd3d449c0098662020258d75
SNT887.LRFC.887,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741158702,5b40744d8b2fe844b07a90f6b949e08d
SNT686.HLLN.896,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741166683,854de084348bfbd51d79d62d8f195725
SNT328.VWBS.796,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741245553,b0ca9802ed9e02ad3502255ac46fb733
SNT746.MTMT.352,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741206160,45f69ea853d1675ed8f06f2f2d5c4047
SNT453.QGNG.562,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741253515,9c78a375e270d93a076d60a8124e2ca1
SNT737.THXH.426,HT,True,RNAseq,Published,TMC - University of Pittsburgh,1721741237665,53122dd39a4a82d2d767213322f88660
