"tool","modality","sex","organ","organId","as","as_id","cell_id","cell_label","annotation_label_id","annotation_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000786","B plasma","CT:0000531","B_plasma",52.87,0.000140253736172376,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000786","B plasma","CT:0000531","B_plasma",16.184,0.000338765002293111,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000786","B plasma","CT:0000531","B_plasma",18.57,0.000318273004402554,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000786","B plasma","CT:0000531","B_plasma",15.016,0.000443438301758879,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000786","B plasma","CT:0000531","B_plasma",10.98,0.000486487801318382,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000786","B plasma","CT:0000531","B_plasma",4.795,0.000265051117001136,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000786","B plasma","CT:0000531","B_plasma",46.464,0.00103617994991797,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000786","B plasma","CT:0000531","B_plasma",40.598,0.00138173379103875,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000786","B plasma","CT:0000531","B_plasma",3.74,0.000264043831275992,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000791","MAIT-like",NA,NA,11.22,0.000792131493827975,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000791","MAIT-like",NA,NA,22.12,0.000752843772052248,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000791","MAIT-like",NA,NA,18.117,0.000802704872175331,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000791","MAIT-like",NA,NA,63.888,0.00142474743113721,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000791","MAIT-like",NA,NA,13.015,0.000719424460431655,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000791","MAIT-like",NA,NA,29.916,0.000883451001293195,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000791","MAIT-like",NA,NA,153.805,0.000233375257375104,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000791","MAIT-like",NA,NA,9.291,0.000194480081333743,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000791","MAIT-like",NA,NA,50.843,0.000134876502897903,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000791","MAIT-like",NA,NA,39.107,0.000670258609756095,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000791","MAIT-like",NA,NA,3.4,0.000981474665685192,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",94.806,0.00322667751596679,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",20.57,0.00145224107201795,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",141.328,0.00315171401433382,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",14.385,0.000795153351003408,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",10.149,0.000299710663595555,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",64.076,0.000169981055399682,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",12.927,0.000270589173544429,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",628.214,0.000953217411245693,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",60.39,0.0026756829072511,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000794","CD8+T cytox","CT:0000541","Cd8+T_cytox",172.985,0.00296480644408055,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000814","T/NK cycling",NA,NA,3.725,0.000110003174883579,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000814","T/NK cycling",NA,NA,60.744,0.0000921696084912281,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000814","T/NK cycling",NA,NA,8.784,0.000389190241054706,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000814","T/NK cycling",NA,NA,8.846,0.000023466702292053,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000814","T/NK cycling",NA,NA,18.492,0.00031693615494949,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000814","T/NK cycling",NA,NA,0.595,0.0000124545956725408,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000814","T/NK cycling",NA,NA,0.935,0.000066010957818998,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000814","T/NK cycling",NA,NA,2.055,0.00011359333585763,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000814","T/NK cycling",NA,NA,30.976,0.000690786633278646,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000814","T/NK cycling",NA,NA,9.314,0.000316997599136285,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",42.075,0.00297049310185491,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",83.448,0.0036973072900197,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",72.61,0.00401363120030292,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",169.748,0.0057772931563438,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",355.256,0.00792245920041447,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",102.989,0.0021557753844022,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",138.772,0.00409808337850846,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",2209.095,0.00335195939137906,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",860.593,0.00228298436871182,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000895","CD4+T naive","CT:0000539","Cd4+T_naive",243.579,0.00417472375548571,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",22.44,0.00158426298765595,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",62.248,0.00211858133466132,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",18.866,0.00055713285834996,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",19.865,0.00109806891329042,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",181.984,0.00405837147051204,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",41.724,0.00184865364500985,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",175.46,0.000465460952313319,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",397.375,0.000602954994307285,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",23.245,0.000486566514971784,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000913","CD8+T em","CT:0000542","Cd8+T_em",165.259,0.002832389791845,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",34.595,0.00244240543930292,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",54.944,0.00186999313795835,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",63.705,0.00352139341158652,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",21.96,0.000972975602636764,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",110.352,0.00246092738105518,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",123.44,0.00258385762994696,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",78.64,0.00232232205982407,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",298.453,0.000791737248380069,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",341.646,0.000518394871305711,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000938","NK CD56hi","CT:0000577","Nk_cd56hi",71.352,0.00122290874583366,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",366.31,0.0124671881618652,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",36.465,0.00257442735494092,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",331.596,0.0146919315998151,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",540.179,0.0159520550350166,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",117.82,0.00651268458917077,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",930.86,0.0024693889323514,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",735.68,0.0164061825403678,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",2348.848,0.0035640129159325,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",531.457,0.00910869230483404,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",147.622,0.0030900375165913,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000939","NK CD16hi","CT:0000576","Nk_cd16hi",61.115,0.0176420071156913,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",159.568,0.00543082165546261,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",48.62,0.00343256980658789,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",270.072,0.0060227959588982,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",41.175,0.00182432925494393,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",56.406,0.00166572861274716,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",39.73,0.00219613782658084,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",408.053,0.000619157204887249,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",279.432,0.000741278267564204,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",57.804,0.00120995873656395,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",117.859,0.00201999666267532,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",233.596,0.00795032973672318,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0001043","CD4+T act","CT:0000538","Cd4+T_act",6.29,0.0018157281315176,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",86.02,0.00607300811934781,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",111.996,0.0049621755734475,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",29.055,0.000858024764091916,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",82.885,0.00458159787959106,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",136.914,0.000363205977573383,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",412.093,0.000625287278940729,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",446.248,0.0099516449356705,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",26.559,0.000555935473053802,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001050","CD8+T te","CT:0000543","Cd8+T_te",175.1,0.00300105563117325,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001065","ILC","CT:0000562","Ilc",2.745,0.000121621950329596,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0001065","ILC","CT:0000562","Ilc",7.45,0.000220006349767158,"true","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC","CT:0000562","Ilc",26.009,0.0000394646277368687,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC","CT:0000562","Ilc",29.068,0.0000771117004550527,"true","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001065","ILC","CT:0000562","Ilc",9.363,0.000160473351654341,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001065","ILC","CT:0000562","Ilc",6.248,0.000130783720608462,"true","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC","CT:0000562","Ilc",8.712,0.000194283740609619,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC","CT:0000562","Ilc",4.11,0.000227186671715259,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001065","ILC","CT:0000562","Ilc",2.805,0.000198032873456994,"true","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0001065","ILC","CT:0000562","Ilc",14.356,0.000488599692205337,"true","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",32.725,0.00231038352366493,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",303.761,0.0103383624341032,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",156.865,0.00867095797046573,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",463.672,0.0103402124168897,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",509.585,0.0150485819793419,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",719.793,0.00190946959562556,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",136.09,0.00284864861357325,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",1044.726,0.00158520983801868,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",423.225,0.00725369371503882,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",286.029,0.0126730072243439,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002057","CD14+Mo","CT:0000532","Cd14+Mo",57.545,0.0166114587167219,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002129","aCM1",NA,NA,52.503,0.00155046891031209,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002129","aCM1",NA,NA,6915.48,0.0104931694344942,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002129","aCM1",NA,NA,3379.642,0.00896552709334372,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002129","aCM1",NA,NA,137.688,0.00288209809909379,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002129","aCM1",NA,NA,224.142,0.00384159115523948,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002129","aCM1",NA,NA,7.137,0.000316217070856948,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002129","aCM4",NA,NA,3389.979,0.11537633714005,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002129","aCM4",NA,NA,6060.88,0.335024611889436,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002129","aCM1",NA,NA,7215.472,0.160910111389345,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002129","aCM3",NA,NA,3439.865,0.242854313816093,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002131","vCM1",NA,NA,10791.752,0.318691807397641,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002129","aCM5",NA,NA,0.425,0.000122684333210649,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002131","vCM1",NA,NA,76675.965,0.116343896923764,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002131","vCM1",NA,NA,62492.296,0.165779799432382,"false","false"
"CellTypist","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002131","vCM1",NA,NA,18776.827,0.393038299660921,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002131","vCM1",NA,NA,15668.383,0.268541913383947,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002131","vCM3 stressed",NA,NA,9094.734,0.402957845832016,"false","false"
"CellTypist","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002131","vCM1",NA,NA,3580.251,0.121852154960842,"false","false"
