"tool","sex","organ","as","cell_label2","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","count","median_percentage"
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1000716: Outer Medullary Collecting Duct Principal","false","true",2,0.0953008870774394
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","true",2,0.00515463917525773
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1000768: Connecting Tubule","false","true",2,0.00503476384560058
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1000850: Macula Densa","false","true",2,0.0063533924718293
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001005: Glomerular Capillary Endothelial","false","true",2,0.000719251977942939
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001107: Ascending Thin Limb","false","true",2,0.000239750659314313
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001108: Medullary Thick Ascending Limb","false","true",2,0.30184608007672
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001109: Cortical Thick Ascending Limb","false","true",2,0.270079117717574
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001131: Ascending Vasa Recta Endothelial","false","true",2,0.0284104531287461
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","true",2,0.016063294174059
"Azimuth","Male","Kidney","Hilum of Kidney","CL:1001318: Vascular Smooth Muscle / Pericyte","false","true",2,0.016063294174059
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030011: Proximal Tubule Epithelial Segment 3","false","true",2,0.0154639175257732
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030012: Descending Thin Limb Type 1","false","true",2,0.0648525533445217
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030013: Descending Thin Limb Type 2","false","true",2,0.0400383601054903
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030014: Descending Thin Limb Type 3","false","true",2,0.000119875329657156
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030016: Distal Convoluted Tubule Type 1","false","true",2,0.00167825461520019
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030018: Connecting Tubule Principal","false","true",2,0.0362023495564613
"Azimuth","Male","Kidney","Hilum of Kidney","CL:4030022: Medullary Fibroblast","false","true",2,0.0232558139534884
"Azimuth","Male","Kidney","Kidney Capsule","ASCTB-TEMP:descending-vasa-recta-endothelial: Descending Vasa Recta Endothelial ","false","false",2,0.0400264836884555
"Azimuth","Male","Kidney","Kidney Capsule","ASCTB-TEMP:peritubular-capilary-endothelial: Peritubular Capilary Endothelial ","false","false",2,0.000481521608282171
"Azimuth","Male","Kidney","Kidney Capsule","CL:0000653: Podocyte","false","true",2,0.000180570603105814
"Azimuth","Male","Kidney","Kidney Capsule","CL:0000814: Natural Killer T","false","true",2,0.000361141206211629
"Azimuth","Male","Kidney","Kidney Capsule","CL:0000875: Non-Classical Monocyte","false","true",2,0.0004213314072469
"Azimuth","Male","Kidney","Kidney Capsule","CL:0000890: M2 Macrophage","false","false",2,0.0111351871915252
"Azimuth","Male","Kidney","Kidney Capsule","CL:0011031: Monocyte-Derived","false","true",2,0.00541711809317443
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000412: Afferent / Efferent Arteriole Endothelial","false","true",2,0.000180570603105814
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000452: Parietal Epithelial","false","true",2,0.000180570603105814
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000597: Papillary Tip Epithelial","false","true",2,0.00686168291802094
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000692: Fibroblast","false","true",2,0.00860719874804382
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000714: Cortical Collecting Duct Principal","false","true",2,0.0582641146021428
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000715: Cortical Collecting Duct Intercalated Type A","false","true",2,0.0000601902010352714
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000716: Outer Medullary Collecting Duct Principal","false","true",2,0.0025279884434814
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","true",2,0.00704225352112676
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000718: Inner Medullary Collecting Duct","false","true",2,0.211087035030697
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000768: Connecting Tubule","false","true",2,0.0789093535572409
"Azimuth","Male","Kidney","Kidney Capsule","CL:1000850: Macula Densa","false","true",2,0.0000601902010352714
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001107: Ascending Thin Limb","false","true",2,0.114421572168051
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001108: Medullary Thick Ascending Limb","false","true",2,0.00186589623209341
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001109: Cortical Thick Ascending Limb","false","true",2,0.0000601902010352714
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001131: Ascending Vasa Recta Endothelial","false","true",2,0.0588660166124955
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","true",2,0.0110148067894547
"Azimuth","Male","Kidney","Kidney Capsule","CL:1001318: Vascular Smooth Muscle / Pericyte","false","true",2,0.0110148067894547
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030012: Descending Thin Limb Type 1","false","true",2,0.037257734440833
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030013: Descending Thin Limb Type 2","false","true",2,0.00746358492837366
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030014: Descending Thin Limb Type 3","false","true",2,0.0972673648729987
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030016: Distal Convoluted Tubule Type 1","false","true",2,0.0000601902010352714
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030018: Connecting Tubule Principal","false","true",2,0.0021066570362345
"Azimuth","Male","Kidney","Kidney Capsule","CL:4030022: Medullary Fibroblast","false","true",2,0.235524256651017
"Azimuth","Male","Kidney","Kidney Pyramid","ASCTB-TEMP:descending-vasa-recta-endothelial: Descending Vasa Recta Endothelial ","false","false",2,0.0416364163510815
"Azimuth","Male","Kidney","Kidney Pyramid","ASCTB-TEMP:peritubular-capilary-endothelial: Peritubular Capilary Endothelial ","false","false",2,0.0049289113151063
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000113: Cycling Mononuclear Phagocyte","false","false",2,0.00000831128736655064
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000648: Renin-Positive Juxtaglomerular Granular","false","false",2,0.0000800937985296069
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000650: Mesangial","false","false",2,0.000899090133451349
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000653: Podocyte","false","false",2,0.00217648305614414
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000814: Natural Killer T","false","false",2,0.0000362891584642018
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000875: Non-Classical Monocyte","false","false",2,0.0000161633761060994
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000890: M2 Macrophage","false","false",2,0.00336957666889985
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0000990: Classical Dendritic","false","false",2,0.000743860219306283
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0002201: Intercalated Type B","false","false",2,0.0142816487007663
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0002573: Schwann / Neural","false","false",2,0.0000287944550814147
"Azimuth","Male","Kidney","Kidney Pyramid","CL:0011031: Monocyte-Derived","false","false",2,0.00615706817143965
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000412: Afferent / Efferent Arteriole Endothelial","false","false",2,0.000972778007243187
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000452: Parietal Epithelial","false","false",2,0.00445929864503409
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000597: Papillary Tip Epithelial","false","false",2,0.00225628388179408
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000692: Fibroblast","false","false",2,0.0159786161879409
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000714: Cortical Collecting Duct Principal","false","false",2,0.0986526434913843
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000715: Cortical Collecting Duct Intercalated Type A","false","false",2,0.00296345807866441
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000716: Outer Medullary Collecting Duct Principal","false","false",2,0.00771995381517346
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","false",2,0.00632268511697106
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000718: Inner Medullary Collecting Duct","false","false",2,0.0450928750624676
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000768: Connecting Tubule","false","false",2,0.0796757636311097
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1000850: Macula Densa","false","false",2,0.0137083319425779
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001005: Glomerular Capillary Endothelial","false","false",2,0.00284279480867682
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001107: Ascending Thin Limb","false","false",2,0.0615629501393238
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001108: Medullary Thick Ascending Limb","false","false",2,0.0781165661211448
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001109: Cortical Thick Ascending Limb","false","false",2,0.219201458740642
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001131: Ascending Vasa Recta Endothelial","false","false",2,0.0153703047542957
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001131: Ascending Vasa Recta Endothelial","false","true",2,0.0153703047542957
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","false",2,0.00647766153685145
"Azimuth","Male","Kidney","Kidney Pyramid","CL:1001318: Vascular Smooth Muscle / Pericyte","false","false",2,0.00647766153685145
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030009: Proximal Tubule Epithelial Segment 1","false","false",2,0.00457851782884174
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030010: Proximal Tubule Epithelial Segment 2","false","false",2,0.000240385286680903
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030011: Proximal Tubule Epithelial Segment 3","false","false",2,0.00132230919744348
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030012: Descending Thin Limb Type 1","false","false",2,0.101111024636783
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030013: Descending Thin Limb Type 2","false","false",2,0.0125811759281447
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030014: Descending Thin Limb Type 3","false","false",2,0.0229167105779682
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030016: Distal Convoluted Tubule Type 1","false","false",2,0.045621319180164
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030017: Distal Convoluted Tubule Type 2","false","false",2,0.0000804844290358348
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030018: Connecting Tubule Principal","false","false",2,0.0036265866081357
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030020: Connecting Tubule Intercalated Type A","false","false",2,0.0000103891092081883
"Azimuth","Male","Kidney","Kidney Pyramid","CL:4030022: Medullary Fibroblast","false","false",2,0.0669566847451573
"Azimuth","Male","Kidney","Outer Cortex of Kidney","ASCTB-TEMP:descending-vasa-recta-endothelial: Descending Vasa Recta Endothelial ","false","false",2,0.0112082989520284
"Azimuth","Male","Kidney","Outer Cortex of Kidney","ASCTB-TEMP:peritubular-capilary-endothelial: Peritubular Capilary Endothelial ","false","false",2,0.00805913490681523
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000113: Cycling Mononuclear Phagocyte","false","false",2,0.00000206926975483802
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000648: Renin-Positive Juxtaglomerular Granular","false","false",2,0.0000988252195864315
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000650: Mesangial","false","false",2,0.00390069350551545
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000653: Podocyte","true","false",2,0.00831188551614162
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000653: Podocyte","true","true",2,0.00831188551614162
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000814: Natural Killer T","false","false",2,0.000135681328068144
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000875: Non-Classical Monocyte","false","false",2,0.000100609619871687
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000890: M2 Macrophage","false","false",2,0.0023608615920976
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0000990: Classical Dendritic","false","false",2,0.00310080072762477
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0001058: Plasmacytoid Dendritic","false","false",2,0.0000137951316989201
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0002201: Intercalated Type B","false","false",2,0.0072483212129151
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0002573: Schwann / Neural","false","false",2,0.000219891640254447
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:0011031: Monocyte-Derived","false","false",2,0.000810835076354259
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000412: Afferent / Efferent Arteriole Endothelial","false","false",2,0.001499673940164
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000452: Parietal Epithelial","false","false",2,0.00570703356822473
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000452: Parietal Epithelial","false","true",2,0.00570703356822473
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000597: Papillary Tip Epithelial","false","false",2,0.000234155116674546
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000692: Fibroblast","false","false",2,0.0330843422077853
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000714: Cortical Collecting Duct Principal","false","false",2,0.0234422997439441
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000715: Cortical Collecting Duct Intercalated Type A","false","false",2,0.00748393930330632
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000716: Outer Medullary Collecting Duct Principal","false","false",2,0.00651435226550893
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","false",2,0.00561647508130888
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000718: Inner Medullary Collecting Duct","false","false",2,0.14292131150346
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000768: Connecting Tubule","false","false",2,0.056490957049929
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1000850: Macula Densa","false","false",2,0.0219227573653507
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001005: Glomerular Capillary Endothelial","false","false",2,0.00467991427855529
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001107: Ascending Thin Limb","false","false",2,0.0676663490948027
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001108: Medullary Thick Ascending Limb","false","false",2,0.0312817375218618
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001109: Cortical Thick Ascending Limb","false","false",2,0.187686130706673
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001131: Ascending Vasa Recta Endothelial","false","false",2,0.0060263784514362
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","false",2,0.0062948127459911
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:1001318: Vascular Smooth Muscle / Pericyte","false","false",2,0.0062948127459911
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030009: Proximal Tubule Epithelial Segment 1","false","false",2,0.0949829629485493
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030010: Proximal Tubule Epithelial Segment 2","false","false",2,0.00115406726473729
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030011: Proximal Tubule Epithelial Segment 3","false","false",2,0.0557706676999937
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030012: Descending Thin Limb Type 1","false","false",2,0.0336249454839243
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030013: Descending Thin Limb Type 2","false","false",2,0.052706627894442
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030014: Descending Thin Limb Type 3","false","false",2,0.0131927707220697
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030016: Distal Convoluted Tubule Type 1","false","false",2,0.0716772881196816
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030017: Distal Convoluted Tubule Type 2","false","false",2,0.00180052506981989
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030018: Connecting Tubule Principal","false","false",2,0.00386721479015192
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030020: Connecting Tubule Intercalated Type A","false","false",2,0.00022968894278702
"Azimuth","Male","Kidney","Outer Cortex of Kidney","CL:4030022: Medullary Fibroblast","false","false",2,0.0140032595406183
"Azimuth","Male","Kidney","Renal Column","ASCTB-TEMP:descending-vasa-recta-endothelial: Descending Vasa Recta Endothelial ","false","false",2,0.049029009829777
"Azimuth","Male","Kidney","Renal Column","ASCTB-TEMP:peritubular-capilary-endothelial: Peritubular Capilary Endothelial ","false","false",2,0.0130664109326301
"Azimuth","Male","Kidney","Renal Column","CL:0000650: Mesangial","false","false",2,0.000479501318628626
"Azimuth","Male","Kidney","Renal Column","CL:0000653: Podocyte","true","false",2,0.00119875329657157
"Azimuth","Male","Kidney","Renal Column","CL:0000653: Podocyte","true","true",2,0.00119875329657157
"Azimuth","Male","Kidney","Renal Column","CL:0000814: Natural Killer T","false","false",2,0.000239750659314313
"Azimuth","Male","Kidney","Renal Column","CL:0000890: M2 Macrophage","false","false",2,0.00299688324142891
"Azimuth","Male","Kidney","Renal Column","CL:0002201: Intercalated Type B","false","false",2,0.000239750659314313
"Azimuth","Male","Kidney","Renal Column","CL:0002573: Schwann / Neural","false","false",2,0.00035962598897147
"Azimuth","Male","Kidney","Renal Column","CL:0011031: Monocyte-Derived","false","false",2,0.000119875329657157
"Azimuth","Male","Kidney","Renal Column","CL:1000412: Afferent / Efferent Arteriole Endothelial","false","false",2,0.00107887796691441
"Azimuth","Male","Kidney","Renal Column","CL:1000452: Parietal Epithelial","false","false",2,0.000479501318628626
"Azimuth","Male","Kidney","Renal Column","CL:1000452: Parietal Epithelial","false","true",2,0.000479501318628626
"Azimuth","Male","Kidney","Renal Column","CL:1000692: Fibroblast","false","false",2,0.00599376648285783
"Azimuth","Male","Kidney","Renal Column","CL:1000714: Cortical Collecting Duct Principal","false","false",2,0.00143850395588588
"Azimuth","Male","Kidney","Renal Column","CL:1000715: Cortical Collecting Duct Intercalated Type A","false","false",2,0.0104291536801726
"Azimuth","Male","Kidney","Renal Column","CL:1000716: Outer Medullary Collecting Duct Principal","false","false",2,0.0953008870774395
"Azimuth","Male","Kidney","Renal Column","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","false",2,0.00515463917525773
"Azimuth","Male","Kidney","Renal Column","CL:1000768: Connecting Tubule","false","false",2,0.00503476384560058
"Azimuth","Male","Kidney","Renal Column","CL:1000850: Macula Densa","false","false",2,0.0063533924718293
"Azimuth","Male","Kidney","Renal Column","CL:1001005: Glomerular Capillary Endothelial","false","false",2,0.000719251977942939
"Azimuth","Male","Kidney","Renal Column","CL:1001107: Ascending Thin Limb","false","false",2,0.000239750659314313
"Azimuth","Male","Kidney","Renal Column","CL:1001108: Medullary Thick Ascending Limb","false","false",2,0.30184608007672
"Azimuth","Male","Kidney","Renal Column","CL:1001109: Cortical Thick Ascending Limb","false","false",2,0.270079117717574
"Azimuth","Male","Kidney","Renal Column","CL:1001131: Ascending Vasa Recta Endothelial","false","false",2,0.0284104531287461
"Azimuth","Male","Kidney","Renal Column","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","false",2,0.016063294174059
"Azimuth","Male","Kidney","Renal Column","CL:1001318: Vascular Smooth Muscle / Pericyte","false","false",2,0.016063294174059
"Azimuth","Male","Kidney","Renal Column","CL:4030011: Proximal Tubule Epithelial Segment 3","false","false",2,0.0154639175257732
"Azimuth","Male","Kidney","Renal Column","CL:4030012: Descending Thin Limb Type 1","false","false",2,0.0648525533445217
"Azimuth","Male","Kidney","Renal Column","CL:4030013: Descending Thin Limb Type 2","false","false",2,0.0400383601054903
"Azimuth","Male","Kidney","Renal Column","CL:4030014: Descending Thin Limb Type 3","false","false",2,0.000119875329657157
"Azimuth","Male","Kidney","Renal Column","CL:4030016: Distal Convoluted Tubule Type 1","false","false",2,0.00167825461520019
"Azimuth","Male","Kidney","Renal Column","CL:4030018: Connecting Tubule Principal","false","false",2,0.0362023495564613
"Azimuth","Male","Kidney","Renal Column","CL:4030022: Medullary Fibroblast","false","false",2,0.0232558139534884
"Azimuth","Male","Kidney","Renal Papilla","ASCTB-TEMP:descending-vasa-recta-endothelial: Descending Vasa Recta Endothelial ","false","false",2,0.0214531061775369
"Azimuth","Male","Kidney","Renal Papilla","ASCTB-TEMP:peritubular-capilary-endothelial: Peritubular Capilary Endothelial ","false","false",2,0.000138805982771145
"Azimuth","Male","Kidney","Renal Papilla","CL:0000814: Natural Killer T","false","false",2,0.0000901072451182431
"Azimuth","Male","Kidney","Renal Papilla","CL:0000875: Non-Classical Monocyte","false","false",2,0.000138805982771145
"Azimuth","Male","Kidney","Renal Papilla","CL:0000890: M2 Macrophage","false","false",2,0.0111065198861441
"Azimuth","Male","Kidney","Renal Papilla","CL:0002201: Intercalated Type B","false","false",2,0.00117985085355473
"Azimuth","Male","Kidney","Renal Papilla","CL:0011031: Monocyte-Derived","false","false",2,0.000811840033686696
"Azimuth","Male","Kidney","Renal Papilla","CL:1000597: Papillary Tip Epithelial","true","true",2,0.0000694029913855724
"Azimuth","Male","Kidney","Renal Papilla","CL:1000692: Fibroblast","false","false",2,0.00020121035317666
"Azimuth","Male","Kidney","Renal Papilla","CL:1000714: Cortical Collecting Duct Principal","false","false",2,0.00432456454726067
"Azimuth","Male","Kidney","Renal Papilla","CL:1000716: Outer Medullary Collecting Duct Principal","false","false",2,0.0248830136761802
"Azimuth","Male","Kidney","Renal Papilla","CL:1000717: Outer Medullary Collecting Duct Intercalated Type A","false","false",2,0.00263731367265175
"Azimuth","Male","Kidney","Renal Papilla","CL:1000718: Inner Medullary Collecting Duct","true","false",2,0.37432678369333
"Azimuth","Male","Kidney","Renal Papilla","CL:1000718: Inner Medullary Collecting Duct","true","true",2,0.37432678369333
"Azimuth","Male","Kidney","Renal Papilla","CL:1000768: Connecting Tubule","false","false",2,0.047228735637882
"Azimuth","Male","Kidney","Renal Papilla","CL:1000850: Macula Densa","false","false",2,0.000902238888012441
"Azimuth","Male","Kidney","Renal Papilla","CL:1001107: Ascending Thin Limb","false","false",2,0.0502955896731848
"Azimuth","Male","Kidney","Renal Papilla","CL:1001108: Medullary Thick Ascending Limb","false","false",2,0.00046686634121135
"Azimuth","Male","Kidney","Renal Papilla","CL:1001109: Cortical Thick Ascending Limb","false","false",2,0.0000414085074653415
"Azimuth","Male","Kidney","Renal Papilla","CL:1001131: Ascending Vasa Recta Endothelial","false","false",2,0.0769209683641919
"Azimuth","Male","Kidney","Renal Papilla","CL:1001318: Cortical Vascular Smooth Muscle / Pericyte","false","false",2,0.00531866033563636
"Azimuth","Male","Kidney","Renal Papilla","CL:1001318: Vascular Smooth Muscle / Pericyte","false","false",2,0.00531866033563636
"Azimuth","Male","Kidney","Renal Papilla","CL:4030010: Proximal Tubule Epithelial Segment 2","false","false",2,0.0000207042537326708
"Azimuth","Male","Kidney","Renal Papilla","CL:4030012: Descending Thin Limb Type 1","false","false",2,0.0216578158412036
"Azimuth","Male","Kidney","Renal Papilla","CL:4030013: Descending Thin Limb Type 2","false","false",2,0.0000877743714582239
"Azimuth","Male","Kidney","Renal Papilla","CL:4030014: Descending Thin Limb Type 3","false","false",2,0.0709759314508404
"Azimuth","Male","Kidney","Renal Papilla","CL:4030016: Distal Convoluted Tubule Type 1","false","false",2,0.000208208974156717
"Azimuth","Male","Kidney","Renal Papilla","CL:4030022: Medullary Fibroblast","false","false",2,0.282305707346248
