"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","annotation_label","annotation_label_id","cell_label2"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000186","Myofibroblasts",5395.925,0.00387813703494248,"false","true","Myofibroblasts","AZ:0000110","myofibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000913","CD8 T cells",467,0.0132354608321052,"false","true","Cd8 T Cells","AZ:0000083","effector memory CD8-positive, alpha-beta T cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000414","EC venous pulmonary",13.728,0.00286644951140065,"false","true","Ec Venous Systemic","AZ:0000094","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000576","Classical monocytes",4036,0.00710375781043738,"false","true","Classical Monocytes","AZ:0000084","monocyte"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000414","EC venous pulmonary",17958,0.0316078500396022,"false","true","Ec Venous Systemic","AZ:0000094","endothelial cell of venule"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000583","Alveolar macrophages",266,0.0168354430379747,"false","true","Alveolar Macrophages","AZ:0000073","alveolar macrophage"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028006","Adventitial fibroblasts",7023,0.0123611722256446,"false","true","Adventitial Fibroblasts","AZ:0000071","alveolar type 2 fibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000414","EC venous pulmonary",63354.565,0.0455339325248537,"false","true","Ec Venous Systemic","AZ:0000094","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0019003","Goblet (bronchial)",102,0.000179530053683006,"false","true","Goblet (Bronchial)","AZ:0000096","tracheobronchial goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000192","Smooth muscle",10327.63,0.00742263177975659,"false","true","Smooth Muscle","AZ:0000123","smooth muscle cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000192","Smooth muscle",45.305,0.00411392405063291,"false","true","Smooth Muscle","AZ:0000123","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158","Club (non-nasal)",949.11,0.000682140437688489,"false","true","Club (non-nasal)",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028006","Adventitial fibroblasts",509,0.0322151898734177,"false","true","Adventitial Fibroblasts","AZ:0000071","alveolar type 2 fibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:4028006","Adventitial fibroblasts",90,0.00255073120961342,"false","true","Adventitial Fibroblasts","AZ:0000071","alveolar type 2 fibroblast cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002399","DC2",220.252,0.02,"false","true","Dc2","AZ:0000088","CD1c-positive myeloid dendritic cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000186","Myofibroblasts",2418,0.00425591833142656,"false","true","Myofibroblasts","AZ:0000110","myofibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4033044","Deuterosomal",0.312,0.0000651465798045603,"false","true","Deuterosomal","AZ:0000089","deuterosomal cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4033023","SMG duct",0.156,0.0000325732899022801,"false","true","Smg Duct","AZ:0000119","airway submucosal gland collecting duct epithelial cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033022","SMG mucous",45.18,0.0000324715838783344,"false","true","Smg Mucous","AZ:0000120","mucus secreting cell of bronchus submucosal gland"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000576","Classical monocytes",250.92,0.0227848101265823,"false","true","Classical Monocytes","AZ:0000084","monocyte"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033023","SMG duct",45.26,0.000032529081149478,"false","true","Smg Duct","AZ:0000119","airway submucosal gland collecting duct epithelial cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028004","Alveolar fibroblasts",1352.18,0.122784810126582,"false","true","Alveolar Fibroblasts","AZ:0000072","alveolar type 1 fibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0019003","Goblet (bronchial)",64.18,0.0000461271857749336,"false","true","Goblet (Bronchial)","AZ:0000096","tracheobronchial goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000186","Myofibroblasts",31,0.000878585194422401,"false","true","Myofibroblasts","AZ:0000110","myofibroblast cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000913","CD8 T cells",38788,0.0682707031593769,"false","true","Cd8 T Cells","AZ:0000083","effector memory CD8-positive, alpha-beta T cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005006","Ionocyte",22084,0.0388700167209364,"false","true","Ionocyte","AZ:0000100","ionocyte"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002062","AT1",267076.42,0.191952066709944,"false","true","At1","AZ:0000077","type I pneumocyte"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002063","AT2",109589.725,0.0787638766609362,"false","true","At2","AZ:0000078","type II pneumocyte"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028004","Alveolar fibroblasts",1940,0.122784810126582,"false","true","Alveolar Fibroblasts","AZ:0000072","alveolar type 1 fibroblast cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002399","DC2",316,0.02,"false","true","Dc2","AZ:0000088","CD1c-positive myeloid dendritic cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0005006","Ionocyte",54,0.00341772151898734,"false","true","Ionocyte","AZ:0000100","ionocyte"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000186","Myofibroblasts",268,0.0169620253164557,"false","true","Myofibroblasts","AZ:0000110","myofibroblast cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000313","SM activated stress response",23,0.00145569620253165,"false","false","SM activated stress response",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000313","SM activated stress response",11.109,0.00145569620253165,"false","false","SM activated stress response",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000313","SM activated stress response",257,0.000452345331338555,"false","false","SM activated stress response",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000313","SM activated stress response",16.031,0.00145569620253164,"false","false","SM activated stress response",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000313","SM activated stress response",734.425,0.000527842916995257,"false","false","SM activated stress response",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002075","Tuft",5,0.000316455696202532,"false","false","Tuft","AZ:0000128","brush cell of trachebronchial tree"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002075","Tuft",319,0.000561471442400774,"false","false","Tuft","AZ:0000128","brush cell of trachebronchial tree"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002075","Tuft",240.73,0.000173016476029912,"false","false","Tuft","AZ:0000128","brush cell of trachebronchial tree"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002075","Tuft",3.485,0.000316455696202532,"false","false","Tuft","AZ:0000128","brush cell of trachebronchial tree"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002075","Tuft",2.415,0.000316455696202532,"false","false","Tuft","AZ:0000128","brush cell of trachebronchial tree"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002241","Peribronchial fibroblasts",80.178,0.0105063291139241,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002241","Peribronchial fibroblasts",166,0.0105063291139241,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002241","Peribronchial fibroblasts",86.268,0.0180130293159609,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002241","Peribronchial fibroblasts",553,0.000973334506732377,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002241","Peribronchial fibroblasts",1.995,0.00000143383819914292,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002241","Peribronchial fibroblasts",115.702,0.0105063291139241,"false","false","Peribronchial Fibroblasts","AZ:0000114","pulmonary interstitial fibroblast"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002480","Goblet (nasal)",3.864,0.000506329113924051,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002480","Goblet (nasal)",1598,0.00281263750770043,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002480","Goblet (nasal)",5,0.000141707289422968,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002480","Goblet (nasal)",0.156,0.0000325732899022801,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002480","Goblet (nasal)",5.576,0.000506329113924051,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002480","Goblet (nasal)",8,0.000506329113924051,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002480","Goblet (nasal)",1308.925,0.000940745195395061,"false","false","Goblet (Nasal)","AZ:0000097","nasal mucosa goblet cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002633","Basal resting",16.728,0.00151898734177215,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002633","Basal resting",177,0.00501643804557306,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002633","Basal resting",19.5,0.00407166123778502,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0005012","Multiciliated (non-nasal)",59.748,0.0124755700325733,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0005012","Multiciliated (non-nasal)",128844.195,0.0926023701898843,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005012","Multiciliated (non-nasal)",20966,0.0369022265246854,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002633","Basal resting",5515,0.00970694358884098,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002633","Basal resting",11.592,0.00151898734177215,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005012","Multiciliated (non-nasal)",190.302,0.0249367088607595,"false","false","Multiciliated (non-nasal)",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0005012","Multiciliated (non-nasal)",394,0.0249367088607595,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0005012","Multiciliated (non-nasal)",1481,0.0419736991270831,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002633","Basal resting",10912.51,0.00784299432908727,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002633","Basal resting",24,0.00151898734177215,"false","false","Suprabasal","AZ:0000125","respiratory basal cell"
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0005012","Multiciliated (non-nasal)",274.618,0.0249367088607595,"false","false","Multiciliated (non-nasal)",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",60.84,0.0127035830618892,"false","false","Interstitial Mφ perivascular",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",79,0.00223897517288289,"false","false","Interstitial Mφ perivascular",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",117.369,0.015379746835443,"false","false","Interstitial Mφ perivascular",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",243,0.015379746835443,"false","false","Interstitial Mφ perivascular",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",130.76,0.0000939792896841745,"false","false","Interstitial Mφ perivascular",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",431,0.000758602481738977,"false","false","Interstitial Mφ perivascular",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular",169.371,0.015379746835443,"false","false","Interstitial Mφ perivascular",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",386.4,0.0506329113924051,"false","false","Monocyte-derived Mφ",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",800,0.0506329113924051,"false","false","Monocyte-derived Mφ",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",557.6,0.0506329113924051,"false","false","Monocyte-derived Mφ",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",276,0.00782224237614783,"false","false","Monocyte-derived Mφ",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",108.888,0.0227361563517915,"false","false","Monocyte-derived Mφ",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",1426.25,0.00102506853710656,"false","false","Monocyte-derived Mφ",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ",1406,0.00247469858312066,"false","false","Monocyte-derived Mφ",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",545.307,0.0714556962025317,"false","false","Non-classical monocytes",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",1129,0.0714556962025316,"false","false","Non-classical monocytes",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",212.16,0.044299674267101,"false","false","Non-classical monocytes",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",250,0.0070853644711484,"false","false","Non-classical monocytes",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",786.913,0.0714556962025316,"false","false","Non-classical monocytes",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",3843,0.00676405878729209,"false","false","Non-classical monocytes",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes",3991.065,0.00286844183070794,"false","false","Non-classical monocytes",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",176,0.00498809658768847,"false","false","Transitional Club-AT2",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",36.225,0.00474683544303797,"false","false","Transitional Club-AT2",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",75,0.00474683544303797,"false","false","Transitional Club-AT2",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",1157,0.00203643404030626,"false","false","Transitional Club-AT2",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",43.368,0.00905537459283388,"false","false","Transitional Club-AT2",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",3561.735,0.00255987553795705,"false","false","Transitional Club-AT2",NA,NA
"Female","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2",52.275,0.00474683544303797,"false","false","Transitional Club-AT2",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating",3,0.0000850243736537807,"false","false","Alveolar Mφ proliferating",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating",2,0.00000352019713103934,"false","false","Alveolar Mφ proliferating",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating",4,0.00000287486355717879,"false","false","Alveolar Mφ proliferating",NA,NA
"Male","Azimuth","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating",0.312,0.0000651465798045603,"false","false","Alveolar Mφ proliferating",NA,NA
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000784","plasmacytoid dendritic cell",2.184,0.000456026058631922,"false","true","Plasmacytoid Dendritic Cell","PV:0000135","plasmacytoid dendritic cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000646","basal cell",20.124,0.00420195439739414,"false","true","Basal Cell","PV:0000112","basal cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000814","mature NK T cell",180,0.0113924050632911,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000646","basal cell",47.396,0.00430379746835443,"false","true","Basal Cell","PV:0000112","basal cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000767","basophil",36.66,0.00765472312703583,"false","true","Basophil","PV:0000113","basophil"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875","non-classical monocyte",1966.11,0.0030931538561215,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002543","vein endothelial cell",14835.23,0.0233393090320223,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002543","vein endothelial cell",874,0.0247704341911348,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002144","capillary endothelial cell",481,0.0304430379746835,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000767","basophil",3809,0.00946271927100542,"false","true","Basophil","PV:0000113","basophil"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000875","non-classical monocyte",302,0.00855912028114726,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000235","macrophage",1566.856,0.142278481012658,"false","true","Macrophage","PV:0000128","macrophage"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000271","lung ciliated cell",317,0.0200632911392405,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000860","classical monocyte",468.384,0.0425316455696202,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002598","bronchial smooth muscle cell",53,0.00150209726788346,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000646","basal cell",32.844,0.00430379746835443,"false","true","Basal Cell","PV:0000112","basal cell"
