"tool","modality","sex","organ","organId","as","as_id","cell_id","cell_label","annotation_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002075","Tuft","Tuft",319,0.000561471442400774,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002075","Tuft","Tuft",240.73,0.000173016476029912,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002075","Tuft","Tuft",3.485,0.000316455696202532,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002075","Tuft","Tuft",2.415,0.000316455696202532,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",80.178,0.0105063291139241,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",166,0.0105063291139241,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",86.268,0.0180130293159609,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",553,0.000973334506732377,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",1.995,0.00000143383819914292,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002241","Peribronchial fibroblasts","Peribronchial fibroblasts",115.702,0.0105063291139241,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002480","Goblet (nasal)","Goblet (nasal)",3.864,0.000506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002480","Goblet (nasal)","Goblet (nasal)",1598,0.00281263750770043,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002480","Goblet (nasal)","Goblet (nasal)",5,0.000141707289422968,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002480","Goblet (nasal)","Goblet (nasal)",0.156,0.0000325732899022801,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002480","Goblet (nasal)","Goblet (nasal)",5.576,0.000506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002480","Goblet (nasal)","Goblet (nasal)",8,0.000506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002480","Goblet (nasal)","Goblet (nasal)",1308.925,0.000940745195395061,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002633","Basal resting","Basal resting",16.728,0.00151898734177215,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002633","Basal resting","Basal resting",177,0.00501643804557306,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002633","Basal resting","Basal resting",19.5,0.00407166123778502,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",59.748,0.0124755700325733,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",128844.195,0.0926023701898843,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",20966,0.0369022265246854,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002633","Basal resting","Basal resting",5515,0.00970694358884098,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002633","Basal resting","Basal resting",11.592,0.00151898734177215,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",190.302,0.0249367088607595,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",394,0.0249367088607595,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",1481,0.0419736991270831,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002633","Basal resting","Basal resting",10912.51,0.00784299432908727,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002633","Basal resting","Basal resting",24,0.00151898734177215,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0005012","Multiciliated (non-nasal)","Multiciliated (non-nasal)",274.618,0.0249367088607595,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",60.84,0.0127035830618892,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",79,0.00223897517288289,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",117.369,0.015379746835443,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",243,0.015379746835443,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",130.76,0.0000939792896841745,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",431,0.000758602481738977,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:interstitial-m-perivascular","Interstitial Mφ perivascular","Interstitial Mφ perivascular",169.371,0.015379746835443,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",386.4,0.0506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",800,0.0506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",557.6,0.0506329113924051,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",276,0.00782224237614783,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",108.888,0.0227361563517915,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",1426.25,0.00102506853710656,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:monocyte-derived-m","Monocyte-derived Mφ","Monocyte-derived Mφ",1406,0.00247469858312066,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",545.307,0.0714556962025317,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",1129,0.0714556962025316,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",212.16,0.044299674267101,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",250,0.0070853644711484,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",786.913,0.0714556962025316,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",3843,0.00676405878729209,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:non-classical-monocytes","Non-classical monocytes","Non-classical monocytes",3991.065,0.00286844183070794,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",176,0.00498809658768847,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",36.225,0.00474683544303797,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",75,0.00474683544303797,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",1157,0.00203643404030626,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",43.368,0.00905537459283388,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",3561.735,0.00255987553795705,"false","false"
"Azimuth","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:transitional-club-at2","Transitional Club-AT2","Transitional Club-AT2",52.275,0.00474683544303797,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating","Alveolar Mφ proliferating",3,0.0000850243736537807,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating","Alveolar Mφ proliferating",2,0.00000352019713103934,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating","Alveolar Mφ proliferating",4,0.00000287486355717879,"false","false"
"Azimuth","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","ASCTB-TEMP:alveolar-m-proliferating","Alveolar Mφ proliferating","Alveolar Mφ proliferating",0.312,0.0000651465798045603,"false","false"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000784","plasmacytoid dendritic cell","Plasmacytoid Dendritic Cell",2.184,0.000456026058631922,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000624","CD4-positive, alpha-beta T cell","Cd4-Positive, Alpha-Beta T Cell",115752.32,0.182105647681468,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000646","basal cell","Basal Cell",20.124,0.00420195439739414,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000057","fibroblast","Fibroblast",1584,0.0448928692891962,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000814","mature NK T cell","Mature Nk T Cell",180,0.0113924050632911,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000646","basal cell","Basal Cell",47.396,0.00430379746835443,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000767","basophil","Basophil",36.66,0.00765472312703583,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875","non-classical monocyte","Non-Classical Monocyte",1966.11,0.0030931538561215,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002543","vein endothelial cell","Vein Endothelial Cell",14835.23,0.0233393090320223,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000624","CD4-positive, alpha-beta T cell","Cd4-Positive, Alpha-Beta T Cell",1745,0.110443037974683,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002543","vein endothelial cell","Vein Endothelial Cell",874,0.0247704341911348,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002144","capillary endothelial cell","Capillary Endothelial Cell",481,0.0304430379746835,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000767","basophil","Basophil",3809,0.00946271927100542,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000875","non-classical monocyte","Non-Classical Monocyte",302,0.00855912028114726,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000235","macrophage","Macrophage",1566.856,0.142278481012658,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000271","lung ciliated cell","Lung Ciliated Cell",317,0.0200632911392405,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000624","CD4-positive, alpha-beta T cell","Cd4-Positive, Alpha-Beta T Cell",1216.265,0.110443037974683,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000860","classical monocyte","Classical Monocyte",468.384,0.0425316455696202,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002598","bronchial smooth muscle cell","Bronchial Smooth Muscle Cell",53,0.00150209726788346,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000646","basal cell","Basal Cell",32.844,0.00430379746835443,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000271","lung ciliated cell","Lung Ciliated Cell",153.111,0.0200632911392405,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158","club cell","Club Cell",601,0.0380379746835443,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000624","CD4-positive, alpha-beta T cell","Cd4-Positive, Alpha-Beta T Cell",539.448,0.112638436482085,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028006","adventitial cell","Adventitial Cell",39,0.0000968879106246289,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002138","endothelial cell of lymphatic vessel","Endothelial Cell Of Lymphatic Vessel",179.826,0.0163291139240506,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000071","blood vessel endothelial cell","Blood Vessel Endothelial Cell",4,0.00000629294160778695,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000071","blood vessel endothelial cell","Blood Vessel Endothelial Cell",1.449,0.000189873417721519,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002062","type I pneumocyte","Type I Pneumocyte",6631,0.18793220723274,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000669","pericyte","Pericyte",48,0.00136038997846049,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002598","bronchial smooth muscle cell","Bronchial Smooth Muscle Cell",850,0.00211165959053678,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028006","adventitial cell","Adventitial Cell",1.449,0.000189873417721519,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000271","lung ciliated cell","Lung Ciliated Cell",13536,0.0336275579029481,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000767","basophil","Basophil",142,0.0089873417721519,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002598","bronchial smooth muscle cell","Bronchial Smooth Muscle Cell",11,0.00069620253164557,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001050","effector CD8-positive, alpha-beta T cell","Effector Cd8-Positive, Alpha-Beta T Cell",4535,0.0112663249918639,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000235","macrophage","Macrophage",3351,0.0949722253712731,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002138","endothelial cell of lymphatic vessel","Endothelial Cell Of Lymphatic Vessel",1580,0.00392520253299779,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000814","mature NK T cell","Mature Nk T Cell",2159.04,0.00339667816221909,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000775","neutrophil","Neutrophil",19,0.000538487699807278,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000235","macrophage","Macrophage",15032.975,0.0236504084665803,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000786","plasma cell","Plasma Cell",38,0.00107697539961456,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000236","B cell","B Cell",188.853,0.024746835443038,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062","type I pneumocyte","Type I Pneumocyte",26248,0.0652080481557759,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669","pericyte","Pericyte",5822.3,0.00915984848075449,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000359","vascular associated smooth muscle cell","Vascular Associated Smooth Muscle Cell",12.558,0.00164556962025316,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000158","club cell","Club Cell",418.897,0.0380379746835443,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000860","classical monocyte","Classical Monocyte",176,0.00498809658768847,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002062","type I pneumocyte","Type I Pneumocyte",484.224,0.101107491856678,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000235","macrophage","Macrophage",1085.784,0.142278481012658,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002144","capillary endothelial cell","Capillary Endothelial Cell",232.323,0.0304430379746835,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875","non-classical monocyte","Non-Classical Monocyte",353,0.0223417721518987,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002063","type II pneumocyte","Type Ii Pneumocyte",15066,0.426992404489287,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028006","adventitial cell","Adventitial Cell",37.89,0.0000596098893797619,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0001050","effector CD8-positive, alpha-beta T cell","Effector Cd8-Positive, Alpha-Beta T Cell",78,0.0022106337149983,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000775","neutrophil","Neutrophil",31.395,0.00411392405063291,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000057","fibroblast","Fibroblast",2179.519,0.197911392405063,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000359","vascular associated smooth muscle cell","Vascular Associated Smooth Muscle Cell",26,0.00164556962025316,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000158","club cell","Club Cell",787,0.0223047273551751,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028006","adventitial cell","Adventitial Cell",3.12,0.000651465798045603,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002063","type II pneumocyte","Type Ii Pneumocyte",800.124,0.167068403908795,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000192","smooth muscle cell","Smooth Muscle Cell",3.864,0.000506329113924051,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000413","endothelial cell of artery","Endothelial Cell Of Artery",36.941,0.00335443037974683,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000786","plasma cell","Plasma Cell",121.975,0.0110759493670886,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000624","CD4-positive, alpha-beta T cell","Cd4-Positive, Alpha-Beta T Cell",842.835,0.110443037974684,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000767","basophil","Basophil",8879.02,0.0139687885985931,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002598","bronchial smooth muscle cell","Bronchial Smooth Muscle Cell",5.313,0.00069620253164557,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000646","basal cell","Basal Cell",6527.14,0.0102687277214626,"false","true"
"popV","sc_transcriptomics","Male","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:1000271","lung ciliated cell","Lung Ciliated Cell",924,0.0261875070853645,"false","true"
"popV","sc_transcriptomics","Female","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000271","lung ciliated cell","Lung Ciliated Cell",220.949,0.0200632911392405,"false","true"
