"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","annotation_label","annotation_label_id","cell_label2"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000648","Renin-positive Juxtaglomerular Granular",7.564,0.00015243563282472,"false","true","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030018","Connecting Tubule Principal",399.244,0.0362023495564613,"false","true","Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000648","Renin-positive Juxtaglomerular Granular",7.564,0.00015243563282472,"false","true","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000714","Cortical Collecting Duct Principal",1376.043,0.0277310927418068,"false","true","Cortical Collecting Duct Principal","AZ:0000031","kidney cortex collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000714","Cortical Collecting Duct Principal",1376.043,0.0277310927418068,"false","true","Cortical Collecting Duct Principal","AZ:0000031","kidney cortex collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002201","Intercalated Type B",109.608,0.00220890598131305,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002201","Intercalated Type B",109.608,0.00220890598131305,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030009","Proximal Tubule Epithelial Segment 1",2560.659,0.0516043991424266,"false","true","Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030016","Distal Convoluted Tubule Type 1",2496.802,0.0477844395287617,"false","true","Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030009","Proximal Tubule Epithelial Segment 1",2560.659,0.0516043991424266,"false","true","Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:4030016","Distal Convoluted Tubule Type 1",2496.802,0.0477844395287617,"false","true","Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1001107","Ascending Thin Limb",163.486,0.114421572168051,"false","true","Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"false","true",NA,NA,NA
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1001107","Ascending Thin Limb",163.486,0.114421572168051,"false","true","Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"false","true",NA,NA,NA
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",7.74,0.00541711809317443,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",7.74,0.00541711809317443,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1001108","Medullary Thick Ascending Limb",2.666,0.00186589623209341,"false","true","Medullary Thick Ascending Limb","AZ:0000050","kidney loop of Henle medullary thick ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030013","Descending Thin Limb Type 2",10.664,0.00746358492837366,"false","true","Descending Thin Limb Type 2","AZ:0000036","kidney loop of Henle long descending thin limb outer medulla epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030013","Descending Thin Limb Type 2",10.664,0.00746358492837366,"false","true","Descending Thin Limb Type 2","AZ:0000036","kidney loop of Henle long descending thin limb outer medulla epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1001108","Medullary Thick Ascending Limb",2.666,0.00186589623209341,"false","true","Medullary Thick Ascending Limb","AZ:0000050","kidney loop of Henle medullary thick ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001131","Ascending Vasa Recta Endothelial",313.314,0.0284104531287461,"false","true","Ascending Vasa Recta Endothelial","AZ:0000024","vasa recta ascending limb cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000597","Papillary Tip Epithelial",9.804,0.00686168291802094,"false","true","Papillary Tip Epithelial","AZ:0000058","papillary tips cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030009","Proximal Tubule Epithelial Segment 1",11462.068,0.219364008527931,"false","true","Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001131","Ascending Vasa Recta Endothelial",313.314,0.0284104531287461,"false","true","Ascending Vasa Recta Endothelial","AZ:0000024","vasa recta ascending limb cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000597","Papillary Tip Epithelial",9.804,0.00686168291802094,"false","true","Papillary Tip Epithelial","AZ:0000058","papillary tips cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:4030009","Proximal Tubule Epithelial Segment 1",11462.068,0.219364008527931,"false","true","Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000692","Fibroblast",66.1,0.00599376648285783,"false","true","Fibroblast","AZ:0000041","kidney interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000692","Fibroblast",66.1,0.00599376648285783,"false","true","Fibroblast","AZ:0000041","kidney interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030022","Medullary Fibroblast",336.518,0.235524256651017,"false","true","Medullary Fibroblast","AZ:0000049","renal medullary fibroblast"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",6.132,0.000123576850936169,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",6.132,0.000123576850936169,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030022","Medullary Fibroblast",336.518,0.235524256651017,"false","true","Medullary Fibroblast","AZ:0000049","renal medullary fibroblast"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0011031","Monocyte-derived",17.782,0.000340316494339736,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002573","Schwann / Neural",53.866,0.0010855496824083,"false","true","Schwann / Neural","AZ:0000068","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0011031","Monocyte-derived",17.782,0.000340316494339736,"false","true","Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002573","Schwann / Neural",53.866,0.0010855496824083,"false","true","Schwann / Neural","AZ:0000068","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",3389.71,0.0683120820917877,"false","true","Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",3389.71,0.0683120820917877,"false","true","Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030016","Distal Convoluted Tubule Type 1",6735.06,0.135730186834011,"false","true","Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030016","Distal Convoluted Tubule Type 1",6735.06,0.135730186834011,"false","true","Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"false","true","Cortical Vascular Smooth Muscle / Pericyte","AZ:0000033","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"false","true","Vascular Smooth Muscle / Pericyte","AZ:0000070","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"false","true","Cortical Vascular Smooth Muscle / Pericyte","AZ:0000033","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"false","true","Vascular Smooth Muscle / Pericyte","AZ:0000070","renal interstitial pericyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",471.223,0.009018387100003,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",471.223,0.009018387100003,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030018","Connecting Tubule Principal",3.01,0.0021066570362345,"false","true","Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",5.288,0.000479501318628626,"false","true","Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",2.644,0.000239750659314313,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001107","Ascending Thin Limb",2.644,0.000239750659314313,"false","true","Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.644,0.000239750659314313,"false","true","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",5.288,0.000479501318628626,"false","true","Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",2.644,0.000239750659314313,"false","true","Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001107","Ascending Thin Limb",2.644,0.000239750659314313,"false","true","Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.644,0.000239750659314313,"false","true","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030018","Connecting Tubule Principal",3.01,0.0021066570362345,"false","true","Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000716","Outer Medullary Collecting Duct Principal",474.378,0.00956003577844065,"false","true","Outer Medullary Collecting Duct Principal","AZ:0000057","kidney outer medulla collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030020","Connecting Tubule Intercalated Type A",4.505,0.0000907882768211746,"false","true","Connecting Tubule Intercalated Type A","AZ:0000028","kidney connecting tubule alpha-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030017","Distal Convoluted Tubule Type 2",20.938,0.000421958921216816,"false","true","Distal Convoluted Tubule Type 2","AZ:0000040","epithelial cell of late distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030017","Distal Convoluted Tubule Type 2",20.938,0.000421958921216816,"false","true","Distal Convoluted Tubule Type 2","AZ:0000040","epithelial cell of late distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000716","Outer Medullary Collecting Duct Principal",474.378,0.00956003577844065,"false","true","Outer Medullary Collecting Duct Principal","AZ:0000057","kidney outer medulla collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030020","Connecting Tubule Intercalated Type A",4.505,0.0000907882768211746,"false","true","Connecting Tubule Intercalated Type A","AZ:0000028","kidney connecting tubule alpha-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000648","Renin-positive Juxtaglomerular Granular",549.475,0.000279703201558666,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000648","Renin-positive Juxtaglomerular Granular",549.475,0.000279703201558666,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000648","Renin-positive Juxtaglomerular Granular",38.547,0.0000800937985296069,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000648","Renin-positive Juxtaglomerular Granular",38.547,0.0000800937985296069,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000648","Renin-positive Juxtaglomerular Granular",2.184,0.0000535301701087824,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000648","Renin-positive Juxtaglomerular Granular",286.551,0.0000988252195864315,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000648","Renin-positive Juxtaglomerular Granular",2.184,0.0000535301701087824,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000648","Renin-positive Juxtaglomerular Granular",286.551,0.0000988252195864315,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000648","Renin-positive Juxtaglomerular Granular",110.601,0.000228549189064801,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000648","Renin-positive Juxtaglomerular Granular",110.601,0.000228549189064801,"false","false","Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000650","Mesangial",5.288,0.000479501318628626,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000650","Mesangial",789.207,0.01510404676349,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000650","Mesangial",71.384,0.00143858609380749,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000650","Mesangial",432.708,0.000899090133451349,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000650","Mesangial",5.288,0.000479501318628626,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000650","Mesangial",789.207,0.01510404676349,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000650","Mesangial",71.384,0.00143858609380749,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000650","Mesangial",432.708,0.000899090133451349,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000650","Mesangial",10412.233,0.00530021366845588,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000650","Mesangial",10412.233,0.00530021366845588,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000650","Mesangial",6.816,0.000479501318628626,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000650","Mesangial",416.013,0.0101965415098283,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000650","Mesangial",6.816,0.000479501318628626,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000650","Mesangial",11310.348,0.00390069350551545,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000650","Mesangial",416.013,0.0101965415098283,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000650","Mesangial",11310.348,0.00390069350551545,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000650","Mesangial",2515.486,0.00519807493064132,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000650","Mesangial",2515.486,0.00519807493064132,"false","false","Mesangial","AZ:0000051","mesangial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000653","Podocyte",1047.483,0.00217648305614414,"false","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000653","Podocyte",2997.263,0.00152571828930039,"false","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000653","Podocyte",2997.263,0.00152571828930039,"false","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000653","Podocyte",1047.483,0.00217648305614414,"false","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",24100.924,0.00831188551614162,"true","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",3226.407,0.00666714318535093,"true","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000653","Podocyte",146.908,0.00360073728495467,"true","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000653","Podocyte",17.04,0.00119875329657157,"true","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",3226.407,0.00666714318535093,"true","false","Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000653","Podocyte",146.908,0.00360073728495467,"true","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",24100.924,0.00831188551614162,"true","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000653","Podocyte",17.04,0.00119875329657157,"true","false","Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000814","Natural Killer T",17.465,0.0000362891584642018,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000814","Natural Killer T",17.465,0.0000362891584642018,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000814","Natural Killer T",65.543,0.000033363823540215,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000814","Natural Killer T",65.543,0.000033363823540215,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",3.408,0.000239750659314313,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",3.408,0.000239750659314313,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"false","false","Natural Killer T","AZ:0000053","mature NK T cell"
