"organ","as","as_label","sex","tool","modality","cell_id","cell_label","cell_count","cell_percentage"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","4490.042","0.007930168"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","4490.042","0.007930168"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","4488.516","0.007927473"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","4488.516","0.007927473"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","3556.121","0.006280707"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","3556.121","0.006280707"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","2833.528","0.005004486"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","2833.528","0.005004486"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","2761.616","0.004877478"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","2761.616","0.004877478"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","2685.741","0.00474347"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","2685.741","0.00474347"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","2683.639","0.004739757"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","2683.639","0.004739757"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","2275.328","0.004018611"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","2275.328","0.004018611"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","1857.061","0.003279882"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","1857.061","0.003279882"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","1492.422","0.002635868"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","1492.422","0.002635868"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","1437.398","0.002538686"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","1437.398","0.002538686"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","1368.963","0.002417819"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","1368.963","0.002417819"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1297.747","0.002292039"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1297.747","0.002292039"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","1277.422","0.002256142"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","1277.422","0.002256142"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","521.064","9.202865E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","521.064","9.202865E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","479.447","8.467839E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","479.447","8.467839E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","354.996","6.269826E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","354.996","6.269826E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","345.764","6.106773E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","345.764","6.106773E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","313.103","5.529925E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","313.103","5.529925E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","183.726","3.24491E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","183.726","3.24491E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","153.134","2.704604E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","153.134","2.704604E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","64.729","1.143223E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","64.729","1.143223E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","53.28","9.410143E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","53.28","9.410143E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","52.001","9.18425E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","52.001","9.18425E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","40.379","7.13161E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","40.379","7.13161E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","11.707","2.067653E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","11.707","2.067653E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","318124.0","0.1462947"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","318124.0","0.1462947"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","257363.6","0.118353"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","257363.6","0.118353"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","207887.7","0.09560066"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","207887.7","0.09560066"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","206993.6","0.09518949"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","206993.6","0.09518949"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","172370.2","0.07926735"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","172370.2","0.07926735"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","168538.3","0.07750515"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","168538.3","0.07750515"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","138165.1","0.06353755"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","138165.1","0.06353755"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","101330.5","0.04659855"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","101330.5","0.04659855"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","100073.9","0.04602066"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","100073.9","0.04602066"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","80380.58","0.03696436"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","80380.58","0.03696436"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","41454.63","0.01906361"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","41454.63","0.01906361"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","36414.59","0.01674586"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","36414.59","0.01674586"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","35718.83","0.01642591"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","35718.83","0.01642591"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","32920.85","0.01513921"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","32920.85","0.01513921"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","31471.64","0.01447276"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","31471.64","0.01447276"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","30631.37","0.01408635"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","30631.37","0.01408635"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","25545.16","0.01174737"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","25545.16","0.01174737"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","24487.63","0.01126105"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","24487.63","0.01126105"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","18985.5","0.008730801"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","18985.5","0.008730801"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","17674.01","0.008127689"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","17674.01","0.008127689"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","16513.39","0.007593958"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","16513.39","0.007593958"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","15039.3","0.006916077"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","15039.3","0.006916077"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","14747.24","0.006781765"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","14747.24","0.006781765"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","13664.69","0.006283937"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","13664.69","0.006283937"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","11157.51","0.005130971"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","11157.51","0.005130971"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","9955.785","0.004578335"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","9955.785","0.004578335"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","9220.248","0.004240086"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","9220.248","0.004240086"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","6211.175","0.002856313"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","6211.175","0.002856313"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","4600.641","0.002115682"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","4600.641","0.002115682"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","4439.512","0.002041584"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","4439.512","0.002041584"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","3877.91","0.001783322"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","3877.91","0.001783322"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","3837.156","0.001764581"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","3837.156","0.001764581"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","3415.165","0.001570521"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","3415.165","0.001570521"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","3123.875","0.001436566"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","3123.875","0.001436566"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","2471.044","0.001136351"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","2471.044","0.001136351"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","1643.118","7.556154E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","1643.118","7.556154E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","965.808","4.44143E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","965.808","4.44143E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","899.578","4.136861E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","899.578","4.136861E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","693.577","3.18953E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","693.577","3.18953E-4"
