organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHMLargeIntestine,UBERON:0000059,descending colon,119090.40000000001,7,7,7,0,20,5,37,25,CD7+ Immune; DC; Neuroendocrine; Enterocyte; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; M2 Macrophage; Endothelial; B; ICC; MUC1+ Enterocyte; Smooth muscle; Cycling TA; Stroma; Plasma; CD66+ Enterocyte; CD57+ Enterocyte; M1 Macrophage; Paneth; NK; Goblet; TA,1689.47428571428571428571
VHMLargeIntestine,UBERON:0000059,rectum,55500.6,0,6,6,0,20,5,36,25,Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; Smooth muscle; Goblet; CD57+ Enterocyte; DC; Enterocyte; Endothelial; Cycling TA; NK; M2 Macrophage; Neuroendocrine; CD7+ Immune; CD66+ Enterocyte; TA; MUC1+ Enterocyte; Stroma; Plasma; Paneth; ICC; B; M1 Macrophage,1254.86
VHMLargeIntestine,UBERON:0000059,sigmoid colon,80118.31,0,6,6,0,20,5,37,25,M2 Macrophage; Paneth; DC; Enterocyte; Endothelial; Stroma; Plasma; NK; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; ICC; Smooth muscle; M1 Macrophage; Goblet; CD57+ Enterocyte; TA; Neuroendocrine; B; CD7+ Immune; CD66+ Enterocyte; Cycling TA; MUC1+ Enterocyte,1254.86
VHMLargeIntestine,UBERON:0000059,transverse colon,364972.6,5,5,5,0,20,5,37,25,Nerve; NK; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; B; Paneth; Neuroendocrine; M2 Macrophage; CD66+ Enterocyte; Endothelial; Stroma; Goblet; CD57+ Enterocyte; CD7+ Immune; TA; Enterocyte; M1 Macrophage; ICC; Smooth muscle; DC; MUC1+ Enterocyte; Plasma; Cycling TA,935.776
VHMLeftKidney,UBERON:0004538,hilum of kidney,7937.076,0,1,1,0,42,2,0,44,Fibroblast; Monocyte; Medullary Fibroblast; Glomerular Capillary Endothelial; B; Cortical Thick Ascending Limb; Cortical Collecting Duct Principal; Descending Vasa Recta Endothelial; Descending Thin Limb Type 2; T; Outer Medullary Collecting Duct Intercalated Type A; Peritubular Capilary Endothelial; Lymphatic Endothelial; Monocyte-derived; Mesangial; Connecting Tubule Principal; Cycling Mononuclear Phagocyte; Parietal Epithelial; Connecting Tubule; Ascending Vasa Recta Endothelial; Schwann / Neural; Inner Medullary Collecting Duct; Cortical Vascular Smooth Muscle / Pericyte; Distal Convoluted Tubule Type 2; Macula Densa; Mast; Ascending Thin Limb; Proximal Tubule Epithelial Segment 1; Cortical Collecting Duct Intercalated Type A; Descending Thin Limb Type 3; Proximal Tubule Epithelial Segment 3; Outer Medullary Collecting Duct Principal; Vascular Smooth Muscle / Pericyte; Peritubular Capilary Endothelial ; Distal Convoluted Tubule Type 1; Afferent / Efferent Arteriole Endothelial; Descending Vasa Recta Endothelial ; Medullary Thick Ascending Limb; M2 Macrophage; Descending Thin Limb Type 1; Podocyte; Proximal Tubule Epithelial Segment 2; Tissue-resident Macrophage; Natural Killer / Natural Killer T; Plasma; Intercalated Type B,192.13043478260869565217
VHMLeftKidney,UBERON:0004538,kidney capsule,6251.962,0,1,1,0,37,3,1,40,Neutrophil; Fibroblast; Monocyte; Descending Thin Limb Type 1; Afferent / Efferent Arteriole Endothelial; Descending Thin Limb Type 2; Parietal Epithelial; Descending Vasa Recta Endothelial ; Descending Vasa Recta Endothelial; Medullary Fibroblast; Medullary Thick Ascending Limb; Peritubular Capilary Endothelial; Peritubular Capilary Endothelial ; Ascending Thin Limb; Proximal Tubule Epithelial Segment 3; Podocyte; Renin-positive Juxtaglomerular Granular; Cycling Mononuclear Phagocyte; Descending Thin Limb Type 3; Inner Medullary Collecting Duct; Distal Convoluted Tubule Type 1; Cortical Collecting Duct Intercalated Type A; Papillary Tip Epithelial; Vascular Smooth Muscle / Pericyte; Ascending Vasa Recta Endothelial; Natural Killer / Natural Killer T; Connecting Tubule Principal; Outer Medullary Collecting Duct Intercalated Type A; Intercalated Type B; Cortical Thick Ascending Limb; Mesangial; Glomerular Capillary Endothelial; Connecting Tubule; Cortical Collecting Duct Principal; Monocyte-derived; Proximal Tubule Epithelial Segment 1; Cortical Vascular Smooth Muscle / Pericyte; M2 Macrophage; Macula Densa; T; Tissue-resident Macrophage; Outer Medullary Collecting Duct Principal,211.75409836065573770492
VHMLeftKidney,UBERON:0004538,outer cortex of kidney,119897.30000000002,2,7,7,0,48,3,1,51,Plasmacytoid Dendritic; Natural Killer T; Papillary Tip Epithelial; Inner Medullary Collecting Duct; Renin-positive Juxtaglomerular Granular; Classical Dendritic; Distal Convoluted Tubule Type 1; Mesangial; Vascular Smooth Muscle / Pericyte; Connecting Tubule Principal; Cortical Collecting Duct Intercalated Type A; Ascending Thin Limb; Afferent / Efferent Arteriole Endothelial; Peritubular Capilary Endothelial ; Peritubular Capilary Endothelial; Proximal Tubule Epithelial Segment 2; Podocyte; Macula Densa; M2 Macrophage; Medullary Thick Ascending Limb; Descending Thin Limb Type 1; Cortical Collecting Duct Principal; Cortical Thick Ascending Limb; Descending Thin Limb Type 2; Intercalated Type B; Plasma; Descending Thin Limb Type 3; Monocyte-derived; Distal Convoluted Tubule Type 2; Ascending Vasa Recta Endothelial; Connecting Tubule Intercalated Type A; Outer Medullary Collecting Duct Principal; Schwann / Neural; Mast; Outer Medullary Collecting Duct Intercalated Type A; T; Connecting Tubule; Glomerular Capillary Endothelial; Proximal Tubule Epithelial Segment 3; Lymphatic Endothelial; Medullary Fibroblast; Descending Vasa Recta Endothelial ; Descending Vasa Recta Endothelial; Cycling Mononuclear Phagocyte; B; Tissue-resident Macrophage; Proximal Tubule Epithelial Segment 1; Cortical Vascular Smooth Muscle / Pericyte; Natural Killer / Natural Killer T; Parietal Epithelial; Neutrophil; Fibroblast; Monocyte,152.66225165562913907285
VHMLeftKidney,UBERON:0004538,renal column,39325.43,0,1,1,0,42,2,1,44,Fibroblast; Monocyte; T; Inner Medullary Collecting Duct; Connecting Tubule; Glomerular Capillary Endothelial; Cortical Collecting Duct Principal; Outer Medullary Collecting Duct Principal; Medullary Fibroblast; Peritubular Capilary Endothelial; Peritubular Capilary Endothelial ; Proximal Tubule Epithelial Segment 3; Distal Convoluted Tubule Type 1; Proximal Tubule Epithelial Segment 2; Proximal Tubule Epithelial Segment 1; Ascending Vasa Recta Endothelial; Podocyte; Parietal Epithelial; Cortical Collecting Duct Intercalated Type A; M2 Macrophage; Descending Thin Limb Type 2; Connecting Tubule Principal; Macula Densa; Descending Thin Limb Type 3; Outer Medullary Collecting Duct Intercalated Type A; Intercalated Type B; Vascular Smooth Muscle / Pericyte; Medullary Thick Ascending Limb; Cortical Vascular Smooth Muscle / Pericyte; Cortical Thick Ascending Limb; Descending Thin Limb Type 1; Ascending Thin Limb; Descending Vasa Recta Endothelial; Descending Vasa Recta Endothelial ; Mesangial; Afferent / Efferent Arteriole Endothelial; Distal Convoluted Tubule Type 2; Schwann / Neural; Plasma; Lymphatic Endothelial; B; Monocyte-derived; Cycling Mononuclear Phagocyte; Mast; Tissue-resident Macrophage; Natural Killer / Natural Killer T,192.13043478260869565217
VHMLeftKidney,UBERON:0004538,renal papilla,29.41792,0,2,2,0,17,1,2,18,Fibroblast; Inner Medullary Collecting Duct; Descending Thin Limb Type 1; Medullary Fibroblast; Ascending Thin Limb; Glomerular Capillary Endothelial; Medullary Thick Ascending Limb; Vascular Smooth Muscle / Pericyte; Descending Vasa Recta Endothelial ; Papillary Tip Epithelial; Descending Thin Limb Type 2; Descending Thin Limb Type 3; Connecting Tubule; Ascending Vasa Recta Endothelial; Cortical Collecting Duct Principal; Parietal Epithelial; Distal Convoluted Tubule Type 1; Lymphatic Endothelial,733.16666666666666666667
VHMLeftKidney,UBERON:0004538,renal pyramid,4330.210666666667,0,6,6,0,44,2,1,46,Fibroblast; Intercalated Type B; Peritubular Capilary Endothelial ; Peritubular Capilary Endothelial; Connecting Tubule; Distal Convoluted Tubule Type 1; Proximal Tubule Epithelial Segment 3; Descending Thin Limb Type 3; Descending Thin Limb Type 2; Descending Thin Limb Type 1; Macula Densa; Medullary Thick Ascending Limb; Proximal Tubule Epithelial Segment 1; Vascular Smooth Muscle / Pericyte; Podocyte; Cortical Thick Ascending Limb; Connecting Tubule Principal; Cortical Collecting Duct Intercalated Type A; Parietal Epithelial; Proximal Tubule Epithelial Segment 2; Descending Vasa Recta Endothelial ; Descending Vasa Recta Endothelial; Cortical Collecting Duct Principal; Inner Medullary Collecting Duct; Medullary Fibroblast; Ascending Thin Limb; Glomerular Capillary Endothelial; Monocyte; Outer Medullary Collecting Duct Principal; Ascending Vasa Recta Endothelial; Outer Medullary Collecting Duct Intercalated Type A; Afferent / Efferent Arteriole Endothelial; Cortical Vascular Smooth Muscle / Pericyte; Natural Killer / Natural Killer T; Monocyte-derived; Plasma; Papillary Tip Epithelial; Schwann / Neural; Tissue-resident Macrophage; T; Cycling Mononuclear Phagocyte; M2 Macrophage; Mesangial; Distal Convoluted Tubule Type 2; Mast; Lymphatic Endothelial; B; Natural Killer T,234.50476190476190476190
VHMLeftUreter,UBERON:0001223,left ureter,1685.8,3,3,3,0,31,1,0,32,Descending Vasa Recta Endothelial ; Outer Medullary Collecting Duct Principal; Medullary Fibroblast; Cortical Collecting Duct Intercalated Type A; Ascending Vasa Recta Endothelial; M2 Macrophage; Cortical Vascular Smooth Muscle / Pericyte; Inner Medullary Collecting Duct; Descending Thin Limb Type 1; Connecting Tubule; Papillary Tip Epithelial; Lymphatic Endothelial; Descending Thin Limb Type 3; Peritubular Capilary Endothelial ; Afferent / Efferent Arteriole Endothelial; Vascular Smooth Muscle / Pericyte; Ascending Thin Limb; Schwann / Neural; Non-classical monocyte; Descending Thin Limb Type 2; Podocyte; Intercalated Type B; Proximal Tubule Epithelial Segment 1; Proximal Tubule Epithelial Segment 3; Parietal Epithelial; B; Connecting Tubule Principal; Monocyte-derived; Fibroblast; Macula Densa; Cortical Collecting Duct Principal; Mesangial,679.92
VHMLung,UBERON:0001004,Lateral segmental bronchus,665.072,0,1,1,0,1,27,0,28,alveolar macrophage; B cell; basal cell; blood vessel endothelial cell; chondrocyte; ciliated cell; club cell; dendritic cell; endothelial cell; endothelial cell of artery; epithelial cell; fibroblast; goblet cell; lung neuroendocrine cell; macrophage; mast cell; monocyte; myofibroblast cell; native cell; natural killer cell; pericyte; smooth muscle cell; T cell; type I pneumocyte; type II pneumocyte; vascular associated smooth muscle cell; vein endothelial cell; enucleate erythrocyte,211.10948905109489051095
VHMLung,UBERON:0001004,Left apical bronchopulmonary segment,174591.4,2,5,1,4,2,4,0,6,Endothelial cell; Fibroblast; Muscle; Epithelial cell; Immune (myeloid); Immune (lymphocyte),1835.33333333333333333333
VHMLung,UBERON:0001004,Right Lateral Bronchopulmonary Segment,162410.7,1,4,1,3,1,27,0,28,alveolar macrophage; B cell; basal cell; macrophage; mast cell; monocyte; myofibroblast cell; native cell; natural killer cell; pericyte; smooth muscle cell; T cell; type I pneumocyte; type II pneumocyte; vascular associated smooth muscle cell; vein endothelial cell; enucleate erythrocyte; blood vessel endothelial cell; chondrocyte; ciliated cell; club cell; dendritic cell; endothelial cell; endothelial cell of artery; epithelial cell; fibroblast; goblet cell; lung neuroendocrine cell,211.10948905109489051095
VHMProstate,UBERON:0000079,central zone of prostate,1800.096,0,1,2,0,3,4,0,7,Immune (myeloid); Immune (lymphocyte); Endothelial cell; Fibroblast; Muscle; Epithelial cell; Glia,1194.65384615384615384615
VHMProstate,UBERON:0000079,peripheral zone of prostate,4450.4169999999995,0,1,2,0,3,4,0,7,Endothelial cell; Fibroblast; Muscle; Epithelial cell; Immune (myeloid); Immune (lymphocyte); Glia,1194.65384615384615384615
VHMRightKidney,UBERON:0004539,outer cortex of kidney,109925.0,4,4,2,2,49,3,1,52,Plasmacytoid Dendritic; Natural Killer T; Papillary Tip Epithelial; Inner Medullary Collecting Duct; Renin-positive Juxtaglomerular Granular; Classical Dendritic; Distal Convoluted Tubule Type 1; Mesangial; Vascular Smooth Muscle / Pericyte; Connecting Tubule Principal; Cortical Collecting Duct Intercalated Type A; Ascending Thin Limb; Afferent / Efferent Arteriole Endothelial; Peritubular Capilary Endothelial ; Peritubular Capilary Endothelial; Proximal Tubule Epithelial Segment 2; Podocyte; Macula Densa; M2 Macrophage; Medullary Thick Ascending Limb; Descending Thin Limb Type 1; Cortical Collecting Duct Principal; Cortical Thick Ascending Limb; Descending Thin Limb Type 2; Intercalated Type B; Plasma; Descending Thin Limb Type 3; Monocyte-derived; Distal Convoluted Tubule Type 2; Ascending Vasa Recta Endothelial; Connecting Tubule Intercalated Type A; Outer Medullary Collecting Duct Principal; Schwann / Neural; Mast; Outer Medullary Collecting Duct Intercalated Type A; Non-classical monocyte; T; Connecting Tubule; Glomerular Capillary Endothelial; Proximal Tubule Epithelial Segment 3; Lymphatic Endothelial; Medullary Fibroblast; Descending Vasa Recta Endothelial ; Descending Vasa Recta Endothelial; Cycling Mononuclear Phagocyte; B; Tissue-resident Macrophage; Proximal Tubule Epithelial Segment 1; Cortical Vascular Smooth Muscle / Pericyte; Natural Killer / Natural Killer T; Parietal Epithelial; Neutrophil; Fibroblast; Monocyte,599.57001522070015220700
VHMRightKidney,UBERON:0004539,renal papilla,32.27643,0,1,1,0,22,0,2,22,Inner Medullary Collecting Duct; Descending Thin Limb Type 1; Medullary Fibroblast; Ascending Thin Limb; Vascular Smooth Muscle / Pericyte; T; Outer Medullary Collecting Duct Principal; Descending Vasa Recta Endothelial; Papillary Tip Epithelial; Descending Thin Limb Type 2; Descending Thin Limb Type 3; Monocyte-derived; Plasma; Connecting Tubule; Peritubular Capilary Endothelial; Cortical Collecting Duct Intercalated Type A; Ascending Vasa Recta Endothelial; Natural Killer / Natural Killer T; Intercalated Type B; Cortical Collecting Duct Principal; Parietal Epithelial; Non-classical monocyte,21.54838709677419354839
VHMRightKidney,UBERON:0004539,renal pyramid,3183.276,1,2,2,0,36,1,1,37,Fibroblast; Intercalated Type B; Peritubular Capilary Endothelial; Peritubular Capilary Endothelial ; Connecting Tubule; Distal Convoluted Tubule Type 1; Proximal Tubule Epithelial Segment 3; Descending Thin Limb Type 3; Descending Thin Limb Type 2; Descending Thin Limb Type 1; Macula Densa; Medullary Thick Ascending Limb; Proximal Tubule Epithelial Segment 1; Vascular Smooth Muscle / Pericyte; Podocyte; Cortical Thick Ascending Limb; Connecting Tubule Principal; Cortical Collecting Duct Intercalated Type A; Parietal Epithelial; Proximal Tubule Epithelial Segment 2; Descending Vasa Recta Endothelial; Descending Vasa Recta Endothelial ; Cortical Collecting Duct Principal; Inner Medullary Collecting Duct; Medullary Fibroblast; Ascending Thin Limb; Glomerular Capillary Endothelial; Outer Medullary Collecting Duct Principal; Ascending Vasa Recta Endothelial; Outer Medullary Collecting Duct Intercalated Type A; Afferent / Efferent Arteriole Endothelial; Cortical Vascular Smooth Muscle / Pericyte; Natural Killer / Natural Killer T; Monocyte-derived; Plasma; Papillary Tip Epithelial; T; Non-classical monocyte; B,101.76470588235294117647
VHMSkin,UBERON:0002097,skin of body,2109804.0,6,6,6,0,10,4,36,14,Epithelial cell (keratinocyte); Other; Melanocyte; Immune (myeloid); Immune (lymphocyte); Adipocyte; T-Killer; T-helper; CD68 / Macrophage; T-reg; Endothelial cell; Fibroblast; Muscle; Epithelial cell,381.96666666666666666667
VHMSmallIntestine,UBERON:0002108,ascending part of duodenum,7109.89,0,6,6,0,20,5,0,25,Plasma; Enterocyte; NK; Paneth; DC; Endothelial; CD57+ Enterocyte; Stroma; Goblet; B; Smooth muscle; Cycling TA; M1 Macrophage; Neuroendocrine; MUC1+ Enterocyte; ICC; TA; CD66+ Enterocyte; CD7+ Immune; M2 Macrophage; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve,1818.26666666666666666667
VHMSmallIntestine,UBERON:0002108,descending part of duodenum,10111.839999999998,6,6,6,0,20,5,0,25,ICC; Paneth; Endothelial; Enterocyte; CD7+ Immune; Stroma; M2 Macrophage; CD66+ Enterocyte; M1 Macrophage; CD57+ Enterocyte; Smooth muscle; DC; MUC1+ Enterocyte; B; Goblet; TA; Neuroendocrine; Plasma; NK; Cycling TA; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve,1914.24666666666666666667
VHMSmallIntestine,UBERON:0002108,distal part of ileum,14601.44,6,6,6,0,20,5,29,25,Paneth; Goblet; CD7+ Immune; M2 Macrophage; DC; M1 Macrophage; Smooth muscle; MUC1+ Enterocyte; Enterocyte; Plasma; ICC; Cycling TA; Neuroendocrine; Stroma; CD66+ Enterocyte; NK; CD57+ Enterocyte; B; TA; Endothelial; CD4+ T cell; CD8+ T; Nerve; Neutrophil; Lymphatic,2103.03204241585984324574
VHMSmallIntestine,UBERON:0002108,horizontal part of duodenum,10554.94,0,6,6,0,20,5,0,25,Goblet; Paneth; ICC; Smooth muscle; B; MUC1+ Enterocyte; Neuroendocrine; CD57+ Enterocyte; NK; Plasma; Enterocyte; Endothelial; DC; Stroma; Cycling TA; M1 Macrophage; TA; CD66+ Enterocyte; CD7+ Immune; M2 Macrophage; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve,1818.26666666666666666667
VHMSmallIntestine,UBERON:0002108,jejunum,194372.1,6,6,6,0,20,5,29,25,Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; DC; Smooth muscle; CD66+ Enterocyte; Cycling TA; TA; ICC; Stroma; Enterocyte; M2 Macrophage; Plasma; CD57+ Enterocyte; M1 Macrophage; Neuroendocrine; CD7+ Immune; B; NK; Paneth; MUC1+ Enterocyte; Endothelial; Goblet,2476.78976486860304287690
