,source, target, distance,in_hra_pop
326,VH_F_hepatic_portal_vein,VH_F_right_branch_of_portal_vein,-1,FALSE
327,VH_F_right_colic_vein,VH_F_superior_mesenteric_vein,-1,FALSE
328,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_a,-1,FALSE
329,VH_F_inferior_vena_cava_a,VH_F_right_hepatic_vein,-1,FALSE
330,VH_F_central_retinal_vein_R,VH_F_long_posterior_ciliary_artery_R,-1,FALSE
331,VH_F_inferior_vena_cava_b,VH_F_left_common_iliac_vein,-1,FALSE
332,VH_F_marginal_artery_of_Drummond,VH_F_middle_colic_artery,-1,FALSE
333,VH_F_hepatic_portal_vein,VH_F_right_hepatic_artery,-1,FALSE
334,VH_F_cystic_artery,VH_F_right_hepatic_artery,-1,FALSE
335,VH_F_ciliary_muscle_L,VH_F_ciliary_processes_L,-1,FALSE
336,VH_F_ciliary_muscle_L,VH_F_iris_L,-1,FALSE
337,VH_F_retina_L,VH_F_vitreous_humor_L,-1,FALSE
338,VH_F_ciliary_body_L,VH_F_ciliary_muscle_L,-1,FALSE
339,VH_F_optic_choroid_L,VH_F_ora_serrata_of_retina_L,-1,FALSE
340,VH_F_lens_L,VH_F_vitreous_humor_L,-1,FALSE
341,VH_F_ciliary_body_L,VH_F_suspensory_ligament_of_lens_L,-1,FALSE
342,VH_F_ciliary_processes_L,VH_F_vitreous_humor_L,-1,FALSE
343,VH_F_fovea_L,VH_F_vitreous_humor_L,-1,FALSE
344,VH_F_optic_choroid_L,VH_F_optic_disc_L,-1,FALSE
345,VH_F_aqueous_humor_L,VH_F_lens_L,-1,FALSE
346,VH_F_sclera_L,VH_F_trabecular_meshwork_L,-1,FALSE
347,VH_F_suspensory_ligament_of_lens_L,VH_F_vitreous_humor_L,-1,FALSE
348,VH_F_fovea_L,VH_F_macula_lutea_L,-1,FALSE
349,VH_F_iris_L,VH_F_trabecular_meshwork_L,-1,FALSE
350,VH_F_retina_L,VH_F_sclera_L,-1,FALSE
351,VH_F_aqueous_humor_L,VH_F_iris_L,-1,FALSE
352,VH_F_corneo_scleral_junction_L,VH_F_sclera_L,-1,FALSE
353,VH_F_aqueous_humor_L,VH_F_pupil_L,-1,FALSE
354,VH_F_schlemms_canal_L,VH_F_trabecular_meshwork_L,-1,FALSE
355,VH_F_optic_choroid_L,VH_F_retina_L,-1,FALSE
356,VH_F_lens_L,VH_F_pupil_L,-1,FALSE
357,VH_F_cornea_L,VH_F_sclera_L,-1,FALSE
358,VH_F_ciliary_body_L,VH_F_ora_serrata_of_retina_L,-1,FALSE
359,VH_F_aqueous_humor_L,VH_F_ciliary_body_L,-1,FALSE
360,VH_F_aqueous_humor_L,VH_F_cornea_L,-1,FALSE
361,VH_F_optic_choroid_L,VH_F_sclera_L,-1,FALSE
362,VH_F_ciliary_muscle_L,VH_F_optic_choroid_L,-1,FALSE
363,VH_F_ciliary_body_L,VH_F_retina_L,-1,FALSE
364,VH_F_bulbar_conjunctiva_L,VH_F_sclera_L,-1,FALSE
365,VH_F_ciliary_body_L,VH_F_vitreous_humor_L,-1,FALSE
366,VH_F_iris_L,VH_F_lens_L,-1,FALSE
367,VH_F_ciliary_muscle_L,VH_F_suspensory_ligament_of_lens_L,-1,FALSE
368,VH_F_ora_serrata_of_retina_L,VH_F_retina_L,-1,FALSE
369,VH_F_ciliary_body_L,VH_F_ciliary_processes_L,-1,FALSE
370,VH_F_ciliary_body_L,VH_F_iris_L,-1,FALSE
371,VH_F_ora_serrata_of_retina_L,VH_F_vitreous_humor_L,-1,FALSE
372,VH_F_ciliary_muscle_L,VH_F_trabecular_meshwork_L,-1,FALSE
373,VH_F_ciliary_processes_L,VH_F_suspensory_ligament_of_lens_L,-1,FALSE
374,VH_F_lens_L,VH_F_suspensory_ligament_of_lens_L,-1,FALSE
375,VH_F_ciliary_muscle_L,VH_F_ora_serrata_of_retina_L,-1,FALSE
376,VH_F_aqueous_humor_L,VH_F_ciliary_muscle_L,-1,FALSE
377,VH_F_optic_disc_L,VH_F_retina_L,-1,FALSE
378,VH_F_aqueous_humor_L,VH_F_trabecular_meshwork_L,-1,FALSE
379,VH_F_macula_lutea_L,VH_F_retina_L,-1,FALSE
380,VH_F_macula_lutea_L,VH_F_vitreous_humor_L,-1,FALSE
381,VH_F_optic_choroid_L,VH_F_suspensory_ligament_of_lens_L,-1,FALSE
382,VH_F_ciliary_body_L,VH_F_optic_choroid_L,-1,FALSE
383,VH_F_aqueous_humor_L,VH_F_schlemms_canal_L,-1,FALSE
384,VH_F_ciliary_muscle_L,VH_F_sclera_L,-1,FALSE
385,VH_F_cornea_L,VH_F_corneo_scleral_junction_L,-1,FALSE
386,VH_F_optic_choroid_R,VH_F_sclera_R,-1,FALSE
387,VH_F_optic_choroid_R,VH_F_ora_serrata_of_retina_R,-1,FALSE
388,VH_F_iris_R,VH_F_trabecular_meshwork_R,-1,FALSE
389,VH_F_aqueous_humor_R,VH_F_ciliary_muscle_R,-1,FALSE
390,VH_F_macula_lutea_R,VH_F_retina_R,-1,FALSE
391,VH_F_ciliary_muscle_R,VH_F_iris_R,-1,FALSE
392,VH_F_aqueous_humor_R,VH_F_lens_R,-1,FALSE
393,VH_F_retina_R,VH_F_vitreous_humor_R,-1,FALSE
394,VH_F_ciliary_body_R,VH_F_optic_choroid_R,-1,FALSE
395,VH_F_lens_R,VH_F_pupil_R,-1,FALSE
396,VH_F_ciliary_body_R,VH_F_ciliary_muscle_R,-1,FALSE
397,VH_F_aqueous_humor_R,VH_F_ciliary_body_R,-1,FALSE
398,VH_F_ciliary_muscle_R,VH_F_trabecular_meshwork_R,-1,FALSE
399,VH_F_aqueous_humor_R,VH_F_iris_R,-1,FALSE
400,VH_F_optic_choroid_R,VH_F_optic_disc_R,-1,FALSE
401,VH_F_ora_serrata_of_retina_R,VH_F_retina_R,-1,FALSE
402,VH_F_aqueous_humor_R,VH_F_cornea_R,-1,FALSE
403,VH_F_fovea_R,VH_F_macula_lutea_R,-1,FALSE
404,VH_F_ciliary_body_R,VH_F_iris_R,-1,FALSE
405,VH_F_ciliary_muscle_R,VH_F_suspensory_ligament_of_lens_R,-1,FALSE
406,VH_F_sclera_R,VH_F_trabecular_meshwork_R,-1,FALSE
407,VH_F_cornea_R,VH_F_sclera_R,-1,FALSE
408,VH_F_aqueous_humor_R,VH_F_trabecular_meshwork_R,-1,FALSE
409,VH_F_ciliary_muscle_R,VH_F_ciliary_processes_R,-1,FALSE
410,VH_F_corneo_scleral_junction_R,VH_F_sclera_R,-1,FALSE
411,VH_F_bulbar_conjunctiva_R,VH_F_sclera_R,-1,FALSE
412,VH_F_retina_R,VH_F_sclera_R,-1,FALSE
413,VH_F_ciliary_body_R,VH_F_vitreous_humor_R,-1,FALSE
414,VH_F_ciliary_body_R,VH_F_suspensory_ligament_of_lens_R,-1,FALSE
415,VH_F_ciliary_muscle_R,VH_F_ora_serrata_of_retina_R,-1,FALSE
416,VH_F_iris_R,VH_F_lens_R,-1,FALSE
417,VH_F_macula_lutea_R,VH_F_vitreous_humor_R,-1,FALSE
418,VH_F_ciliary_muscle_R,VH_F_sclera_R,-1,FALSE
419,VH_F_optic_choroid_R,VH_F_suspensory_ligament_of_lens_R,-1,FALSE
420,VH_F_cornea_R,VH_F_corneo_scleral_junction_R,-1,FALSE
421,VH_F_schlemms_canal_R,VH_F_trabecular_meshwork_R,-1,FALSE
422,VH_F_ciliary_body_R,VH_F_ciliary_processes_R,-1,FALSE
423,VH_F_ciliary_processes_R,VH_F_vitreous_humor_R,-1,FALSE
424,VH_F_suspensory_ligament_of_lens_R,VH_F_vitreous_humor_R,-1,FALSE
425,VH_F_lens_R,VH_F_vitreous_humor_R,-1,FALSE
426,VH_F_ciliary_processes_R,VH_F_suspensory_ligament_of_lens_R,-1,FALSE
427,VH_F_aqueous_humor_R,VH_F_pupil_R,-1,FALSE
428,VH_F_optic_disc_R,VH_F_retina_R,-1,FALSE
429,VH_F_ciliary_muscle_R,VH_F_optic_choroid_R,-1,FALSE
430,VH_F_lens_R,VH_F_suspensory_ligament_of_lens_R,-1,FALSE
431,VH_F_ora_serrata_of_retina_R,VH_F_vitreous_humor_R,-1,FALSE
432,VH_F_aqueous_humor_R,VH_F_schlemms_canal_R,-1,FALSE
433,VH_F_fovea_R,VH_F_vitreous_humor_R,-1,FALSE
434,VH_F_ciliary_body_R,VH_F_retina_R,-1,FALSE
435,VH_F_ciliary_body_R,VH_F_ora_serrata_of_retina_R,-1,FALSE
436,VH_F_optic_choroid_R,VH_F_retina_R,-1,FALSE
437,VH_F_ampulla_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1,FALSE
438,VH_F_ampulla_of_uterine_tube_L,VH_F_isthmus_of_fallopian_tube_L,-1,FALSE
439,VH_F_fibria_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1,FALSE
440,VH_F_fibria_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,-1,FALSE
441,VH_F_ampulla_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,-1,FALSE
442,VH_F_ampulla_of_uterine_tube_R,VH_F_isthmus_of_fallopian_tube_R,-1,FALSE
443,VH_F_right_cardiac_atrium,VH_F_right_ventricle,-1,FALSE
444,VH_F_left_cardiac_atrium,VH_F_right_ventricle,-1,FALSE
445,VH_F_mitral_valve,VH_F_right_ventricle,-1,FALSE
446,VH_F_interventricular_septum,VH_F_tricuspid_valve,-1,FALSE
447,VH_F_interventricular_septum,VH_F_papillary_muscle_of_heart_posmed,-1,FALSE
448,VH_F_papillary_muscle_of_heart_pos,VH_F_right_ventricle,-1,FALSE
449,VH_F_left_ventricle,VH_F_tricuspid_valve,-1,FALSE
450,VH_F_pulmonary_valve,VH_F_right_ventricle,-1,FALSE
451,VH_F_left_cardiac_atrium,VH_F_mitral_valve,-1,FALSE
452,VH_F_interventricular_septum,VH_F_left_ventricle,-1,FALSE
453,VH_F_left_cardiac_atrium,VH_F_right_cardiac_atrium,-1,FALSE
454,VH_F_interventricular_septum,VH_F_right_ventricle,-1,FALSE
455,VH_F_papillary_muscle_of_heart_med,VH_F_right_ventricle,-1,FALSE
456,VH_F_left_ventricle,VH_F_right_ventricle,-1,FALSE
457,VH_F_aortic_valve,VH_F_left_ventricle,-1,FALSE
458,VH_F_interventricular_septum,VH_F_mitral_valve,-1,FALSE
459,VH_F_right_cardiac_atrium,VH_F_tricuspid_valve,-1,FALSE
460,VH_F_papillary_muscle_of_heart_ant,VH_F_right_ventricle,-1,FALSE
461,VH_F_mitral_valve,VH_F_tricuspid_valve,-1,FALSE
462,VH_F_left_ventricle,VH_F_mitral_valve,-1,FALSE
463,VH_F_aortic_valve,VH_F_right_ventricle,-1,FALSE
464,VH_F_right_ventricle,VH_F_tricuspid_valve,-1,FALSE
465,VH_F_left_ventricle,VH_F_right_cardiac_atrium,-1,FALSE
466,VH_F_aortic_valve,VH_F_left_cardiac_atrium,-1,FALSE
467,VH_F_left_cardiac_atrium,VH_F_left_ventricle,-1,FALSE
468,VH_F_aortic_valve,VH_F_interventricular_septum,-1,FALSE
469,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_g,-1,FALSE
470,VH_F_renal_column_L,VH_F_renal_pyramid_L_d,-1,FALSE
471,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_f,-1,FALSE
472,VH_F_renal_column_L,VH_F_renal_pyramid_L_a,-1,FALSE
473,VH_F_renal_papilla_L_c,VH_F_renal_pyramid_L_c,-1,FALSE
474,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_f,-1,FALSE
475,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_a,-1,FALSE
476,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_d,-1,FALSE
477,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_a,-1,FALSE
478,VH_F_renal_column_L,VH_F_renal_pyramid_L_e,-1,FALSE
479,VH_F_renal_column_L,VH_F_renal_papilla_L_f,-1,FALSE
480,VH_F_renal_column_L,VH_F_renal_pyramid_L_c,-1,FALSE
481,VH_F_renal_papilla_L_e,VH_F_renal_pyramid_L_e,-1,FALSE
482,VH_F_renal_column_L,VH_F_renal_pyramid_L_b,-1,FALSE
483,VH_F_renal_papilla_L_f,VH_F_renal_pyramid_L_f,-1,FALSE
484,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_e,-1,FALSE
485,VH_F_renal_column_L,VH_F_renal_pyramid_L_j,-1,FALSE
486,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_g,-1,FALSE
487,VH_F_hilum_of_kidney_L,VH_F_kidney_capsule_L,-1,FALSE
488,VH_F_renal_papilla_L_j,VH_F_renal_pyramid_L_j,-1,FALSE
489,VH_F_renal_column_L,VH_F_renal_papilla_L_b,-1,FALSE
490,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_c,-1,FALSE
491,VH_F_renal_column_L,VH_F_renal_papilla_L_j,-1,FALSE
492,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_b,-1,FALSE
493,VH_F_renal_column_L,VH_F_renal_pyramid_L_i,-1,FALSE
494,VH_F_renal_papilla_L_g,VH_F_renal_pyramid_L_g,-1,FALSE
495,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_j,-1,FALSE
496,VH_F_kidney_capsule_L,VH_F_outer_cortex_of_kidney_L,-1,FALSE
497,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_j,-1,FALSE
498,VH_F_renal_column_L,VH_F_renal_pyramid_L_h,-1,FALSE
499,VH_F_renal_column_L,VH_F_renal_pyramid_L_k,-1,FALSE
500,VH_F_renal_papilla_L_b,VH_F_renal_pyramid_L_b,-1,FALSE
501,VH_F_renal_papilla_L_k,VH_F_renal_pyramid_L_k,-1,FALSE
502,VH_F_renal_papilla_L_i,VH_F_renal_pyramid_L_i,-1,FALSE
503,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_i,-1,FALSE
504,VH_F_renal_papilla_L_a,VH_F_renal_pyramid_L_a,-1,FALSE
505,VH_F_renal_papilla_L_d,VH_F_renal_pyramid_L_d,-1,FALSE
506,VH_F_renal_column_L,VH_F_renal_pyramid_L_g,-1,FALSE
507,VH_F_hilum_of_kidney_L,VH_F_renal_column_L,-1,FALSE
508,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_h,-1,FALSE
509,VH_F_renal_papilla_L_h,VH_F_renal_pyramid_L_h,-1,FALSE
510,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_g,-1,FALSE
511,VH_F_hilum_of_kidney_L,VH_F_outer_cortex_of_kidney_L,-1,FALSE
512,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_k,-1,FALSE
513,VH_F_outer_cortex_of_kidney_L,VH_F_renal_column_L,-1,FALSE
514,VH_F_renal_column_L,VH_F_renal_pyramid_L_f,-1,FALSE
515,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_f,-1,FALSE
516,VH_F_renal_column_R,VH_F_renal_papilla_R_b,-1,FALSE
517,VH_F_kidney_capsule_R,VH_F_outer_cortex_of_kidney_R,-1,FALSE
518,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_g,-1,FALSE
519,VH_F_renal_column_R,VH_F_renal_pyramid_R_i,-1,FALSE
520,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_j,-1,FALSE
521,VH_F_renal_column_R,VH_F_renal_pyramid_R_c,-1,FALSE
522,VH_F_renal_papilla_R_f,VH_F_renal_pyramid_R_f,-1,FALSE
523,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_b,-1,FALSE
524,VH_F_renal_column_R,VH_F_renal_pyramid_R_a,-1,FALSE
525,VH_F_hilum_of_kidney_R,VH_F_outer_cortex_of_kidney_R,-1,FALSE
526,VH_F_renal_column_R,VH_F_renal_pyramid_R_f,-1,FALSE
527,VH_F_renal_column_R,VH_F_renal_pyramid_R_g,-1,FALSE
528,VH_F_renal_column_R,VH_F_renal_papilla_R_f,-1,FALSE
529,VH_F_renal_column_R,VH_F_renal_pyramid_R_j,-1,FALSE
530,VH_F_renal_papilla_R_b,VH_F_renal_pyramid_R_b,-1,FALSE
531,VH_F_renal_column_R,VH_F_renal_papilla_R_g,-1,FALSE
532,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_h,-1,FALSE
533,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_e,-1,FALSE
534,VH_F_renal_column_R,VH_F_renal_pyramid_R_b,-1,FALSE
535,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_d,-1,FALSE
536,VH_F_renal_papilla_R_c,VH_F_renal_pyramid_R_c,-1,FALSE
537,VH_F_renal_papilla_R_h,VH_F_renal_pyramid_R_h,-1,FALSE
538,VH_F_hilum_of_kidney_R,VH_F_kidney_capsule_R,-1,FALSE
539,VH_F_renal_papilla_R_j,VH_F_renal_pyramid_R_j,-1,FALSE
540,VH_F_renal_papilla_R_e,VH_F_renal_pyramid_R_e,-1,FALSE
541,VH_F_hilum_of_kidney_R,VH_F_renal_column_R,-1,FALSE
542,VH_F_renal_column_R,VH_F_renal_pyramid_R_h,-1,FALSE
543,VH_F_renal_column_R,VH_F_renal_pyramid_R_e,-1,FALSE
544,VH_F_renal_column_R,VH_F_renal_papilla_R_a,-1,FALSE
545,VH_F_renal_column_R,VH_F_renal_pyramid_R_d,-1,FALSE
546,VH_F_outer_cortex_of_kidney_R,VH_F_renal_column_R,-1,FALSE
547,VH_F_renal_papilla_R_i,VH_F_renal_pyramid_R_i,-1,FALSE
548,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_i,-1,FALSE
549,VH_F_renal_papilla_R_d,VH_F_renal_pyramid_R_d,-1,FALSE
550,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_c,-1,FALSE
551,VH_F_renal_papilla_R_a,VH_F_renal_pyramid_R_a,-1,FALSE
552,VH_F_renal_papilla_R_g,VH_F_renal_pyramid_R_g,-1,FALSE
553,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_a,-1,FALSE
554,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_sup_L,-1,FALSE
555,VH_F_femur_L,VH_F_lateral_perichondular_surface_L,-1,FALSE
556,VH_F_articular_cartilage_of_knee_L,VH_F_distal_most_point_of_medial_condyle_L,-1,FALSE
557,VH_F_lateral_condyle_of_femur_sup_L,VH_F_trochlear_groove_L,-1,FALSE
558,VH_F_femur_L,VH_F_medial_perichondular_surface_L,-1,FALSE
559,VH_F_medial_condyle_of_left_femur_sup,VH_F_trochlear_groove_L,-1,FALSE
560,VH_F_articular_cartilage_of_knee_L,VH_F_meniscus_L,-1,FALSE
561,VH_F_articular_cartilage_of_knee_L,VH_F_posterior_cruciate_enthesis_L,-1,FALSE
562,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_inf_L,-1,FALSE
563,VH_F_femur_L,VH_F_lateral_epicondylar_enthesis_L,-1,FALSE
564,VH_F_articular_cartilage_of_knee_L,VH_F_medial_condyle_of_left_femur_sup,-1,FALSE
565,VH_F_femur_L,VH_F_intercondylar_fossa_L,-1,FALSE
566,VH_F_intercondylar_fossa_L,VH_F_posterior_cruciate_enthesis_L,-1,FALSE
567,VH_F_articular_cartilage_of_knee_L,VH_F_medial_condyle_of_left_femur_inf,-1,FALSE
568,VH_F_anterior_cruciate_enthesis_L,VH_F_femur_L,-1,FALSE
569,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_frontal_L,-1,FALSE
570,VH_F_medial_condyle_of_left_femur_sup,VH_F_meniscus_L,-1,FALSE
571,VH_F_medial_epicondylar_enthesis_L,VH_F_medial_perichondular_surface_L,-1,FALSE
572,VH_F_articular_cartilage_of_knee_L,VH_F_intercondylar_fossa_L,-1,FALSE
573,VH_F_lateral_epicondylar_enthesis_L,VH_F_lateral_perichondular_surface_L,-1,FALSE
574,VH_F_articular_cartilage_of_knee_L,VH_F_femur_L,-1,FALSE
575,VH_F_femur_L,VH_F_medial_epicondylar_enthesis_L,-1,FALSE
576,VH_F_anterior_cruciate_enthesis_L,VH_F_posterior_cruciate_enthesis_L,-1,FALSE
577,VH_F_articular_cartilage_of_knee_L,VH_F_trochlear_groove_L,-1,FALSE
578,VH_F_meniscus_L,VH_F_tibia_L,-1,FALSE
579,VH_F_femur_L,VH_F_posterior_cruciate_enthesis_L,-1,FALSE
580,VH_F_anterior_cruciate_enthesis_L,VH_F_articular_cartilage_of_knee_L,-1,FALSE
581,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_inf_R,-1,FALSE
582,VH_F_meniscus_R,VH_F_tibia_R,-1,FALSE
583,VH_F_femur_R,VH_F_medial_epicondylar_enthesis_R,-1,FALSE
584,VH_F_lateral_epicondylar_enthesis_R,VH_F_lateral_perichondular_surface_R,-1,FALSE
585,VH_F_anterior_cruciate_enthesis_R,VH_F_articular_cartilage_of_knee_R,-1,FALSE
586,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_sup,-1,FALSE
587,VH_F_femur_R,VH_F_medial_perichondular_surface_R,-1,FALSE
588,VH_F_femur_R,VH_F_intercondylar_fossa_R,-1,FALSE
589,VH_F_medial_condyle_of_right_femur_sup,VH_F_meniscus_R,-1,FALSE
590,VH_F_anterior_cruciate_enthesis_R,VH_F_posterior_cruciate_enthesis_R,-1,FALSE
591,VH_F_articular_cartilage_of_knee_R,VH_F_intercondylar_fossa_R,-1,FALSE
592,VH_F_articular_cartilage_of_knee_R,VH_F_meniscus_R,-1,FALSE
593,VH_F_medial_condyle_of_right_femur_sup,VH_F_trochlear_groove_R,-1,FALSE
594,VH_F_articular_cartilage_of_knee_R,VH_F_trochlear_groove_R,-1,FALSE
595,VH_F_articular_cartilage_of_knee_R,VH_F_distal_most_point_of_medial_condyle_R,-1,FALSE
596,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_sup_R,-1,FALSE
597,VH_F_femur_R,VH_F_posterior_cruciate_enthesis_R,-1,FALSE
598,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_frontal_R,-1,FALSE
599,VH_F_lateral_condyle_of_femur_sup_R,VH_F_trochlear_groove_R,-1,FALSE
600,VH_F_anterior_cruciate_enthesis_R,VH_F_femur_R,-1,FALSE
601,VH_F_articular_cartilage_of_knee_R,VH_F_posterior_cruciate_enthesis_R,-1,FALSE
602,VH_F_femur_R,VH_F_lateral_perichondular_surface_R,-1,FALSE
603,VH_F_medial_epicondylar_enthesis_R,VH_F_medial_perichondular_surface_R,-1,FALSE
604,VH_F_articular_cartilage_of_knee_R,VH_F_femur_R,-1,FALSE
605,VH_F_femur_R,VH_F_lateral_epicondylar_enthesis_R,-1,FALSE
606,VH_F_intercondylar_fossa_R,VH_F_posterior_cruciate_enthesis_R,-1,FALSE
607,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_inf,-1,FALSE
608,VH_F_cricoid_cartilage,VH_F_thyroid_cartilage,-1,FALSE
609,VH_F_arytenoid_cartilage_R,VH_F_cricoid_cartilage,-1,FALSE
610,VH_F_arytenoid_cartilage_L,VH_F_corniculate_cartilage_L,-1,FALSE
611,VH_F_arytenoid_cartilage_L,VH_F_cricoid_cartilage,-1,FALSE
612,VH_F_arytenoid_cartilage_R,VH_F_corniculate_cartilage_R,-1,FALSE
613,VH_F_caudate_lobe,VH_F_right_posterosuperior_segment,-1,FALSE
614,VH_F_porta_hepatis,VH_F_round_ligament_of_liver,-1,FALSE
615,VH_F_coronary_ligament_of_liver,VH_F_right_posterosuperior_segment,-1,FALSE
616,VH_F_right_anterosuperior_segment,VH_F_right_posterosuperior_segment,-1,FALSE
617,VH_F_right_anteroinferior_segment,VH_F_right_posterosuperior_segment,-1,FALSE
618,VH_F_capsule_of_the_liver,VH_F_renal_impression_of_liver,-1,FALSE
619,VH_F_diaphragmatic_surface_of_liver,VH_F_ligamentum_venosum,-1,FALSE
620,VH_F_falciform_ligament,VH_F_left_anterolateral_segment,-1,FALSE
621,VH_F_gastric_impression_of_liver,VH_F_left_superomedial_segment,-1,FALSE
622,VH_F_left_inferomedial_segment,VH_F_quadrate_lobe,-1,FALSE
623,VH_F_hepataduodenal_ligament,VH_F_porta_hepatis,-1,FALSE
624,VH_F_hepataduodenal_ligament,VH_F_round_ligament_of_liver,-1,FALSE
625,VH_F_capsule_of_the_liver,VH_F_right_anteroinferior_segment,-1,FALSE
626,VH_F_caudate_lobe,VH_F_right_posteroinferior_segment,-1,FALSE
627,VH_F_left_inferomedial_segment,VH_F_left_superomedial_segment1,-1,FALSE
628,VH_F_capsule_of_the_liver,VH_F_round_ligament_of_liver,-1,FALSE
629,VH_F_capsule_of_the_liver,VH_F_porta_hepatis,-1,FALSE
630,VH_F_coronary_ligament_of_liver,VH_F_right_posteroinferior_segment,-1,FALSE
631,VH_F_right_anterosuperior_segment,VH_F_right_posteroinferior_segment,-1,FALSE
632,VH_F_caudate_lobe,VH_F_suprarenal_impression_of_liver,-1,FALSE
633,VH_F_capsule_of_the_liver,VH_F_esophageal_impression_of_liver,-1,FALSE
634,VH_F_right_anteroinferior_segment,VH_F_right_posteroinferior_segment,-1,FALSE
635,VH_F_coronary_ligament_of_liver,VH_F_suprarenal_impression_of_liver,-1,FALSE
636,VH_F_right_posteroinferior_segment,VH_F_right_posterosuperior_segment,-1,FALSE
637,VH_F_diaphragmatic_surface_of_liver,VH_F_renal_impression_of_liver,-1,FALSE
638,VH_F_capsule_of_the_liver,VH_F_duodenal_impression_of_liver,-1,FALSE
639,VH_F_hepataduodenal_ligament,VH_F_ligamentum_venosum,-1,FALSE
640,VH_F_left_anterolateral_segment,VH_F_left_inferomedial_segment,-1,FALSE
641,VH_F_falciform_ligament,VH_F_left_superomedial_segment,-1,FALSE
642,VH_F_capsule_of_the_liver,VH_F_left_anterolateral_segment,-1,FALSE
643,VH_F_diaphragmatic_surface_of_liver,VH_F_right_anteroinferior_segment,-1,FALSE
644,VH_F_diaphragmatic_surface_of_liver,VH_F_round_ligament_of_liver,-1,FALSE
645,VH_F_diaphragmatic_surface_of_liver,VH_F_esophageal_impression_of_liver,-1,FALSE
646,VH_F_caudate_lobe,VH_F_quadrate_lobe,-1,FALSE
647,VH_F_colic_impression_of_liver,VH_F_diaphragmatic_surface_of_liver,-1,FALSE
648,VH_F_caudate_lobe,VH_F_left_superomedial_segment1,-1,FALSE
649,VH_F_colic_impression_of_liver,VH_F_quadrate_lobe,-1,FALSE
650,VH_F_diaphragmatic_surface_of_liver,VH_F_duodenal_impression_of_liver,-1,FALSE
651,VH_F_diaphragmatic_surface_of_liver,VH_F_left_anterolateral_segment,-1,FALSE
652,VH_F_capsule_of_the_liver,VH_F_left_superomedial_segment,-1,FALSE
653,VH_F_capsule_of_the_liver,VH_F_triangular_ligament_of_liver,-1,FALSE
654,VH_F_capsule_of_the_liver,VH_F_caudate_lobe,-1,FALSE
655,VH_F_capsule_of_the_liver,VH_F_hepataduodenal_ligament,-1,FALSE
656,VH_F_bare_area_of_liver,VH_F_capsule_of_the_liver,-1,FALSE
657,VH_F_bare_area_of_liver,VH_F_caudate_lobe,-1,FALSE
658,VH_F_caudate_lobe,VH_F_right_anterosuperior_segment,-1,FALSE
659,VH_F_caudate_lobe,VH_F_right_anteroinferior_segment,-1,FALSE
660,VH_F_caudate_lobe,VH_F_porta_hepatis,-1,FALSE
