,extraction_site_id,organ,total_intersection_percentage,number_of_AS_collisions,non_intersection_volume
160,http://purl.org/ccf/1.5/61d9f366-c050-4c28-995f-32ab920a7ca8,http://purl.org/ccf/latest/ccf.owl#VHFLeftKidney,0.576,1,0.42400000000000004
161,http://purl.org/ccf/1.5/7af72c8f-7fa1-4083-be74-613f92ef020a,http://purl.org/ccf/latest/ccf.owl#VHFUrinaryBladder,0.482,2,0.518
162,http://purl.org/ccf/1.5/112ef351-579d-40a1-a939-9a80dc94b909,http://purl.org/ccf/latest/ccf.owl#VHMUrinaryBladder,0.0,0,1.0
163,http://purl.org/ccf/1.5/84d568f4-d72d-47c9-b556-afbf447533ad,http://purl.org/ccf/latest/ccf.owl#VHMUrinaryBladder,0.0,0,1.0
164,http://purl.org/ccf/1.5/d16014ad-8b92-487b-bca7-044d3d745dba,http://purl.org/ccf/latest/ccf.owl#VHMSkin,0.648,1,0.352
165,http://purl.org/ccf/1.5/6130c1eb-9a5a-44b2-8a3e-ebae47cc419d,http://purl.org/ccf/latest/ccf.owl#VHFRightKidneyV1.1,0.0,0,1.0
166,http://purl.org/ccf/1.5/cc08d64c-5d75-4995-b3b0-00239a742184,http://purl.org/ccf/latest/ccf.owl#VHMUrinaryBladder,0.504,1,0.496
167,http://purl.org/ccf/1.5/fcfcc65b-f91f-4447-a29b-c9836104570c,http://purl.org/ccf/latest/ccf.owl#VHMSkin,1.0,1,0.0
168,http://purl.org/ccf/1.5/769ca7e9-ead0-4882-966c-d6f5c273c2ee,http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,1.0,1,0.0
169,http://purl.org/ccf/1.5/6a6392a9-8ac1-4666-a684-83d310ca055f,http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,1.0,1,0.0
170,http://purl.org/ccf/1.5/decfd5b4-07de-4894-bc83-6698cfb1ef8c,http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,1.0,1,0.0
171,http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.886,1,0.11399999999999999
172,http://purl.org/ccf/1.5/e13cd910-c2df-4b83-ad68-2e7409089fa4,http://purl.org/ccf/latest/ccf.owl#VHFHeartV1.1,0.943,1,0.05700000000000005
173,http://purl.org/ccf/1.5/c8f471f9-e052-4a00-b145-b299b97ed960,http://purl.org/ccf/latest/ccf.owl#VHMSkinV1.1,0.823,1,0.17700000000000005
174,http://purl.org/ccf/1.5/2156f837-2ab2-4305-8e7f-8084249e91cd,http://purl.org/ccf/latest/ccf.owl#VHFHeart,0.914,1,0.08599999999999997
175,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,http://purl.org/ccf/latest/ccf.owl#VHFHeart,0.807,1,0.19299999999999995
176,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,http://purl.org/ccf/latest/ccf.owl#VHFHeart,0.843,1,0.15700000000000003
177,http://purl.org/ccf/1.5/502166ab-e841-4b65-9045-7c386166a9e8,http://purl.org/ccf/latest/ccf.owl#VHFHeartV1.1,0.685,1,0.31499999999999995
178,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.948,1,0.052000000000000046
179,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.968,1,0.03200000000000003
180,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.964,1,0.03600000000000003
181,http://purl.org/ccf/1.5/3bf6e5a0-a04d-498e-89b1-b2c2562e4483,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.557,1,0.44299999999999995
182,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.708,1,0.29200000000000004
183,http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,http://purl.org/ccf/latest/ccf.owl#VHMHeart,1.209,3,-0.20900000000000007
184,http://purl.org/ccf/1.5/ca476545-5b98-476c-b2fd-1b8e1708faed,http://purl.org/ccf/latest/ccf.owl#VHFHeartV1.1,0.935,1,0.06499999999999995
185,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,http://purl.org/ccf/latest/ccf.owl#VHFHeart,1.427,4,-0.42700000000000005
186,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,http://purl.org/ccf/latest/ccf.owl#VHMLung,1.156,2,-0.15599999999999992
187,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,http://purl.org/ccf/latest/ccf.owl#VHFLungV1.1,2.18,3,-1.1800000000000002
188,http://purl.org/ccf/1.5/67e5f7e1-7b82-4aff-890e-9f8fc1f5c89b,http://purl.org/ccf/latest/ccf.owl#VHMLiver,0.506,3,0.494
189,http://purl.org/ccf/1.5/8eea8795-2c2f-4811-bf19-ceff62be1128,http://purl.org/ccf/latest/ccf.owl#VHMLiver,0.506,3,0.494
190,http://purl.org/ccf/1.5/ab2e49b2-1959-44af-8e83-ac16878f6c12,http://purl.org/ccf/latest/ccf.owl#VHMLung,1.0,1,0.0
191,http://purl.org/ccf/1.5/5475ae38-db50-4868-92ba-8718bf136c7b,http://purl.org/ccf/latest/ccf.owl#VHMProstate,1.0050000000000001,4,-0.0050000000000001155
192,http://purl.org/ccf/1.5/cce37703-e4e8-454c-a0c4-4ff58652ab8f,http://purl.org/ccf/latest/ccf.owl#VHMSkinV1.1,1.0,1,0.0
193,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,http://purl.org/ccf/latest/ccf.owl#VHMHeart,0.402,1,0.598
194,http://purl.org/ccf/1.5/3b5d2036-3c56-4cf8-808f-462c9e3681e5,http://purl.org/ccf/latest/ccf.owl#VHFRightMammaryGland,0.962,1,0.038000000000000034
