organ,as_label,cell_label,mean_cell_count,cell_count
VHFLargeIntestine,sigmoid colon,MUC1+ Enterocyte,636,636
VHFLargeIntestine,sigmoid colon,NK,54,54
VHFLargeIntestine,sigmoid colon,Nerve,503,503
VHFLargeIntestine,sigmoid colon,Neuroendocrine,57,57
VHFLargeIntestine,sigmoid colon,Neutrophil,1235,1235
VHFLargeIntestine,sigmoid colon,Paneth,0,0
VHFLargeIntestine,sigmoid colon,Plasma,217,217
VHFLargeIntestine,sigmoid colon,Smooth muscle,3245,3245
VHFLargeIntestine,sigmoid colon,Stroma,3366,3366
VHFLargeIntestine,sigmoid colon,TA,270,270
VHFLargeIntestine,transverse colon,B,97.5,195
VHFLargeIntestine,transverse colon,CD4+ T cell,1048,2096
VHFLargeIntestine,transverse colon,CD57+ Enterocyte,3,6
VHFLargeIntestine,transverse colon,CD66+ Enterocyte,932.5,1865
VHFLargeIntestine,transverse colon,CD7+ Immune,43,86
VHFLargeIntestine,transverse colon,CD8+ T,607,1214
VHFLargeIntestine,transverse colon,Cycling TA,1115.5,2231
VHFLargeIntestine,transverse colon,DC,402.5,805
VHFLargeIntestine,transverse colon,Endothelial,2169.5,4339
VHFLargeIntestine,transverse colon,Enterocyte,2975,5950
VHFLargeIntestine,transverse colon,Goblet,1768.5,3537
VHFLargeIntestine,transverse colon,ICC,766.5,1533
VHFLargeIntestine,transverse colon,Lymphatic,1070,2140
VHFLargeIntestine,transverse colon,M1 Macrophage,53,106
VHFLargeIntestine,transverse colon,M2 Macrophage,2596,5192
VHFLargeIntestine,transverse colon,MUC1+ Enterocyte,188,376
VHFLargeIntestine,transverse colon,NK,43,86
VHFLargeIntestine,transverse colon,Nerve,1722,3444
VHFLargeIntestine,transverse colon,Neuroendocrine,128.5,257
VHFLargeIntestine,transverse colon,Neutrophil,159,318
VHFLargeIntestine,transverse colon,Paneth,165.5,331
VHFLargeIntestine,transverse colon,Plasma,1151,2302
VHFLargeIntestine,transverse colon,Smooth muscle,7799,15598
VHFLargeIntestine,transverse colon,Stroma,4876.5,9753
VHFLargeIntestine,transverse colon,TA,636,1272
VHFLeftKidney,outer cortex of kidney,Afferent / Efferent Arteriole Endothelial,101.05882352941176470588,1718
VHFLeftKidney,outer cortex of kidney,Ascending Thin Limb,1911.82352941176470588235,32501
VHFLeftKidney,outer cortex of kidney,Ascending Vasa Recta Endothelial,259.52941176470588235294,4412
VHFLeftKidney,outer cortex of kidney,B,44.26666666666666666667,664
VHFLeftKidney,outer cortex of kidney,Classical Dendritic,135.85714285714285714286,951
VHFLeftKidney,outer cortex of kidney,Connecting Tubule,2871.61111111111111111111,51689
VHFLeftKidney,outer cortex of kidney,Connecting Tubule Intercalated Type A,2,4
VHFLeftKidney,outer cortex of kidney,Connecting Tubule Principal,206.88888888888888888889,3724
VHFLeftKidney,outer cortex of kidney,Cortical Collecting Duct Intercalated Type A,649.66666666666666666667,11694
VHFLeftKidney,outer cortex of kidney,Cortical Collecting Duct Principal,6599.33333333333333333333,118788
VHFLeftKidney,outer cortex of kidney,Cortical Thick Ascending Limb,2904.72222222222222222222,52285
VHFLeftKidney,outer cortex of kidney,Cortical Vascular Smooth Muscle / Pericyte,25,425
VHFLeftKidney,outer cortex of kidney,Cycling Mononuclear Phagocyte,5,35
VHFLeftKidney,outer cortex of kidney,Descending Thin Limb Type 1,12469,224442
VHFLeftKidney,outer cortex of kidney,Descending Thin Limb Type 2,16709.55555555555555555556,300772
VHFLeftKidney,outer cortex of kidney,Descending Thin Limb Type 3,106.29411764705882352941,1807
VHFLeftKidney,outer cortex of kidney,Descending Vasa Recta Endothelial,14,14
VHFLeftKidney,outer cortex of kidney,"Descending Vasa Recta Endothelial ",141.4375,2263
VHFLeftKidney,outer cortex of kidney,Distal Convoluted Tubule Type 1,3417.11111111111111111111,61508
VHFLeftKidney,outer cortex of kidney,Distal Convoluted Tubule Type 2,22.5,45
VHFLeftKidney,outer cortex of kidney,Fibroblast,578.27777777777777777778,10409
VHFLeftKidney,outer cortex of kidney,Glomerular Capillary Endothelial,55.66666666666666666667,1002
VHFLeftKidney,outer cortex of kidney,Inner Medullary Collecting Duct,5102.52941176470588235294,86743
VHFLeftKidney,outer cortex of kidney,Intercalated Type B,270.47058823529411764706,4598
VHFLeftKidney,outer cortex of kidney,Lymphatic Endothelial,2.375,19
VHFLeftKidney,outer cortex of kidney,M2 Macrophage,43.6,654
VHFLeftKidney,outer cortex of kidney,Macula Densa,140.44444444444444444444,2528
VHFLeftKidney,outer cortex of kidney,Mast,28,196
VHFLeftKidney,outer cortex of kidney,Medullary Fibroblast,311.11764705882352941176,5289
VHFLeftKidney,outer cortex of kidney,Medullary Thick Ascending Limb,2923.55555555555555555556,52624
VHFLeftKidney,outer cortex of kidney,Mesangial,10880.29411764705882352941,184965
VHFLeftKidney,outer cortex of kidney,Monocyte,7,7
VHFLeftKidney,outer cortex of kidney,Monocyte-derived,65.64285714285714285714,919
VHFLeftKidney,outer cortex of kidney,Natural Killer / Natural Killer T,18,18
VHFLeftKidney,outer cortex of kidney,Natural Killer T,2,16
VHFLeftKidney,outer cortex of kidney,Neutrophil,2,2
VHFLeftKidney,outer cortex of kidney,Non-classical monocyte,1,2
VHFLeftKidney,outer cortex of kidney,Outer Medullary Collecting Duct Intercalated Type A,246.44444444444444444444,4436
VHFLeftKidney,outer cortex of kidney,Outer Medullary Collecting Duct Principal,184.41176470588235294118,3135
VHFLeftKidney,outer cortex of kidney,Papillary Tip Epithelial,1,2
VHFLeftKidney,outer cortex of kidney,Parietal Epithelial,273.83333333333333333333,4929
VHFLeftKidney,outer cortex of kidney,Peritubular Capilary Endothelial,303,303
VHFLeftKidney,outer cortex of kidney,"Peritubular Capilary Endothelial ",263.41176470588235294118,4478
VHFLeftKidney,outer cortex of kidney,Plasma,2,2
VHFLeftKidney,outer cortex of kidney,Podocyte,34.77777777777777777778,626
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 1,182.70588235294117647059,3106
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 2,11.11111111111111111111,100
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 3,176.77777777777777777778,3182
VHFLeftKidney,outer cortex of kidney,Renin-positive Juxtaglomerular Granular,1.22222222222222222222,11
VHFLeftKidney,outer cortex of kidney,Schwann / Neural,4,4
VHFLeftKidney,outer cortex of kidney,T,302.25,4836
VHFLeftKidney,outer cortex of kidney,Tissue-resident Macrophage,36,36
VHFLeftKidney,outer cortex of kidney,Vascular Smooth Muscle / Pericyte,161.16666666666666666667,2901
VHFLeftKidney,renal column,Afferent / Efferent Arteriole Endothelial,113.13333333333333333333,1697
VHFLeftKidney,renal column,Ascending Thin Limb,2026.125,32418
VHFLeftKidney,renal column,Ascending Vasa Recta Endothelial,292.8,4392
VHFLeftKidney,renal column,B,50.84615384615384615385,661
VHFLeftKidney,renal column,Classical Dendritic,158,948
VHFLeftKidney,renal column,Connecting Tubule,3151.375,50422
VHFLeftKidney,renal column,Connecting Tubule Intercalated Type A,1,1
VHFLeftKidney,renal column,Connecting Tubule Principal,232.125,3714
VHFLeftKidney,renal column,Cortical Collecting Duct Intercalated Type A,719.8125,11517
VHFLeftKidney,renal column,Cortical Collecting Duct Principal,7414.9375,118639
VHFLeftKidney,renal column,Cortical Thick Ascending Limb,3236.6875,51787
VHFLeftKidney,renal column,Cortical Vascular Smooth Muscle / Pericyte,24.8,372
VHFLeftKidney,renal column,Cycling Mononuclear Phagocyte,5,35
VHFLeftKidney,renal column,Descending Thin Limb Type 1,14024.625,224394
VHFLeftKidney,renal column,Descending Thin Limb Type 2,18787.0625,300593
VHFLeftKidney,renal column,Descending Thin Limb Type 3,112.875,1806
VHFLeftKidney,renal column,"Descending Vasa Recta Endothelial ",150.73333333333333333333,2261
VHFLeftKidney,renal column,Distal Convoluted Tubule Type 1,3802.75,60844
VHFLeftKidney,renal column,Distal Convoluted Tubule Type 2,1,1
VHFLeftKidney,renal column,Fibroblast,649.1875,10387
VHFLeftKidney,renal column,Glomerular Capillary Endothelial,54.375,870
VHFLeftKidney,renal column,Inner Medullary Collecting Duct,5330.25,85284
VHFLeftKidney,renal column,Intercalated Type B,304.46666666666666666667,4567
VHFLeftKidney,renal column,Lymphatic Endothelial,1,6
VHFLeftKidney,renal column,M2 Macrophage,44.14285714285714285714,618
VHFLeftKidney,renal column,Macula Densa,153.0625,2449
VHFLeftKidney,renal column,Mast,32,192
VHFLeftKidney,renal column,Medullary Fibroblast,330.4375,5287
VHFLeftKidney,renal column,Medullary Thick Ascending Limb,3263.4375,52215
VHFLeftKidney,renal column,Mesangial,12330.4,184956
VHFLeftKidney,renal column,Monocyte-derived,69,897
VHFLeftKidney,renal column,Natural Killer T,1,7
VHFLeftKidney,renal column,Non-classical monocyte,1,1
VHFLeftKidney,renal column,Outer Medullary Collecting Duct Intercalated Type A,267.4375,4279
VHFLeftKidney,renal column,Outer Medullary Collecting Duct Principal,195.8125,3133
VHFLeftKidney,renal column,Parietal Epithelial,305.3125,4885
VHFLeftKidney,renal column,"Peritubular Capilary Endothelial ",269.5,4312
VHFLeftKidney,renal column,Podocyte,25.5,408
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 1,162.06666666666666666667,2431
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 2,7.25,58
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 3,178,2848
VHFLeftKidney,renal column,Renin-positive Juxtaglomerular Granular,1,8
VHFLeftKidney,renal column,Schwann / Neural,4,4
VHFLeftKidney,renal column,T,340.07142857142857142857,4761
VHFLeftKidney,renal column,Vascular Smooth Muscle / Pericyte,178,2848
VHFLeftKidney,renal pyramid,Afferent / Efferent Arteriole Endothelial,86.65,1733
VHFLeftKidney,renal pyramid,Ascending Thin Limb,1382.70833333333333333333,33185
VHFLeftKidney,renal pyramid,Ascending Vasa Recta Endothelial,238.13043478260869565217,5477
VHFLeftKidney,renal pyramid,B,41.5625,665
VHFLeftKidney,renal pyramid,Classical Dendritic,105.66666666666666666667,951
VHFLeftKidney,renal pyramid,Connecting Tubule,2294.04166666666666666667,55057
VHFLeftKidney,renal pyramid,Connecting Tubule Intercalated Type A,1,3
VHFLeftKidney,renal pyramid,Connecting Tubule Principal,163,3749
VHFLeftKidney,renal pyramid,Cortical Collecting Duct Intercalated Type A,551.85714285714285714286,11589
VHFLeftKidney,renal pyramid,Cortical Collecting Duct Principal,4999.54166666666666666667,119989
VHFLeftKidney,renal pyramid,Cortical Thick Ascending Limb,2411.13636363636363636364,53045
VHFLeftKidney,renal pyramid,Cortical Vascular Smooth Muscle / Pericyte,20.21052631578947368421,384
VHFLeftKidney,renal pyramid,Cycling Mononuclear Phagocyte,4.11111111111111111111,37
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 1,9577.16666666666666666667,229852
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 2,12531.58333333333333333333,300758
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 3,98.125,2355
VHFLeftKidney,renal pyramid,Descending Vasa Recta Endothelial,101,303
VHFLeftKidney,renal pyramid,"Descending Vasa Recta Endothelial ",117.2,2344
VHFLeftKidney,renal pyramid,Distal Convoluted Tubule Type 1,2779.59090909090909090909,61151
VHFLeftKidney,renal pyramid,Distal Convoluted Tubule Type 2,1,1
VHFLeftKidney,renal pyramid,Fibroblast,457.30434782608695652174,10518
VHFLeftKidney,renal pyramid,Glomerular Capillary Endothelial,46.31578947368421052632,880
VHFLeftKidney,renal pyramid,Inner Medullary Collecting Duct,3964.54166666666666666667,95149
VHFLeftKidney,renal pyramid,Intercalated Type B,240.63157894736842105263,4572
VHFLeftKidney,renal pyramid,Lymphatic Endothelial,1.3,13
VHFLeftKidney,renal pyramid,M2 Macrophage,37.11764705882352941176,631
VHFLeftKidney,renal pyramid,Macula Densa,119.81818181818181818182,2636
VHFLeftKidney,renal pyramid,Mast,26.625,213
VHFLeftKidney,renal pyramid,Medullary Fibroblast,278.58333333333333333333,6686
VHFLeftKidney,renal pyramid,Medullary Thick Ascending Limb,2440.63636363636363636364,53694
VHFLeftKidney,renal pyramid,Mesangial,10879.88235294117647058824,184958
VHFLeftKidney,renal pyramid,Monocyte,2.66666666666666666667,8
VHFLeftKidney,renal pyramid,Monocyte-derived,56.88235294117647058824,967
VHFLeftKidney,renal pyramid,Natural Killer / Natural Killer T,5,15
VHFLeftKidney,renal pyramid,Natural Killer T,1,7
VHFLeftKidney,renal pyramid,Neutrophil,2.25,9
VHFLeftKidney,renal pyramid,Non-classical monocyte,1,1
VHFLeftKidney,renal pyramid,Outer Medullary Collecting Duct Intercalated Type A,225.57142857142857142857,4737
VHFLeftKidney,renal pyramid,Outer Medullary Collecting Duct Principal,156.80952380952380952381,3293
VHFLeftKidney,renal pyramid,Papillary Tip Epithelial,174,696
VHFLeftKidney,renal pyramid,Parietal Epithelial,257.42105263157894736842,4891
VHFLeftKidney,renal pyramid,Peritubular Capilary Endothelial,38,114
VHFLeftKidney,renal pyramid,"Peritubular Capilary Endothelial ",218.5,4370
VHFLeftKidney,renal pyramid,Plasma,1.66666666666666666667,5
VHFLeftKidney,renal pyramid,Podocyte,24.11764705882352941176,410
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 1,135.27777777777777777778,2435
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 2,7.25,58
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 3,158.77777777777777777778,2858
VHFLeftKidney,renal pyramid,Renin-positive Juxtaglomerular Granular,1,10
VHFLeftKidney,renal pyramid,Schwann / Neural,2.33333333333333333333,7
VHFLeftKidney,renal pyramid,T,268.27777777777777777778,4829
VHFLeftKidney,renal pyramid,Tissue-resident Macrophage,45.33333333333333333333,136
VHFLeftKidney,renal pyramid,Vascular Smooth Muscle / Pericyte,126.08333333333333333333,3026
VHFLeftUreter,left ureter,Afferent / Efferent Arteriole Endothelial,1.5,3
VHFLeftUreter,left ureter,Ascending Thin Limb,1,1
VHFLeftUreter,left ureter,Ascending Vasa Recta Endothelial,4,8
VHFLeftUreter,left ureter,Classical Dendritic,8,8
VHFLeftUreter,left ureter,Connecting Tubule,653,1306
VHFLeftUreter,left ureter,Connecting Tubule Principal,1.5,3
VHFLeftUreter,left ureter,Cortical Collecting Duct Intercalated Type A,116.5,233
VHFLeftUreter,left ureter,Cortical Collecting Duct Principal,416,832
VHFLeftUreter,left ureter,Cortical Vascular Smooth Muscle / Pericyte,71.5,143
VHFLeftUreter,left ureter,Descending Thin Limb Type 1,985.5,1971
VHFLeftUreter,left ureter,Descending Thin Limb Type 2,16.5,33
VHFLeftUreter,left ureter,Descending Thin Limb Type 3,22,22
VHFLeftUreter,left ureter,"Descending Vasa Recta Endothelial ",60.5,121
VHFLeftUreter,left ureter,Distal Convoluted Tubule Type 1,10,10
VHFLeftUreter,left ureter,Fibroblast,795,1590
VHFLeftUreter,left ureter,Inner Medullary Collecting Duct,9378,18756
VHFLeftUreter,left ureter,Intercalated Type B,62,62
VHFLeftUreter,left ureter,Lymphatic Endothelial,1,1
VHFLeftUreter,left ureter,M2 Macrophage,20,40
VHFLeftUreter,left ureter,Mast,1,1
VHFLeftUreter,left ureter,Medullary Fibroblast,729,1458
VHFLeftUreter,left ureter,Non-classical monocyte,3,3
VHFLeftUreter,left ureter,Outer Medullary Collecting Duct Intercalated Type A,19,19
VHFLeftUreter,left ureter,Papillary Tip Epithelial,1325.5,2651
VHFLeftUreter,left ureter,Parietal Epithelial,41.5,83
VHFLeftUreter,left ureter,"Peritubular Capilary Endothelial ",127.5,255
VHFLeftUreter,left ureter,Renin-positive Juxtaglomerular Granular,1,1
VHFLeftUreter,left ureter,T,1,1
VHFLeftUreter,left ureter,Vascular Smooth Muscle / Pericyte,13,26
VHFLung,Cartilage of bronchus,B cell,135,540
VHFLung,Cartilage of bronchus,T cell,278.75,1115
VHFLung,Cartilage of bronchus,alveolar macrophage,765.25,3061
VHFLung,Cartilage of bronchus,basal cell,17.5,70
VHFLung,Cartilage of bronchus,blood vessel endothelial cell,2.25,9
VHFLung,Cartilage of bronchus,chondrocyte,13.25,53
VHFLung,Cartilage of bronchus,ciliated cell,84,336
VHFLung,Cartilage of bronchus,club cell,99.25,397
VHFLung,Cartilage of bronchus,dendritic cell,19,76
VHFLung,Cartilage of bronchus,endothelial cell,237.5,950
VHFLung,Cartilage of bronchus,endothelial cell of artery,23,92
VHFLung,Cartilage of bronchus,enucleate erythrocyte,28.25,113
VHFLung,Cartilage of bronchus,epithelial cell,82.25,329
VHFLung,Cartilage of bronchus,fibroblast,625.75,2503
VHFLung,Cartilage of bronchus,goblet cell,30.66666666666666666667,92
VHFLung,Cartilage of bronchus,lung neuroendocrine cell,6.33333333333333333333,19
VHFLung,Cartilage of bronchus,macrophage,85.5,342
VHFLung,Cartilage of bronchus,mast cell,11,44
VHFLung,Cartilage of bronchus,monocyte,305.5,1222
VHFLung,Cartilage of bronchus,myofibroblast cell,59.5,238
VHFLung,Cartilage of bronchus,native cell,203.5,814
VHFLung,Cartilage of bronchus,natural killer cell,124.5,498
VHFLung,Cartilage of bronchus,pericyte,92.75,371
VHFLung,Cartilage of bronchus,smooth muscle cell,60,240
VHFLung,Cartilage of bronchus,type I pneumocyte,346.75,1387
VHFLung,Cartilage of bronchus,type II pneumocyte,627.5,2510
VHFLung,Cartilage of bronchus,vascular associated smooth muscle cell,24.5,98
VHFLung,Cartilage of bronchus,vein endothelial cell,14.75,59
VHFLung,Lateral segmental bronchus,B cell,135,540
VHFLung,Lateral segmental bronchus,T cell,278.75,1115
VHFLung,Lateral segmental bronchus,alveolar macrophage,765.25,3061
VHFLung,Lateral segmental bronchus,basal cell,17.5,70
VHFLung,Lateral segmental bronchus,blood vessel endothelial cell,2.25,9
VHFLung,Lateral segmental bronchus,chondrocyte,13.25,53
VHFLung,Lateral segmental bronchus,ciliated cell,84,336
VHFLung,Lateral segmental bronchus,club cell,99.25,397
VHFLung,Lateral segmental bronchus,dendritic cell,19,76
VHFLung,Lateral segmental bronchus,endothelial cell,237.5,950
VHFLung,Lateral segmental bronchus,endothelial cell of artery,23,92
VHFLung,Lateral segmental bronchus,enucleate erythrocyte,28.25,113
VHFLung,Lateral segmental bronchus,epithelial cell,82.25,329
VHFLung,Lateral segmental bronchus,fibroblast,625.75,2503
VHFLung,Lateral segmental bronchus,goblet cell,30.66666666666666666667,92
VHFLung,Lateral segmental bronchus,lung neuroendocrine cell,6.33333333333333333333,19
VHFLung,Lateral segmental bronchus,macrophage,85.5,342
VHFLung,Lateral segmental bronchus,mast cell,11,44
VHFLung,Lateral segmental bronchus,monocyte,305.5,1222
VHFLung,Lateral segmental bronchus,myofibroblast cell,59.5,238
VHFLung,Lateral segmental bronchus,native cell,203.5,814
VHFLung,Lateral segmental bronchus,natural killer cell,124.5,498
VHFLung,Lateral segmental bronchus,pericyte,92.75,371
VHFLung,Lateral segmental bronchus,smooth muscle cell,60,240
VHFLung,Lateral segmental bronchus,type I pneumocyte,346.75,1387
VHFLung,Lateral segmental bronchus,type II pneumocyte,627.5,2510
VHFLung,Lateral segmental bronchus,vascular associated smooth muscle cell,24.5,98
VHFLung,Lateral segmental bronchus,vein endothelial cell,14.75,59
VHFLung,Left apical bronchopulmonary segment,Endothelial cell,757,757
VHFLung,Left apical bronchopulmonary segment,Epithelial cell,9320,9320
VHFLung,Left apical bronchopulmonary segment,Fibroblast,724,724
VHFLung,Left apical bronchopulmonary segment,Immune (lymphocyte),414,414
VHFLung,Left apical bronchopulmonary segment,Immune (myeloid),1957,1957
VHFLung,Left apical bronchopulmonary segment,Muscle,88,88
VHFLung,Left posterior bronchopulmonary segment,Endothelial cell,757,757
VHFLung,Left posterior bronchopulmonary segment,Epithelial cell,9320,9320
VHFLung,Left posterior bronchopulmonary segment,Fibroblast,724,724
VHFLung,Left posterior bronchopulmonary segment,Immune (lymphocyte),414,414
VHFLung,Left posterior bronchopulmonary segment,Immune (myeloid),1957,1957
VHFLung,Left posterior bronchopulmonary segment,Muscle,88,88
VHFLung,Right Lateral Bronchopulmonary Segment,B cell,135,540
VHFLung,Right Lateral Bronchopulmonary Segment,T cell,278.75,1115
VHFLung,Right Lateral Bronchopulmonary Segment,alveolar macrophage,765.25,3061
VHFLung,Right Lateral Bronchopulmonary Segment,basal cell,17.5,70
VHFLung,Right Lateral Bronchopulmonary Segment,blood vessel endothelial cell,2.25,9
VHFLung,Right Lateral Bronchopulmonary Segment,chondrocyte,13.25,53
VHFLung,Right Lateral Bronchopulmonary Segment,ciliated cell,84,336
VHFLung,Right Lateral Bronchopulmonary Segment,club cell,99.25,397
VHFLung,Right Lateral Bronchopulmonary Segment,dendritic cell,19,76
VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell,237.5,950
VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of artery,23,92
VHFLung,Right Lateral Bronchopulmonary Segment,enucleate erythrocyte,28.25,113
VHFLung,Right Lateral Bronchopulmonary Segment,epithelial cell,82.25,329
VHFLung,Right Lateral Bronchopulmonary Segment,fibroblast,625.75,2503
VHFLung,Right Lateral Bronchopulmonary Segment,goblet cell,30.66666666666666666667,92
VHFLung,Right Lateral Bronchopulmonary Segment,lung neuroendocrine cell,6.33333333333333333333,19
VHFLung,Right Lateral Bronchopulmonary Segment,macrophage,85.5,342
VHFLung,Right Lateral Bronchopulmonary Segment,mast cell,11,44
VHFLung,Right Lateral Bronchopulmonary Segment,monocyte,305.5,1222
VHFLung,Right Lateral Bronchopulmonary Segment,myofibroblast cell,59.5,238
VHFLung,Right Lateral Bronchopulmonary Segment,native cell,203.5,814
VHFLung,Right Lateral Bronchopulmonary Segment,natural killer cell,124.5,498
VHFLung,Right Lateral Bronchopulmonary Segment,pericyte,92.75,371
VHFLung,Right Lateral Bronchopulmonary Segment,smooth muscle cell,60,240
VHFLung,Right Lateral Bronchopulmonary Segment,type I pneumocyte,346.75,1387
VHFLung,Right Lateral Bronchopulmonary Segment,type II pneumocyte,627.5,2510
VHFLung,Right Lateral Bronchopulmonary Segment,vascular associated smooth muscle cell,24.5,98
VHFLung,Right Lateral Bronchopulmonary Segment,vein endothelial cell,14.75,59
VHFLung,Right Medial Bronchopulmonary Segment,B cell,135,540
VHFLung,Right Medial Bronchopulmonary Segment,T cell,278.75,1115
VHFLung,Right Medial Bronchopulmonary Segment,alveolar macrophage,765.25,3061
VHFLung,Right Medial Bronchopulmonary Segment,basal cell,17.5,70
VHFLung,Right Medial Bronchopulmonary Segment,blood vessel endothelial cell,2.25,9
VHFLung,Right Medial Bronchopulmonary Segment,chondrocyte,13.25,53
VHFLung,Right Medial Bronchopulmonary Segment,ciliated cell,84,336
VHFLung,Right Medial Bronchopulmonary Segment,club cell,99.25,397
VHFLung,Right Medial Bronchopulmonary Segment,dendritic cell,19,76
VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell,237.5,950
VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of artery,23,92
VHFLung,Right Medial Bronchopulmonary Segment,enucleate erythrocyte,28.25,113
VHFLung,Right Medial Bronchopulmonary Segment,epithelial cell,82.25,329
VHFLung,Right Medial Bronchopulmonary Segment,fibroblast,625.75,2503
VHFLung,Right Medial Bronchopulmonary Segment,goblet cell,30.66666666666666666667,92
VHFLung,Right Medial Bronchopulmonary Segment,lung neuroendocrine cell,6.33333333333333333333,19
VHFLung,Right Medial Bronchopulmonary Segment,macrophage,85.5,342
VHFLung,Right Medial Bronchopulmonary Segment,mast cell,11,44
VHFLung,Right Medial Bronchopulmonary Segment,monocyte,305.5,1222
VHFLung,Right Medial Bronchopulmonary Segment,myofibroblast cell,59.5,238
VHFLung,Right Medial Bronchopulmonary Segment,native cell,203.5,814
VHFLung,Right Medial Bronchopulmonary Segment,natural killer cell,124.5,498
VHFLung,Right Medial Bronchopulmonary Segment,pericyte,92.75,371
VHFLung,Right Medial Bronchopulmonary Segment,smooth muscle cell,60,240
VHFLung,Right Medial Bronchopulmonary Segment,type I pneumocyte,346.75,1387
VHFLung,Right Medial Bronchopulmonary Segment,type II pneumocyte,627.5,2510
VHFLung,Right Medial Bronchopulmonary Segment,vascular associated smooth muscle cell,24.5,98
VHFLung,Right Medial Bronchopulmonary Segment,vein endothelial cell,14.75,59
VHFRightKidney,kidney capsule,Afferent / Efferent Arteriole Endothelial,4,8
VHFRightKidney,kidney capsule,Ascending Thin Limb,8,8
VHFRightKidney,kidney capsule,Ascending Vasa Recta Endothelial,1,1
VHFRightKidney,kidney capsule,B,24.5,49
VHFRightKidney,kidney capsule,Classical Dendritic,12,12
VHFRightKidney,kidney capsule,Connecting Tubule,829,1658
VHFRightKidney,kidney capsule,Connecting Tubule Intercalated Type A,2,2
VHFRightKidney,kidney capsule,Connecting Tubule Principal,129.5,259
VHFRightKidney,kidney capsule,Cortical Collecting Duct Intercalated Type A,215.5,431
VHFRightKidney,kidney capsule,Cortical Collecting Duct Principal,189,378
VHFRightKidney,kidney capsule,Cortical Thick Ascending Limb,153,306
VHFRightKidney,kidney capsule,Cortical Vascular Smooth Muscle / Pericyte,8,8
VHFRightKidney,kidney capsule,Cycling Mononuclear Phagocyte,3,3
VHFRightKidney,kidney capsule,Descending Thin Limb Type 1,449.5,899
VHFRightKidney,kidney capsule,Descending Thin Limb Type 2,84.5,169
VHFRightKidney,kidney capsule,Descending Thin Limb Type 3,4,4
VHFRightKidney,kidney capsule,Descending Vasa Recta Endothelial,3,3
VHFRightKidney,kidney capsule,"Descending Vasa Recta Endothelial ",1,1
VHFRightKidney,kidney capsule,Distal Convoluted Tubule Type 1,563.5,1127
VHFRightKidney,kidney capsule,Distal Convoluted Tubule Type 2,12,12
VHFRightKidney,kidney capsule,Fibroblast,65.5,131
VHFRightKidney,kidney capsule,Glomerular Capillary Endothelial,47.5,95
VHFRightKidney,kidney capsule,Inner Medullary Collecting Duct,382.5,765
VHFRightKidney,kidney capsule,Intercalated Type B,130.5,261
VHFRightKidney,kidney capsule,Lymphatic Endothelial,24,24
VHFRightKidney,kidney capsule,M2 Macrophage,66,66
VHFRightKidney,kidney capsule,Macula Densa,50.5,101
VHFRightKidney,kidney capsule,Mast,26,26
VHFRightKidney,kidney capsule,Medullary Fibroblast,2,2
VHFRightKidney,kidney capsule,Medullary Thick Ascending Limb,132.5,265
VHFRightKidney,kidney capsule,Mesangial,13,13
VHFRightKidney,kidney capsule,Monocyte,4,4
VHFRightKidney,kidney capsule,Monocyte-derived,27.5,55
VHFRightKidney,kidney capsule,Natural Killer / Natural Killer T,16,16
VHFRightKidney,kidney capsule,Outer Medullary Collecting Duct Intercalated Type A,4,4
VHFRightKidney,kidney capsule,Outer Medullary Collecting Duct Principal,8.5,17
VHFRightKidney,kidney capsule,Papillary Tip Epithelial,1,1
VHFRightKidney,kidney capsule,Parietal Epithelial,23,46
VHFRightKidney,kidney capsule,Peritubular Capilary Endothelial,159,159
VHFRightKidney,kidney capsule,"Peritubular Capilary Endothelial ",134,134
VHFRightKidney,kidney capsule,Plasma,10,20
VHFRightKidney,kidney capsule,Plasmacytoid Dendritic,6,12
VHFRightKidney,kidney capsule,Podocyte,61.5,123
VHFRightKidney,kidney capsule,Proximal Tubule Epithelial Segment 1,571,1142
VHFRightKidney,kidney capsule,Proximal Tubule Epithelial Segment 2,45,90
VHFRightKidney,kidney capsule,Proximal Tubule Epithelial Segment 3,295,590
VHFRightKidney,kidney capsule,Schwann / Neural,4,4
VHFRightKidney,kidney capsule,T,205,410
VHFRightKidney,kidney capsule,Tissue-resident Macrophage,97,97
VHFRightKidney,kidney capsule,Vascular Smooth Muscle / Pericyte,14,28
