sample,rui_location,in_atlas,modality,cell_id,cell_label,cell_count,percentage_of_total
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,27015.08,0.1379684
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,19603.19,0.1001152
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000003,native cell,14160.52,0.07231902
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,9579.661,0.04892419
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,6209.649,0.03171323
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000235,macrophage,5263.258,0.02687993
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,3438.088,0.01755862
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,2778.242,0.01418873
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,1339.337,0.006840114
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000934,"CD4-positive, alpha-beta cytotoxic T cell",1247.835,0.006372807
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0002319,neural cell,1104.248,0.005639495
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0002397,"CD14-positive, CD16-positive monocyte",1005.546,0.005135415
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_1000309,epicardial adipocyte,862.3925,0.004404316
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",815.1572,0.004163081
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000906,"activated CD8-positive, alpha-beta T cell",811.6673,0.004145257
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000097,mast cell,714.6325,0.003649692
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,561.755,0.002868933
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0001054,CD14-positive monocyte,544.6986,0.002781825
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000576,monocyte,526.2326,0.002687517
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000896,"activated CD4-positive, alpha-beta T cell",411.9103,0.002103663
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,330.7128,0.00168898
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000236,B cell,284.9075,0.001455048
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,272.414,0.001391243
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,true,bulk,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,30.23032,1.54389E-4
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,6790.646,0.1570086
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,Smooth muscle,6465.804,0.1494978
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_goblet,Goblet,4032.747,0.09324238
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_stroma,Stroma,3353.852,0.07754544
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_endothelial,Endothelial,2719.993,0.0628898
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,Cycling TA,2657.018,0.06143373
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_plasma,Plasma,2316.539,0.05356142
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,CD4+ T cell,2290.323,0.05295526
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,M2 Macrophage,1733.362,0.0400776
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd8-t,CD8+ T,1667.753,0.03856063
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_ta,TA,1452.455,0.03358265
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nerve,Nerve,1435.785,0.03319723
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_b,B,1435.74,0.03319619
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,CD66+ Enterocyte,1431.944,0.03310841
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_lymphatic,Lymphatic,969.9633,0.02242682
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_dc,DC,761.3367,0.0176031
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,562.8419,0.01301364
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,M1 Macrophage,324.6776,0.007506971
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,MUC1+ Enterocyte,288.0045,0.00665904
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,Neuroendocrine,269.252,0.006225457
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neutrophil,Neutrophil,142.1971,0.003287784
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,CD7+ Immune,71.57577,0.001654925
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nk,NK,70.76725,0.001636231
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,CD57+ Enterocyte,4.90042,1.133041E-4
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,true,spatial,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,0.6728,1.555601E-5
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,12221.74,0.2691302
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd8-t,CD8+ T,7085.961,0.1560372
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,Smooth muscle,5433.758,0.1196547
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_stroma,Stroma,3270.335,0.07201478
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_endothelial,Endothelial,3163.369,0.06965931
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_goblet,Goblet,2098.435,0.04620881
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,CD4+ T cell,2044.209,0.04501472
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_plasma,Plasma,2024.934,0.04459028
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,M2 Macrophage,1527.105,0.03362779
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nerve,Nerve,1084.372,0.02387853
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,Cycling TA,869.5818,0.01914872
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_lymphatic,Lymphatic,858.9852,0.01891538
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,610.2677,0.01343847
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,CD66+ Enterocyte,506.7067,0.01115799
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_ta,TA,480.3667,0.01057797
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,387.3989,0.008530762
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,M1 Macrophage,362.0787,0.007973194
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_dc,DC,330.0452,0.007267798
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,Neuroendocrine,270.9422,0.005966313
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neutrophil,Neutrophil,264.5367,0.00582526
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,CD7+ Immune,200.4399,0.00441381
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nk,NK,169.464,0.0037317
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,MUC1+ Enterocyte,84.99128,0.00187156
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_b,B,48.33076,0.001064273
https://entity.api.hubmapconsortium.org/entities/062bd84696d51e02f670f064879b562d,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,CD57+ Enterocyte,13.64797,3.005366E-4
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,Smooth muscle,6360.071,0.1673809
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,5800.418,0.1526523
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_stroma,Stroma,4009.699,0.1055251
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_endothelial,Endothelial,3099.921,0.08158203
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_goblet,Goblet,2372.335,0.06243383
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,CD66+ Enterocyte,2283.26,0.06008961
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_plasma,Plasma,2219.115,0.05840147
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,M2 Macrophage,1991.107,0.05240088
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,CD4+ T cell,1559.936,0.04105355
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd8-t,CD8+ T,1535.132,0.04040077
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nerve,Nerve,1252.495,0.03296248
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_lymphatic,Lymphatic,1186.837,0.03123453
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,Cycling TA,998.4833,0.02627754
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,628.9971,0.0165536
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,M1 Macrophage,588.0713,0.01547654
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_dc,DC,574.3722,0.01511602
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_ta,TA,488.9821,0.01286877
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_b,B,310.2336,0.00816456
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,MUC1+ Enterocyte,303.7834,0.007994806
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neutrophil,Neutrophil,185.8098,0.004890041
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,Neuroendocrine,100.9599,0.002657008
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_nk,NK,66.71485,0.001755765
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,CD7+ Immune,45.45494,0.001196259
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,24.36549,6.412377E-4
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,true,spatial,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,CD57+ Enterocyte,11.03517,2.904176E-4
https://entity.api.hubmapconsortium.org/entities/096733e700ef7ab31bedf6bef6d5b9b2,http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,true,bulk,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,1842.722,0.1741381
https://entity.api.hubmapconsortium.org/entities/096733e700ef7ab31bedf6bef6d5b9b2,http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,true,bulk,http://purl.obolibrary.org/obo/CL_0002063,type II pneumocyte,1511.02,0.1427921
https://entity.api.hubmapconsortium.org/entities/096733e700ef7ab31bedf6bef6d5b9b2,http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,true,bulk,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,1506.806,0.1423939
